concentration_id	concentration_batch_id	concentration_comment	concentration_location_in_batch	sample_id
G01-0152.c4724	CP147		A01	
A03-0102.c4598	CP49		D03	
H01-0492.c6493	CP339		D03	
A01-0337.c510	CP219		C06	
O01-0115.c749	CP191		B06	
N02-0100.c5792	CP166		D03	
A02-0749.c7199	CP273		D01	
K01-0198.c6181	CP278		B03	
A01-0045.c7578	CP19		B02	
B01-0431.c5858	CP361		D01	
E02-0076.c269	CP82		A01	
B01-0157.c634	CP132		B04	
A01-0494.c5088	CP348		D03	
B01-0211.c180	CP238		C05	
A1054.c7366	CP0.7			
K01-0151.c4262	CP269		D03	
A04-0217.c1426	CP292		B02	
A04-0108.c6943	CP183		A03	
H01-0040.c4017	CP39		A04	
G01-0146.c3213	CP85		C04	
A04-0340.c3773	CP368		A02	
A02-0972.c1234	CP325		C06	
E01-0169.c6245	CP233		A05	
C01-0014.c133	CP22		D03	
A01-0451.c5172	CP311		A04	
Q01-0092.c5720	CP210		D04	
A03-0341.c4712	CP144		A03	
L01-0331.c2733	CP338		A03	
N02-0006.c1895	CP97		C05	
A01-0354.c4310	CP232		C06	
O01-0214.c7588	CP290		C06	
O01-0247.c2906	CP323		A04	
R01-0169.c4189	CP286		A04	
A02-0440.c6607	CP115		D04	
A02-1133.c3892	CP368		A04	
R02-0250.c2050	CP339		B03	
M03-0101.c1544	CP218		A01	
Q01-0170.c6407	CP280		D06	
A02-0042.c4765	CP5		B04	
H01-0026.c7572	CP32		C02	
R01-0071.c5188	CP191		C04	
M04-0095.c5852	CP172		D04	
B01-0010.c6171	CP19		A02	
L01-0343.c5115	CP348		B01	
K01-0072.c6440	CP130		C06	
C01-0194.c4592	CP195		B06	
B01-0341.c5390	CP315		A06	
B01-0021.c2780	CP24		D02	
E02-0174.c5798	CP210		A04	
M03-0117.c4107	CP212		B01	
A03-0175.c6946	CP61		C04	
H01-0484.c5920	CP345		A05	
K01-0220.c3657	CP355		C01	
M04-0033.c7687	CP118		B06	
A04-0147.c7452	CP226		D01	
O01-0103.c922	CP195		C05	
K01-0035.c5809	CP79		B05	
M04-0166.c2447	CP328		B06	
Q01-0032.c2354	CP165		B06	
L01-0270.c758	CP285		D04	
A1097.c7660	CP0.9			
R01-0253.c4461	CP366		A01	
M03-0110.c3368	CP203		A02	
Q01-0308.c4215	CP372		C03	
A01-0348.c3216	CP228		D01	
A02-0529.c5240	CP146		D06	
R02-0081.c3678	CP218		D04	
L01-0038.c896	CP93		C04	
A04-0110.c2736	CP185		A03	
A02-0745.c1075	CP273		D02	
K01-0178.c553	CP278		B02	
Q01-0027.c3457	CP159		A06	
A02-0409.c6222	CP138		D02	
D01-0234.c4838	CP335		B05	
G01-0032.c171	CP63		A05	
E02-0180.c3776	CP216		D04	
N02-0101.c2400	CP234		A03	
D01-0189.c1277	CP246		A06	
D01-0201.c3297	CP288		D01	
J01-0103.c5057	CP208		B01	
A1002.c7616	CS14			
A01-0510.c3682	CP363		A01	
A04-0125.c951	CP178		C03	
A03-0323.c5987	CP133		A05	
E02-0016.c3952	CP47		C05	
J01-0143.c1423	CP251		C03	
C01-0070.c5565	CP56		B02	
C01-0344.c7001	CP333		A04	
O01-0058.c564	CP146		A02	
A03-0360.c1807	CP154		D06	
A02-0214.c5887	CP34		C06	
B01-0115.c1996	CP95		A03	
A04-0116.c3344	CP189		A04	
E01-0056.c1258	CP71		B04	
D01-0123.c1398	CP189		D02	
A02-0516.c525	CP152		D05	
A02-0269.c93	CP51		B02	
B01-0062.c6013	CP33		B04	
M04-0194.c3812	CP347		C04	
A1008.c4744	CS15			
A02-0571.c1840	CP228		B03	
J01-0148.c6290	CP247		D03	
A01-0343.c4552	CP225		D05	
G01-0026.c7018	CP38		D03	
Q01-0214.c7503	CP312		B04	
R01-0090.c6750	CP196		C05	
H01-0217.c3478	CP143		B04	
N03-0065.c5322	CP129		A01	
M04-0019.c2835	CP99		A01	
O01-0192.c3605	CP290		C04	
A02-0027.c2338	CP2		A03	
Q01-0149.c4661	CP261		B02	
E01-0181.c5345	CP248		C03	
B01-0109.c2021	CP105		A03	
C01-0366.c6508	CP358		A01	
R02-0175.c7165	CP289		C02	
O01-0022.c7024	CP113		B06	
A02-0331.c1796	CP73		C05	
L01-0322.c463	CP313		A04	
A02-0400.c2749	CP98		C03	
M03-0049.c3095	CP107		C01	
A02-1007.c2229	CP335		D01	
K01-0177.c3991	CP285		B03	
R01-0199.c4854	CP322		D05	
H01-0004.c1667	CP26		C02	
E01-0086.c6640	CP110		B03	
E01-0113.c5207	CP154		C03	
K01-0037.c2972	CP88		D05	
A02-0874.c6016	CP284		C01	
E02-0065.c4140	CP95		C01	
M04-0097.c3040	CP172		D05	
C01-0037.c3482	CP36		B01	
K01-0105.c2988	CP176		C01	
M03-0126.c2647	CP246		C06	
J01-0070.c5082	CP172		D04	
R02-0264.c7652	CP365		B01	
D01-0314.c7492	CP369		B02	
A04-0066.c6695	CP132		D02	
A03-0204.c1993	CP42		C03	
O01-0002.c1185	CP124		C02	
N02-0056.c112	CP140		B02	
A04-0115.c878	CP191		A04	
R01-0185.c1793	CP348		C03	
A01-0117.c6511	CP45		A02	
C01-0221.c7506	CP190		A04	
A01-0095.c6939	CP41		B01	
K01-0137.c5078	CP212		C05	
T01-0023.c6455	CP226		D04	
J01-0246.c146	CP369		D03	
K01-0094.c2004	CP157		B02	
R01-0060.c6097	CP183		C04	
A02-1019.c7099	CP337		B02	
H01-0528.c1568	CP373		A05	
E02-0095.c5005	CP68		A05	
G01-0233.c5162	CP211		B05	
H01-0158.c3851	CP99		D06	
Q01-0107.c3613	CP221		C02	
J01-0174.c2526	CP286		B04	
M04-0134.c4272	CP302		A05	
H01-0300.c5016	CP206		C02	
E02-0224.c6530	CP282		C04	
A02-0380.c384	CP91		A03	
A01-0496.c5044	CP349		A01	
K01-0049.c6814	CP92		C03	
A1093.c5835	CP0.9			
M04-0141.c5891	CP279		C03	
A02-0172.c4471	CP25		A03	
A01-0101.c2962	CP27		A01	
A01-0328.c1065	CP210		A03	
D01-0098.c2347	CP166		A04	
B01-0102.c5511	CP115		C06	
G01-0098.c7515	CP77		A03	
H01-0503.c29	CP350		C01	
Q01-0271.c6321	CP345		B03	
E01-0239.c4775	CP350		A01	
H01-0254.c2523	CP175		B02	
R02-0231.c3987	CP343		D03	
E01-0084.c6583	CP104		C05	
L01-0151.c3153	CP177		A06	
C01-0013.c5751	CP22		D02	
L01-0046.c5455	CP79		C05	
R01-0058.c1498	CP167		B02	
A02-1059.c860	CP346		C06	
A02-0555.c4509	CP232		A01	
B01-0308.c6304	CP367		A02	
J01-0003.c3007	CP57		C05	
A02-0286.c5951	CP59		A04	
H01-0163.c7241	CP105		B02	
B01-0168.c423	CP109		C03	
J01-0220.c3644	CP337		D05	
E02-0151.c804	CP180		C02	
L01-0325.c1267	CP313		B01	
A02-0582.c2638	CP235		A01	
S01-0064.c5013	CP124		C02	
N03-0148.c3763	CP219		C01	
A01-0054.c1658	CP20		B03	
A02-0680.c159	CP254		B03	
C01-0191.c1889	CP195		B03	
M03-0009.c6828	CP84		B06	
A02-0629.c4288	CP239		B05	
A01-0254.c3382	CP144		C03	
C01-0076.c4195	CP78		B05	
B01-0177.c3205	CP190		B03	
S01-0032.c1557	CP129		C01	
R02-0236.c1012	CP352		D04	
A02-0405.c897	CP10		C06	
A01-0119.c5508	CP48		C01	
A03-0308.c7562	CP128		A06	
A04-0063.c3156	CP128		B01	
E02-0069.c2139	CP90		A05	
D01-0320.c6081	CP369		B03	
T01-0033.c3766	CP261		D01	
J01-0116.c6586	CP219		B03	
A02-0735.c6161	CP270		B03	
N02-0269.c3378	CP343		C05	
H01-0349.c5103	CP244		B04	
A1094.c3168	CP0.9			
L01-0129.c4069	CP162		C01	
L01-0212.c7175	CP225		C01	
C01-0335.c3519	CP322		D02	
O01-0012.c7085	CP108		D05	
A03-0047.c2300	CP33		B05	
E02-0168.c3598	CP199		D04	
L01-0294.c7325	CP306		D05	
H01-0098.c7112	CP54		C03	
A02-0588.c2629	CP232		B03	
A03-0235.c2654	CP116		B01	
A02-0682.c3668	CP254		B05	
D01-0010.c3193	CP82		B04	
Q01-0257.c6689	CP336		D01	
H01-0294.c7384	CP199		C04	
A01-0399.c4203	CP276		B02	
A1101.c5712	CP0.9			
A04-0196.c1717	CP232		D03	
A01-0413.c2146	CP286		D06	
N02-0169.c7609	CP255		A05	
M03-0027.c1917	CP102		A02	
C01-0264.c1199	CP240		B01	
A02-0032.c3468	CP7		A05	
D01-0064.c1118	CP89		A02	
A03-0001.c5655	CP12		B03	
M04-0042.c6721	CP130		B03	
R02-0219.c1698	CP303		B02	
A02-0702.c4671	CP263		A02	
H01-0353.c500	CP250		A06	
A02-0461.c3759	CP121		B03	
L01-0163.c7409	CP177		B02	
H01-0139.c1319	CP90		C02	
P01-0030.c7342	CP69		C05	
R02-0158.c4994	CP303		A02	
N03-0039.c4847	CP94		A03	
A03-0092.c5991	CP42		B02	
A02-0722.c2454	CP263		C03	
F01-0020.c1582	CP22		C01	
H01-0144.c3702	CP90		C03	
A02-0899.c5106	CP318		B02	
G01-0217.c2915	CP275		A06	
A02-0715.c3196	CP263		B02	
N03-0118.c1634	CP186		D05	
A02-0707.c147	CP259		B04	
A02-0640.c2294	CP243		B06	
A02-0414.c4800	CP101		A04	
M04-0036.c2143	CP135		D02	
M03-0092.c4206	CP168		B05	
B01-0204.c3281	CP232		D04	
A02-0690.c2438	CP247		A05	
A02-0151 b.c7335	CS24			
A02-0606.c7691	CP217		D02	
Q01-0172.c5068	CP287		B04	
M04-0188.c3357	CP333		D01	
A01-0051.c4331	CP20		A06	
G01-0301.c1101	CP350		C03	
J01-0009.c3089	CP102		B05	
A02-0768.c1124	CP277		B05	
A01-0502.c6005	CP356		A01	
D01-0075.c4929	CP105		C01	
J01-0095.c1578	CP196		D03	
A02-1095.c3444	CP357		B05	
A02-0288.c3909	CP122		B03	
A02-0003 0.c584	CP0.1		C02	
A1048.c3226	CS22			
R01-0022.c6057	CP124		C01	
G01-0327.c4708	CP346		C05	
K01-0062.c1163	CP118		C05	
H01-0063.c1779	CP59		D03	
L01-0326.c2694	CP334		A02	
B01-0085.c4093	CP76		D06	
A02-0366.c1979	CP85		A03	
A02-0155.c6221	CP0.1		B03	
A01-0382.c1437	CP299		A01	
E02-0157.c3305	CP188		D04	
N02-0008.c3681	CP109		C05	
B01-0260.c7183	CP256		C01	
Q01-0264.c3951	CP344		D01	
L01-0008.c3577	CP74		D02	
A02-0931.c7076	CP30		C03	
A02-0001.c7451	CP0.1		C03	
C01-0111.c3169	CP65		C02	
A02-0093.c3394	CP11		A06	
L01-0041.c511	CP93		C03	
A02-0209.c5440	CP33		C06	
H01-0121.c4462	CP82		B05	
L01-0146.c3799	CP186		B05	
A04-0320.c1619	CP339		D06	
A03-0134.c5583	CP64		B04	
N03-0199.c4606	CP230		D03	
A04-0074.c1367	CP143		C05	
Q01-0303.c3413	CP367		B05	
A01-0432.c544	CP30		B05	
A01-0097.c2114	CP41		B03	
Q01-0209.c4096	CP308		D02	
J01-0102.c2727	CP203		B04	
N02-0244.c6839	CP337		C04	
A04-0095.c3891	CP169		A06	
N03-0018.c7651	CP114		D02	
A01-0294.c6188	CP180		D05	
Q01-0136.c6172	CP249		C06	
C01-0031.c123	CP33		D04	
O01-0025.c6204	CP104		A04	
L01-0358.c7073	CP353		A04	
A04-0245.c5851	CP311		B05	
Q01-0224.c7571	CP323		D01	
A01-0227.c2247	CP122		B06	
O01-0168.c2564	CP248		D04	
E02-0223.c2971	CP282		C03	
H01-0266.c6565	CP185		C01	
A01-0268.c4954	CP164		D03	
A02-1006.c4591	CP335		C06	
L01-0185.c2128	CP213		B03	
D01-0108.c932	CP194		B01	
H01-0129.c4261	CP82		C03	
E01-0009.c5171	CP39		C04	
A02-1085.c1166	CP354		A03	
A02-1093.c5586	CP356		A06	
A02-0026.c4711	CP2		A02	
C01-0271.c3416	CP252		D03	
A02-0915.c4603	CP304		B06	
O01-0272.c1677	CP347		B03	
A02-0018.c6512	CP0.3		A03	
C01-0142.c6103	CP117		C04	
Q01-0275.c92	CP345		C01	
G01-0307.c2494	CP373		B05	
Q01-0291.c258	CP362		A05	
H01-0423.c3808	CP30		A02	
O01-0100.c4406	CP167		D03	
G01-0230.c1030	CP211		B04	
C01-0026.c155	CP31		D04	
B01-0230.c1477	CP217		C04	
L01-0241.c2200	CP265		C02	
A02-1028.c535	CP340		A02	
A02-1044.c887	CP342		B06	
N03-0276.c3257	CP369		B02	
Q01-0102.c7186	CP216		B03	
N03-0259.c5081	CP352		B05	
H01-0404.c307	CP289		D06	
A02-0490.c5767	CP141		A05	
A04-0158.c6575	CP265		A06	
N03-0068.c4053	CP123		B05	
O01-0139.c3481	CP212		D02	
A02-0654.c5909	CP248		A01	
O01-0110.c2870	CP203		D03	
H01-0429.c3616	CP305		D01	
A04-0027.c3534	CP89		D05	
R01-0066.c7491	CP183		C05	
Q01-0042.c4900	CP170		D06	
M03-0014.c4403	CP88		C02	
M04-0031.c6843	CP135		D01	
N02-0221.c394	CP299		D04	
L01-0341.c5495	CP348		A06	
E02-0060.c6106	CP105		C02	
A02-0071.c5304	CP7		D04	
O01-0193.c3992	CP290		C05	
H01-0233.c5709	CP161		C03	
A04-0321.c4938	CP340		A01	
T01-0020.c2548	CP222		B06	
N02-0105.c4056	CP179		A01	
A02-1094.c28	CP356		B01	
L01-0155.c5290	CP180		A05	
K01-0207.c2429	CP341		B05	
A1083.c3568	CP0.8			
M04-0045.c6489	CP114		A02	
H01-0438.c1159	CP309		D03	
A03-0260.c5820	CP105		A01	
D01-0199.c3811	CP269		A01	
B01-0171.c913	CP170		A02	
R01-0128.c447	CP240		B03	
A02-1081.c7284	CP351		B03	
A04-0206.c1505	CP278		D01	
A02-0479.c4551	CP132		D01	
A02-0408.c1334	CP10		D01	
A02-0843.c5321	CP288		A05	
A04-0045.c4662	CP111		C05	
B01-0233.c5695	CP201		C03	
L01-0029.c2022	CP84		C04	
C01-0123.c3558	CP78		C01	
A02-0679.c166	CP254		B02	
Q01-0152.c6345	CP271		C06	
N02-0131.c1769	CP199		A04	
A02-1003.c1011	CP334		C02	
E02-0155.c6115	CP188		D02	
A01-0408.c3567	CP284		A01	
O01-0182.c1008	CP297		B03	
Q01-0130.c7561	CP249		B06	
N03-0058.c318	CP139		D05	
Q01-0181.c6082	CP288		C02	
R01-0170.c7420	CP282		D04	
A0218.c1600	CS11			
O01-0111.c6162	CP195		C06	
J01-0185.c5255	CP297		C03	
A02-1015.c1173	CP337		A05	
D01-0218.c1953	CP301		C03	
A02-0107.c2254	CP12		A06	
M03-0041.c3830	CP118		B04	
A02-0220.c7242	CP38		B01	
C01-0116.c6078	CP69		B06	
A04-0167.c5952	CP260		B03	
G01-0189.c4730	CP182		A02	
R02-0093.c1516	CP235		B06	
B01-0064.c3920	CP39		D02	
Q01-0205.c2045	CP308		C04	
J01-0117.c433	CP219		B04	
E01-0017.c412	CP47		B03	
K01-0143.c1464	CP212		C06	
A02-0902.c3381	CP315		C01	
P01-0065.c3179	CP121		A03	
A02-0946.c4894	CP320		C03	
A02-0119.c7066	CP16		C04	
R02-0169.c6250	CP289		B06	
T01-0012.c1219	CP217		A03	
E01-0131.c658	CP179		C02	
A03-0135.c6044	CP50		D02	
A02-0264.c5752	CP49		C03	
A02-0222.c4303	CP37		D02	
R01-0266.c4829	CP366		A03	
A02-0287.c572	CP72		B06	
A02-0139.c2329	CP20		A02	
R02-0173.c1176	CP280		B04	
A01-0174.c3852	CP76		C05	
M03-0029.c1377	CP124		A04	
L01-0051.c5161	CP113		A01	
N03-0084.c5607	CP167		A01	
E01-0062.c7209	CP80		C04	
A02-0719.c4947	CP263		B06	
P01-0093.c4271	CP174		D06	
N03-0032.c2537	CP93		A03	
A01-0361.c5640	CP239		D02	
G01-0065.c6790	CP32		B01	
C01-0005.c5530	CP17		D03	
A01-0357.c1956	CP235		B03	
H01-0136.c4488	CP86		B05	
H01-0496.c4415	CP336		B02	
A04-0036.c57	CP10		B06	
A03-0252.c1513	CP96		A02	
Q01-0028.c6846	CP159		B01	
D01-0047.c5892	CP76		A01	
B01-0220.c4472	CP223		A01	
C01-0162.c7620	CP133		D01	
R02-0132.c7487	CP268		C05	
H01-0303.c1298	CP210		C05	
E01-0103.c2961	CP137		C04	
H01-0380.c3268	CP271		A01	
A02-0375.c5758	CP89		A04	
L01-0022.c5512	CP66		B04	
O01-0056.c2574	CP134		B03	
B01-0207.c5689	CP250		C03	
A02-0537.c3117	CP143		D03	
R01-0173.c3724	CP290		C01	
Q01-0022.c7108	CP159		A01	
N03-0063.c3697	CP135		B03	
C01-0397.c1102	CP371		C05	
A04-0151.c1855	CP270		C04	
N03-0107.c3282	CP176		C06	
E02-0110.c3785	CP126		C02	
C01-0204.c4332	CP172		B04	
J01-0044.c2860	CP140		A06	
A01-0486.c7692	CP342		A02	
K01-0131.c6655	CP212		C04	
M03-0216.c5992	CP364		A04	
S01-0063.c886	CP124		C01	
R01-0109.c1753	CP208		C06	
C01-0294.c306	CP273		B04	
D01-0312.c5350	CP369		B01	
N03-0110.c2090	CP182		C06	
A02-0613.c4155	CP220		B01	
H01-0420.c7341	CP295		C05	
F01-0040.c3718	CP157		C02	
K01-0141.c1581	CP240		D01	
E01-0006.c529	CP36		B04	
G02-0006.c3701	CP32		B02	
T01-0048.c3316	CP238		D06	
R02-0001.c5489	CP163		C04	
A02-0335.c7130	CP77		D01	
E01-0106.c6495	CP142		B01	
C01-0346.c7059	CP350		A03	
J01-0240.c1467	CP359		B04	
A02-0029.c1086	CP5		B02	
K01-0066.c3278	CP125		C05	
A02-0712.c2397	CP263		A05	
A02-0873.c3405	CP288		B03	
D01-0001.c1597	CP66		A01	
A01-0144.c1969	CP57		A05	
H01-0181.c4520	CP121		D01	
E02-0014.c3887	CP41		D02	
G01-0242.c5407	CP124		D05	
G01-0312.c167	CP355		A03	
J01-0217.c4688	CP333		B05	
L01-0363.c4615	CP359		A02	
A03-0041.c1756	CP26		A03	
A03-0026.c6390	CP17		C04	
A0235.c6322	CS13			
A04-0338.c6745	CP363		C06	
G01-0251.c6722	CP233		B02	
Q01-0290.c4587	CP362		A04	
D01-0125.c6928	CP190		D02	
C01-0369.c3055	CP358		A04	
E02-0007.c4672	CP37		B03	
C01-0136.c3244	CP112		D03	
E02-0128.c446	CP149		A03	
H01-0313.c6914	CP1		A06	
A02-0955.c3313	CP324		C06	
C01-0095.c1083	CP96		D02	
A04-0101.c190	CP178		B03	
E02-0131.c2238	CP155		A01	
A02-0395.c840	CP96		B02	
A02-0080.c5097	CP8		A06	
A01-0381.c5777	CP259		C02	
N02-0187.c7111	CP286		C05	
A02-0164.c1358	CP23		B02	
L01-0315.c1348	CP313		A01	
A0245.c5109	CS3			
O01-0242.c7510	CP329		C03	
O01-0097.c1149	CP163		B03	
N03-0176.c7484	CP252		B04	
A03-0200.c3548	CP42		A03	
G01-0031.c6979	CP63		A04	
E02-0240.c4944	CP327		B01	
P01-0091.c4388	CP175		A02	
A02-1086.c2534	CP354		A04	
A02-0359.c3429	CP81		B01	
R01-0016.c3941	CP125		A01	
Q01-0211.c2883	CP312		B01	
A04-0007.c5604	CP72		B04	
K01-0160.c4372	CP265		B04	
N03-0053.c7441	CP130		D04	
F01-0024.c126	CP33		B01	
A02-0524.c545	CP226		B03	
A01-0129.c5450	CP52		B02	
P01-0026.c3022	CP92		A03	
H01-0351.c389	CP250		A04	
O01-0173.c2681	CP247		A03	
A03-0296.c6535	CP111		C06	
A02-0277.c4770	CP58		A03	
H01-0081.c2799	CP47		D06	
A01-0175.c7291	CP78		C06	
G01-0264.c6047	CP233		B04	
O01-0127.c5621	CP212		D01	
C01-0260.c480	CP236		A02	
H01-0226.c4897	CP149		D02	
A03-0286.c4190	CP107		B03	
A03-0121.c5570	CP61		A04	
E02-0104.c4039	CP115		C05	
A04-0316.c68	CP338		D02	
C01-0286.c2886	CP269		A04	
C01-0105.c3494	CP62		B04	
L01-0014.c7641	CP70		D01	
C01-0134.c3200	CP106		B05	
N03-0115.c11	CP172		C06	
A02-1092.c2156	CP356		A05	
A01-0188.c2268	CP87		B02	
A04-0232.c471	CP304		D01	
A02-0237.c5389	CP43		A01	
O01-0258.c2257	CP353		D02	
A02-0371.c710	CP85		A01	
G01-0061.c1623	CP31		C01	
L01-0337.c1374	CP341		D05	
D01-0131.c4432	CP208		A05	
A02-0097.c809	CP11		C01	
A02-0320.c437	CP68		C01	
R01-0054.c3564	CP163		A01	
A02-0748.c610	CP273		D05	
G01-0115.c2481	CP137		B04	
Q01-0002.c1133	CP142		B05	
G01-0096.c5650	CP67		D03	
N03-0243.c534	CP322		B05	
A02-1036.c7320	CP342		A06	
A04-0075.c2808	CP143		C06	
A02-0481.c163	CP132		D05	
M04-0133.c1594	CP279		B05	
A02-0991.c792	CP332		C02	
H01-0472.c154	CP330		C03	
C01-0039.c916	CP40		C02	
A03-0137.c3247	CP52		D04	
A02-0361.c6917	CP83		C04	
N02-0037.c4043	CP83		B04	
G01-0049.c942	CP57		B05	
A01-0520.c3629	CP372		A01	
L01-0352.c6879	CP369		C04	
H01-0345.c3128	CP244		A06	
A03-0153.c2416	CP46		C02	
R02-0121.c5404	CP213		D01	
A02-1115.c7170	CP363		A05	
Q01-0140.c682	CP255		C03	
H01-0488.c3884	CP339		C05	
H01-0474.c2305	CP330		C05	
E01-0233.c4584	CP339		A03	
A1047.c1453	CS23			
A04-0019.c830	CP83		B05	
A03-0068.c7080	CP35		B01	
M03-0128.c908	CP241		B05	
L01-0284.c4968	CP303		C03	
A02-0465.c5131	CP127		C05	
G01-0078.c1136	CP57		B02	
A01-0081.c3114	CP34		A03	
A02-0717.c6000	CP263		B04	
E02-0142.c2169	CP169		C05	
M04-0169.c7225	CP333		D03	
A1049.c673	CP0.6			
R01-0118.c395	CP219		A05	
O01-0101.c78	CP181		A02	
A02-0471.c4231	CP127		C03	
A01-0507.c2394	CP360		B05	
L01-0096.c5029	CP129		D05	
A02-1139.c4046	CP368		C04	
A02-0169.c4306	CP24		C04	
E02-0075.c3727	CP90		A02	
A02-0450.c2910	CP119		B02	
A02-1063.c4541	CP346		D04	
C01-0107.c6289	CP62		B06	
A01-0373.c2577	CP251		B02	
L01-0149.c5774	CP168		A06	
A02-0558.c4805	CP226		B06	
A02-0373.c350	CP89		A05	
A02-0252.c3694	CP47		B05	
A03-0160.c2413	CP71		A02	
Q01-0180.c2811	CP288		C01	
A02-0521.c5421	CP151		D05	
P01-0060.c1434	CP121		A05	
A03-0321.c6355	CP132		A02	
E02-0147.c6240	CP175		C03	
N02-0114.c1739	CP183		B02	
J01-0132.c1529	CP240		D05	
N02-0095.c6422	CP166		D02	
J01-0166.c4978	CP274		D04	
G01-0303.c1674	CP350		C04	
G01-0126.c1070	CP94		B04	
A02-0204.c282	CP32		C06	
E02-0141.c4982	CP170		A01	
A02-0290.c4957	CP60		C03	
M04-0011.c2055	CP103		B04	
R01-0198.c2718	CP322		D04	
Q01-0105.c6445	CP221		B06	
A03-0105.c4788	CP49		D05	
A02-0296.c4315	CP62		A05	
K01-0074.c4760	CP130		D02	
A02-0242.c5942	CP43		A06	
M04-0200.c1943	CP364		B06	
E01-0177.c2313	CP244		D02	
M04-0131.c1226	CP264		B02	
A02-0484.c4816	CP133		C01	
G01-0048.c6853	CP56		D06	
G01-0077.c5395	CP60		D05	
J01-0236.c6969	CP353		C01	
A01-0295.c5725	CP180		D06	
A01-0066.c5560	CP27		B02	
N02-0083.c2244	CP148		B04	
A02-0010.c5110	CP0.2		B02	
O01-0265.c7252	CP353		D04	
D01-0128.c6207	CP228		B06	
Q01-0196.c1890	CP298		A04	
E02-0198.c2724	CP238		B02	
A02-0421.c96	CP106		B04	
A02-0445.c4632	CP117		B03	
T01-0095.c2117	CP332		A02	
K01-0039.c436	CP84		A06	
R02-0161.c6054	CP274		A02	
M03-0162.c3238	CP293		C06	
Q01-0093.c2278	CP210		D05	
L01-0017.c1364	CP70		D03	
M03-0116.c2701	CP212		A06	
R02-0188.c2405	CP316		A06	
H01-0411.c2931	CP289		A01	
B01-0235.c3574	CP193		D05	
A02-0344.c3397	CP77		D02	
R02-0215.c7392	CP323		B05	
H01-0193.c6622	CP126		B01	
K01-0067.c5742	CP125		C04	
L01-0104.c7531	CP139		A06	
C01-0247.c5925	CP224		D03	
A02-0436.c127	CP112		A03	
O01-0211.c2785	CP285		A01	
A03-0120.c1223	CP46		B02	
G01-0324.c2282	CP362		C03	
N02-0019.c2316	CP109		D02	
A01-0167.c4813	CP72		B01	
K01-0185.c5245	CP312		C02	
M03-0182.c459	CP317		A01	
A01-0434.c2697	CP301		A01	
R01-0055.c201	CP186		A06	
A1069.c6845	CP0.7			
D01-0043.c5222	CP130		A06	
A03-0201.c6856	CP42		A04	
A01-0377.c1845	CP254		D02	
A01-0099.c1337	CP41		B05	
A01-0470.c1939	CP326		B02	
H01-0118.c3600	CP76		A03	
N02-0084.c7287	CP170		C04	
A04-0022.c7160	CP86		A02	
J01-0229.c7351	CP347		C06	
J01-0114.c6645	CP219		B01	
A0102.c7272	CS1			
A01-0296.c6132	CP181		D05	
M04-0108.c4881	CP241		A05	
B01-0025.c4145	CP22		B04	
G01-0084.c7036	CP85		C03	
D01-0045.c3090	CP72		D03	
E01-0171.c1743	CP237		D03	
E01-0164.c3329	CP226		D06	
N02-0213.c569	CP305		A04	
L01-0180.c41	CP213		A06	
N02-0108.c5340	CP189		A06	
M04-0157.c443	CP328		B04	
T01-0102.c1458	CP345		C05	
D01-0084.c2830	CP143		B05	
C01-0370.c917	CP358		A05	
H01-0403.c5307	CP289		D05	
B01-0329.c6755	CP309		A05	
D01-0241.c7049	CP347		B05	
M03-0108.c6295	CP212		A04	
J01-0133.c5841	CP240		D06	
D01-0225.c3537	CP287		B03	
N03-0225.c4362	CP292		D06	
A02-0191.c5000	CP30		C03	
Q01-0047.c1746	CP174		A05	
K01-0126.c6690	CP224		C04	
M03-0064.c7033	CP146		B04	
A01-0334.c5764	CP1		D04	
A02-0168.c3254	CP24		C02	
L01-0330.c6038	CP341		D02	
G01-0175.c6450	CP154		A05	
H01-0430.c2567	CP30		A06	
E02-0164.c1474	CP195		B01	
T01-0001.c303	CP201		B02	
C01-0053.c2179	CP49		B01	
H01-0218.c6869	CP149		C02	
A03-0184.c883	CP81		B03	
R02-0125.c3045	CP190		C03	
G01-0245.c4122	CP124		D06	
H01-0202.c1180	CP132		C06	
N03-0055.c1822	CP119		C05	
J01-0077.c2381	CP177		C01	
A02-0006.c2497	CP0.2		A05	
M03-0152.c6953	CP293		C05	
M04-0037.c4431	CP124		D02	
H01-0268.c4735	CP185		C03	
T01-0040.c893	CP250		B04	
Q01-0016.c4916	CP155		B01	
D01-0134.c1554	CP228		C02	
K01-0104.c556	CP168		D02	
M03-0050.c2482	CP107		B04	
N03-0120.c2040	CP167		A04	
M04-0122.c3004	CP264		A06	
A03-0138.c7625	CP48		C04	
A1027.c528	CS18			
N03-0088.c7642	CP151		B04	
A04-0304.c6110	CP326		A04	
M03-0103.c1419	CP224		B02	
A04-0176.c6896	CP232		D02	
A02-0213.c3835	CP34		B06	
A03-0234.c1264	CP78		D02	
A02-0739.c94	CP273		A03	
O01-0119.c6307	CP187		A04	
N03-0241.c427	CP318		C04	
N02-0104.c7425	CP183		A06	
J01-0140.c4913	CP249		A01	
A01-0320.c2478	CP201		D01	
A02-0219.c3647	CP36		D02	
K01-0170.c3021	CP261		B05	
K01-0197.c2682	CP314		B03	
C01-0373.c4410	CP363		D03	
R02-0143.c6956	CP260		A04	
L01-0092.c6795	CP123		B01	
A01-0136.c5250	CP54		B02	
