Sample ID	type	category	Location	Sample Composite Start	Assay Target 1 Result (CN/L)	Assay Target 2 Result (CN/L)	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev
A02-0341	higher ed dorm	upstream	OaklandE-02	02/09/2022 09:00 AM	0	0		48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0376	not institution specific	upstream	NorthHighSt-02 (MUB)	02/28/2022 09:00 AM	0	0		48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
L01-0064	not institution specific	wwtp	WestUnionWWTP-01	03/27/2022 09:10 AM	3005.61258103698	0	0.331	24-hr time-weighted composite	West Union	26456		-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0179	not institution specific	upstream	NorthHighSt-02 (MUB)	10/18/2021 09:49 AM	0	0		48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
C01-0130	not institution specific	wwtp	WheelingWWTP-01	03/20/2022 07:00 AM	10024.7389264405	3341.31341893226	7.407	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
H01-0040	not institution specific	wwtp	MoundsvilleWWTP-01	11/14/2021 08:00 AM	28770.02668	49332.14799	1.7	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
E02-0062	not institution specific	wwtp	AthensWWTP-01	03/15/2022 08:00 AM	13762.9959359765	6880.93313947319	0.153	24-hr time-weighted composite	Athens	24740		-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
G01-0031	not institution specific	wwtp	KeyserWWTP-01	01/15/2022 09:00 AM	824926.0497	321164.5174	0.896	24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A0047	not institution specific	wwtp	StarCityWWTP-01	12/23/2020 12:00 PM	53163	79761	9.563	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
K01-0052	not institution specific	wwtp	ParkersburgWWTP-01	03/23/2022 06:21 AM	35253.0137076974	21690.6550526619	7.607	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
K01-0048	not institution specific	wwtp	ParkersburgWWTP-01	03/07/2022 06:20 AM	14630.1659010351	7314.44433331489	12.736	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A03-0180	k12	upstream	MorgantownHS-01	01/19/2022 06:00 AM	0	0		8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0166	not institution specific	wwtp	StarCityWWTP-01	01/31/2022 12:00 AM	548522.383	548522.383	8.2	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0174	higher ed dorm	upstream	HonorsSummit-01 (MUB)	10/16/2021 09:00 AM	2306.166552	4612.545893		48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A03-0168	k12	upstream	MorgantownHS-01	01/12/2022 06:00 AM	52238.90416	67176.27414		8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0419	higher ed dorm	upstream	HonorsSummit-01 (MUB)	03/26/2022 09:00 AM	0	3125.99404715001		48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A03-0200	k12	upstream	NorthES-01	11/15/2021 06:00 AM	7958.182152	10611.24539		8-hr time-weighted composite	North Elementary	26505		-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
H01-0075	not institution specific	wwtp	MoundsvilleWWTP-01	01/15/2022 08:00 AM	1472859.135	1038868.55		24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A1085	not institution specific	wwtp	StarCityWWTP-01	07/05/2021 12:00 AM	0	0	6.52	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
E02-0022	not institution specific	wwtp	AthensWWTP-01	12/15/2021 08:00 AM	39823.68037	26544.91659	0.107	24-hr time-weighted composite	Athens	24740		-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
E01-0022	not institution specific	wwtp	PrincetonWWTP-01	12/14/2021 07:40 AM	91314.74733	40559.77508	1.985	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
B01-0003	not institution specific	wwtp	CharlestonWWTP-01	09/21/2021 07:00 AM	15182.38552	7590.328939		24-hr flow-weighted composite	Charleston	25312		-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0080	not institution specific	wwtp	StarCityWWTP-01	11/03/2021 12:00 AM	66937.5	65025	7.552	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
J01-0019	not institution specific	wwtp	AlpineLakeWWTP-01	03/31/2022 07:30 AM	0	0	0.279	24-hr time-weighted composite	Alpine Lake	26764		-79.50179	39.45709	1500	Preston	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
M04-0019	not institution specific	wwtp	FarmingtonWWTP-01	03/08/2022 12:30 PM	0	0	0.112	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
H01-0032	not institution specific	wwtp	MoundsvilleWWTP-01	11/09/2021 08:00 AM	46537.5	31662.5		24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0194	not institution specific	wwtp	StarCityWWTP-01	03/07/2022 12:00 AM	89798.12756	92794.71695	11.9	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A03-0109	k12	upstream	MountainviewES-01	10/29/2021 06:00 AM	0	0		8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
H01-0078	not institution specific	wwtp	MoundsvilleWWTP-01	11/30/2021 08:00 AM	80767.83612	111095.9508	1.2	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
B01-0084	not institution specific	wwtp	CharlestonWWTP-01	02/15/2022 07:00 AM	284952.0108	313270.7459	8.365	24-hr flow-weighted composite	Charleston	25312		-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0013	higher ed dorm	upstream	CollegePark-02	08/10/2021 09:00 AM	13486.7835	11238.48063		48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A1027	not institution specific	wwtp	StarCityWWTP-01	04/12/2021 12:00 PM	9336	4656	11.895	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
I01-0003	not institution specific	wwtp	WarmSpringsWWTP-01	10/27/2021 07:00 AM	105735.9129	102475.8196		24-hr flow-weighted composite	Warm Springs	25411		-78.22662	39.62802	3255	Morgan	1.8	Complete	paused	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
C01-0122	not institution specific	wwtp	WheelingWWTP-01	02/06/2022 07:00 AM	145604.4844	109899.4486	15.66	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
G01-0052	not institution specific	wwtp	KeyserWWTP-01	10/12/2021 09:00 AM	82535.56371	55681.60415		24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A1089	not institution specific	wwtp	StarCityWWTP-01	07/11/2021 12:00 AM	0	0	8.458	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
C01-0050	not institution specific	wwtp	WheelingWWTP-01	12/01/2021 07:00 AM	2746.061403	2746.061403	6.108	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0093	higher ed dorm	upstream	HonorsSummit-01 (MUB)	09/08/2021 09:30 AM	71562.8013	55890.92731		48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
N03-0044	not institution specific	wwtp	SalemWWTP-01	02/21/2022 09:30 AM	149303.4062	87761.10962	0.59848	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0090	not institution specific	wwtp	StarCityWWTP-01	11/15/2021 12:00 AM	39665.05826	28640.67182	9.758	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A03-0104	k12	upstream	SuncrestES-01	10/25/2021 06:00 AM	5760.671161	2880.236576		8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0175	not institution specific	upstream	NorthHighSt-02 (MUB)	10/16/2021 09:00 AM	2460.750965	19692.79416		48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
H01-0117	not institution specific	wwtp	MoundsvilleWWTP-01	02/02/2022 08:00 AM	442951.228	451407.1441	2.6	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A1028	not institution specific	wwtp	StarCityWWTP-01	04/13/2021 12:00 PM	13152	26304	10.693	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
L01-0035	not institution specific	wwtp	WestUnionWWTP-01	02/15/2022 09:00 AM	633710.0065	516999.7877	0.26461	24-hr time-weighted composite	West Union	26456		-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A1044	not institution specific	wwtp	StarCityWWTP-01	05/05/2021 12:00 AM	4800	4800	12.711	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
H01-0123	not institution specific	wwtp	MoundsvilleWWTP-01	02/08/2022 08:00 AM	69889.62963	80253.56188	2.1	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A03-0272	k12	upstream	SuncrestES-01	03/30/2022 06:00 AM	10810.3591203689	2702.32859998941		8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A03-0238	k12	upstream	NorthES-01	02/09/2022 06:00 AM	0	0		8-hr time-weighted composite	North Elementary	26505		-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0189	not institution specific	wwtp	StarCityWWTP-01	02/28/2022 12:00 AM	58818.37919	11022.16026	10.7	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
P01-0017	not institution specific	wwtp	StMarysWWTP-01	02/04/2022 11:05 AM	74177.70579	120949.6263	0.658	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0187	not institution specific	wwtp	StarCityWWTP-01	02/26/2022 12:00 AM	75218.96079	72937.61417	12.1	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
P01-0047	not institution specific	wwtp	StMarysWWTP-01	03/25/2022 12:55 PM	7506.36074692012	0	0.259	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A1000	not institution specific	wwtp	StarCityWWTP-01	03/07/2021 12:00 PM	0	20490	9.116	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0183	not institution specific	wwtp	StarCityWWTP-01	02/22/2022 12:00 AM	192985.5448	182089.4507	10	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
E01-0085	not institution specific	wwtp	PrincetonWWTP-01	03/23/2022 09:20 AM	69234.0420931577	9434.27441641687	2.062	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
L01-0063	not institution specific	wwtp	WestUnionWWTP-01	03/23/2022 09:00 AM	14158.90250355	16991.256326437	0.403	24-hr time-weighted composite	West Union	26456		-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
G01-0083	not institution specific	wwtp	KeyserWWTP-01	02/06/2022 12:00 AM	62769.37589	49546.95694	1.358	24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
B01-0033	not institution specific	wwtp	CharlestonWWTP-01	12/13/2021 07:00 AM	0	0	7.429	24-hr flow-weighted composite	Charleston	25312		-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
E02-0093	not institution specific	wwtp	AthensWWTP-01	01/21/2022 08:00 AM	2007543.304	2147456.61	0.173	24-hr time-weighted composite	Athens	24740		-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0218	higher ed dorm	upstream	CollegePark-02	11/10/2021 10:25 AM	20996.05329	37805.6027		48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
K01-0019	not institution specific	wwtp	ParkersburgWWTP-01	01/17/2022 06:20 AM	1136615.446	1221850.634	5.092	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
H01-0101	not institution specific	wwtp	MoundsvilleWWTP-01	01/17/2022 08:00 AM	227071.3574	223621.6906	1.7	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0131	higher ed dorm	upstream	HonorsSummit-01 (MUB)	09/27/2021 09:59 AM	0	0		48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
