Sample ID	type	category	Location	Sample Composite Start	Assay Target 1 Result (CN/L)	Assay Target 2 Result (CN/L)	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	latlong	population_served	counties_served	capacity_mgd	Status: WaTCH	status
P01-0004	not institution specific	wwtp	StMarysWWTP-01	2/9/22 11:39	178015.3638	142891.8806		24-hr time-weighted composite	Saint Marys	26170	-81.20511,39.39125	2892	Pleasants	0.525	Complete	active
A02-0120	higher ed dorm	upstream	OaklandE-02	9/20/21 9:33	42351.95488	24696.58732		48-hr time-weighted composite	Oakland Hall (WVU Morgantown)	26505	-79.9622118,39.6511596	862	Monongalia	-1	Complete	active
B01-0003	not institution specific	wwtp	CharlestonWWTP-01	9/21/21 7:00	15182.38552	7590.328939		24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
A1005	not institution specific	wwtp	StarCityWWTP-01	3/14/21 5:30	0	0	8.712	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
E02-0090	not institution specific	wwtp	AthensWWTP-01	2/2/22 8:00	757271.3828	921538.6677	0.143	24-hr time-weighted composite	Athens	24740	-81.01598,37.42163	2391	Mercer	0.5	Complete	active
G01-0064	not institution specific	wwtp	KeyserWWTP-01	10/30/21 9:00	10424.62979	13900.47237		24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
K01-0009	not institution specific	wwtp	ParkersburgWWTP-01	2/15/22 6:27	175341.7119	65237.6765	5.839	24-hr flow-weighted composite	Parkersburg	26101	-81.55739,39.28171	48050	Wood	15.5	Complete	active
G01-0033	not institution specific	wwtp	KeyserWWTP-01	1/4/22 9:00	9509.192761	9509.192761	1.217	24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
A03-0151	k12	upstream	SuncrestES-01	12/17/21 6:00	2571.983803	0		8-hr time-weighted composite	Suncrest Elementary	26505	-79.97825,39.67137	515	Monongalia	-1	Complete	active
C01-0107	not institution specific	wwtp	WheelingWWTP-01	1/16/22 7:00	130034.2347	132241.6864	7.19	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
A01-0176	not institution specific	wwtp	StarCityWWTP-01	2/12/22 0:00	154262.3457	166966.7405	9.6	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A02-0095	higher ed dorm	upstream	CollegePark-02	9/8/21 9:51	3875.368033	7751.337066		48-hr time-weighted composite	College Park (WVU Morgantown)	26505	-79.9458019,39.6362083	567	Monongalia	-1	Complete	active
A02-0178	higher ed dorm	upstream	HonorsSummit-01 (MUB)	10/18/21 9:49	0	0		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
A03-0011	k12	upstream	MorgantownHS-01	9/20/21 6:00	67750.71919	97449.48983		8-hr time-weighted composite	Morgantown High	26501	-79.95736,39.62542	1851	Monongalia	-1	Complete	active
J01-0005	not institution specific	wwtp	AlpineLakeWWTP-01	12/24/21 9:00	11623.59221	0	0.121	24-hr time-weighted composite	Alpine Lake	26764	-79.50179,39.45709	1500	Preston	-1	Complete	paused
D01-0022	not institution specific	wwtp	CharlesTownWWTP-01	12/12/21 7:30	451446.3848	248272.6416	1.35	24-hr flow-weighted composite	Charles Town	25414	-77.85589,39.27924	17000	Jefferson	2.25	Complete	active
A0239	not institution specific	wwtp	StarCityWWTP-01	2/10/21 12:00	86880	106950	8.969	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A04-0004	not institution specific	wwtp	CheatLakeWWTP-01	1/28/22 9:00	818138.3228	701702.857	0.594	24-hr time-weighted composite	Cheat Lake	26508	-79.857,39.67712	2000	Monongalia	0.75	Complete	active
G01-0038	not institution specific	wwtp	KeyserWWTP-01	1/3/22 9:00	0	14326.36036	1.573	24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
A02-0198	higher ed dorm	upstream	CollegePark-02	10/27/21 10:26	1636.500619	13095.00553		48-hr time-weighted composite	College Park (WVU Morgantown)	26505	-79.9458019,39.6362083	567	Monongalia	-1	Complete	active
A03-0010	k12	upstream	BrookhavenES-01	9/20/21 6:00	2144.910013	2144.910013		8-hr time-weighted composite	Brookhaven Elementary	26508	-79.90501,39.61021	579	Monongalia	-1	Complete	inactive
A04-0011	not institution specific	wwtp	CheatLakeWWTP-01	2/8/22 9:00	207398.8473	69018.97408	0.798	24-hr time-weighted composite	Cheat Lake	26508	-79.857,39.67712	2000	Monongalia	0.75	Complete	active
A03-0152	k12	upstream	MorgantownHS-01	12/22/21 6:00	0	0		8-hr time-weighted composite	Morgantown High	26501	-79.95736,39.62542	1851	Monongalia	-1	Complete	active
A02-0259	higher ed dorm	upstream	CollegePark-02	12/11/21 9:00	99720.37241	72187.59835		48-hr time-weighted composite	College Park (WVU Morgantown)	26505	-79.9458019,39.6362083	567	Monongalia	-1	Complete	active
A01-0075	not institution specific	wwtp	StarCityWWTP-01	10/28/21 0:00	32030.75364	27100.27248	7.845	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A1099	not institution specific	wwtp	StarCityWWTP-01	7/25/21 0:00	11613.75	15485	6.52	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A03-0131	k12	upstream	SuncrestES-01	12/6/21 6:00	0	2453.203923		8-hr time-weighted composite	Suncrest Elementary	26505	-79.97825,39.67137	515	Monongalia	-1	Complete	active
A03-0113	k12	upstream	SuncrestES-01	12/1/21 6:00	0	0		8-hr time-weighted composite	Suncrest Elementary	26505	-79.97825,39.67137	515	Monongalia	-1	Complete	active
B01-0086	not institution specific	wwtp	CharlestonWWTP-01	1/24/22 7:00	486566.5895	607168.6721	11.696	24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
C01-0014	not institution specific	wwtp	WheelingWWTP-01	10/4/21 7:00	33300.72403	49245.28658	8.81	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
A02-0251	higher ed dorm	upstream	HonorsSummit-01 (MUB)	12/8/21 9:00	0	2448.188416		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
A03-0174	k12	upstream	MountainviewES-01	2/9/22 6:00	20908.83896	4180.93313		8-hr time-weighted composite	Mountainview Elementary	26501	-79.94331,39.61036	726	Monongalia	-1	Complete	active
A03-0184	k12	upstream	MorgantownHS-01	2/9/22 6:00	0	4993.062308		8-hr time-weighted composite	Morgantown High	26501	-79.95736,39.62542	1851	Monongalia	-1	Complete	active
C01-0015	not institution specific	wwtp	WheelingWWTP-01	10/5/21 7:00	17373.37075	31861.46006	5.913	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
A02-0151 b	not institution specific	upstream	NorthHighSt-02 (MUB)	8/9/21 9:00	32328	16164	11.463	48-hr time-weighted composite	North High Street (WVU Morgantown)	26505	-79.9532029,39.6331164	-1	Monongalia	-1	Complete	active
L01-0027	not institution specific	wwtp	WestUnionWWTP-01	2/16/22 9:00	64258.51867	23662.73046	0.53129	24-hr time-weighted composite	West Union	26456	-80.77899,39.29906	564	Doddridge	0.2	Complete	active
C01-0074	not institution specific	wwtp	WheelingWWTP-01	1/4/22 7:00	52361.66306	11214.85066	11.407	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
C01-0116	not institution specific	wwtp	WheelingWWTP-01	1/27/22 7:00	353611.359	362717.6517	6.484	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
D01-0041	not institution specific	wwtp	CharlesTownWWTP-01	2/21/22 7:35	164612.6711	64336.67734		24-hr flow-weighted composite	Charles Town	25414	-77.85589,39.27924	17000	Jefferson	2.25	Complete	active
G01-0079	not institution specific	wwtp	KeyserWWTP-01	12/24/21 9:00	28188.61004	34455.32084	0.574	24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
E02-0096	not institution specific	wwtp	AthensWWTP-01	1/26/22 8:00	1377259.233	647494.4723	0.131	24-hr time-weighted composite	Athens	24740	-81.01598,37.42163	2391	Mercer	0.5	Complete	active
A02-0291	not institution specific	upstream	NorthHighSt-02 (MUB)	1/12/22 9:00	717697.1698	74339.29771		48-hr time-weighted composite	North High Street (WVU Morgantown)	26505	-79.9532029,39.6331164	-1	Monongalia	-1	Complete	active
A01-0156	not institution specific	wwtp	StarCityWWTP-01	1/19/22 0:00	441672.83	488711.8506	16.9	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A03-0162	k12	upstream	MountainviewES-01	1/26/22 6:00	69611.25411	23190.90754		8-hr time-weighted composite	Mountainview Elementary	26501	-79.94331,39.61036	726	Monongalia	-1	Complete	active
E02-0078	not institution specific	wwtp	AthensWWTP-01	2/14/22 8:00	24839753.04	25995238.95	0.112	24-hr time-weighted composite	Athens	24740	-81.01598,37.42163	2391	Mercer	0.5	Complete	active
A03-0158	k12	upstream	MountainviewES-01	12/13/21 6:00	333480.565	293221.8987		8-hr time-weighted composite	Mountainview Elementary	26501	-79.94331,39.61036	726	Monongalia	-1	Complete	active
O01-0047	not institution specific	wwtp	GraftonWWTP-01	2/16/22 7:50	11875.3762	11875.3762	1.49	24-hr flow-weighted composite	Grafton	26354	-80.01837,39.33877	6071	Taylor	2.3	Complete	active
A03-0189	k12	upstream	NorthES-01	1/21/22 6:00	0	0		8-hr time-weighted composite	North Elementary	26505	-79.95674,39.66064	688	Monongalia	-1	Complete	active
E02-0025	not institution specific	wwtp	AthensWWTP-01	12/20/21 8:00	2558.793942	5117.743956	0.119	24-hr time-weighted composite	Athens	24740	-81.01598,37.42163	2391	Mercer	0.5	Complete	active
B01-0052	not institution specific	wwtp	CharlestonWWTP-01	11/7/21 7:00	4462.5	2125		24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
A01-0063	not institution specific	wwtp	StarCityWWTP-01	10/14/21 0:00	49627.80446	17358.52875	6.95	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
B01-0074	not institution specific	wwtp	CharlestonWWTP-01	11/10/21 7:00	21098.16015	25056.04804		24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
A02-0215	higher ed dorm	upstream	CollegePark-02	11/8/21 10:25	0	0		48-hr time-weighted composite	College Park (WVU Morgantown)	26505	-79.9458019,39.6362083	567	Monongalia	-1	Complete	active
A01-0172	not institution specific	wwtp	StarCityWWTP-01	2/7/22 0:00	181249.9881	157434.7794	11.9	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A1023	not institution specific	wwtp	StarCityWWTP-01	4/6/21 12:00	32580	26040	9.043	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
P01-0005	not institution specific	wwtp	StMarysWWTP-01	1/28/22 9:56	1022680.65	1009132.376	0.232	24-hr time-weighted composite	Saint Marys	26170	-81.20511,39.39125	2892	Pleasants	0.525	Complete	active
G01-0022	not institution specific	wwtp	KeyserWWTP-01	11/17/21 9:00	190421.7839	145912.5835		24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
A01-0054	not institution specific	wwtp	StarCityWWTP-01	10/3/21 0:00	131702.3009	115915.8504	8.385	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A0217	not institution specific	wwtp	StarCityWWTP-01	1/11/21 0:00	129270	142680	7.54	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A02-0093	higher ed dorm	upstream	HonorsSummit-01 (MUB)	9/8/21 9:30	71562.8013	55890.92731		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
A02-0139	not institution specific	upstream	Evansdale-01	10/2/21 9:00	0	0		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
I01-0047	not institution specific	wwtp	WarmSpringsWWTP-01	11/30/21 7:30	13944.09461	13944.09461	0.38	24-hr flow-weighted composite	Warm Springs	25411	-78.22662,39.62802	3255	Morgan	1.8	Complete	paused
A02-0332	not institution specific	upstream	NorthHighSt-02 (MUB)	2/5/22 9:00	41142.91169	48861.70104		48-hr time-weighted composite	North High Street (WVU Morgantown)	26505	-79.9532029,39.6331164	-1	Monongalia	-1	Complete	active
A02-0292	higher ed dorm	upstream	OaklandE-02	1/15/22 9:00	661905.3626	117589.0665		48-hr time-weighted composite	Oakland Hall (WVU Morgantown)	26505	-79.9622118,39.6511596	862	Monongalia	-1	Complete	active
C01-0028	not institution specific	wwtp	WheelingWWTP-01	10/26/21 7:00	24119.63388	1854.530703		24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
A01-0015	not institution specific	wwtp	StarCityWWTP-01	8/25/21 0:00	438414.6786	180041.0271	8.915	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A1056	not institution specific	wwtp	StarCityWWTP-01	5/25/21 0:00	0	0	7.095	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
H01-0128	not institution specific	wwtp	MoundsvilleWWTP-01	2/14/22 8:00	18705.2412	18705.2412		24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
E02-0003	not institution specific	wwtp	AthensWWTP-01	11/4/21 8:00	1700	1700		24-hr time-weighted composite	Athens	24740	-81.01598,37.42163	2391	Mercer	0.5	Complete	active
H01-0095	not institution specific	wwtp	MoundsvilleWWTP-01	12/17/21 8:00	9285.867848	15477.58916		24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
A0213	not institution specific	wwtp	StarCityWWTP-01	1/5/21 0:00	59112	36936	11.421	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A1018	not institution specific	wwtp	StarCityWWTP-01	3/30/21 12:00	11370	17070	10.313	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A01-0053	not institution specific	wwtp	StarCityWWTP-01	10/2/21 0:00	195434.0112	169583.6031	7.465	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A0220	not institution specific	wwtp	StarCityWWTP-01	1/14/21 0:00	43776	52536	7.173	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A01-0175	not institution specific	wwtp	StarCityWWTP-01	2/11/22 0:00	104717.7288	102739.4955	9.9	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A02-0141	not institution specific	upstream	NorthHighSt-02 (MUB)	10/2/21 9:56	1602.238966	4807.045422		48-hr time-weighted composite	North High Street (WVU Morgantown)	26505	-79.9532029,39.6331164	-1	Monongalia	-1	Complete	active
I01-0048	not institution specific	wwtp	WarmSpringsWWTP-01	11/15/21 7:00	0	0	0.638	24-hr flow-weighted composite	Warm Springs	25411	-78.22662,39.62802	3255	Morgan	1.8	Complete	paused
K01-0011	not institution specific	wwtp	ParkersburgWWTP-01	12/29/21 6:30	19753.06179	16930.62644	8.569	24-hr flow-weighted composite	Parkersburg	26101	-81.55739,39.28171	48050	Wood	15.5	Complete	active
A02-0205	higher ed dorm	upstream	OaklandE-02	11/1/21 10:38	74938.28177	58716.3645		48-hr time-weighted composite	Oakland Hall (WVU Morgantown)	26505	-79.9622118,39.6511596	862	Monongalia	-1	Complete	active
A1053	not institution specific	wwtp	StarCityWWTP-01	5/20/21 0:00	4346.25	4346.25	6.831	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A02-0303	higher ed dorm	upstream	CollegePark-02	1/22/22 9:00	998340.3289	1140921.257		48-hr time-weighted composite	College Park (WVU Morgantown)	26505	-79.9458019,39.6362083	567	Monongalia	-1	Complete	active
C01-0019	not institution specific	wwtp	WheelingWWTP-01	10/12/21 7:00	27241.59449	25294.78163		24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
B01-0060	not institution specific	wwtp	CharlestonWWTP-01	11/29/21 7:00	17496.04102	8747.107442	7.226	24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
A02-0236	higher ed dorm	upstream	CollegePark-02	11/27/21 9:00	3700.654507	0		48-hr time-weighted composite	College Park (WVU Morgantown)	26505	-79.9458019,39.6362083	567	Monongalia	-1	Complete	active
A02-0160	not institution specific	upstream	Evansdale-01	10/4/21 10:00	6427.279748	22502.59772		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
E01-0066	not institution specific	wwtp	PrincetonWWTP-01	2/17/22 10:15	361946.1554	361946.1554	2.907	24-hr time-weighted composite	Princeton	24740	-81.07993,37.38036	36000	Mercer	4.9	Complete	active
A02-0103	higher ed dorm	upstream	CollegePark-02	9/11/21 9:00	7333.528586	1833.180599		48-hr time-weighted composite	College Park (WVU Morgantown)	26505	-79.9458019,39.6362083	567	Monongalia	-1	Complete	active
A03-0001	k12	upstream	SuncrestES-01	9/13/21 6:00	0	0		8-hr time-weighted composite	Suncrest Elementary	26505	-79.97825,39.67137	515	Monongalia	-1	Complete	active
G01-0058	not institution specific	wwtp	KeyserWWTP-01	10/18/21 9:00	212287.5	212287.5		24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
A1007	not institution specific	wwtp	StarCityWWTP-01	3/16/21 12:01	0	0	8.66	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
H01-0104	not institution specific	wwtp	MoundsvilleWWTP-01	1/20/22 8:00	614581.5325	662232.4705	2.2	24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
A01-0050	not institution specific	wwtp	StarCityWWTP-01	9/27/21 0:00	51619.2168	56317.21377	7.004	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
L01-0011	not institution specific	wwtp	WestUnionWWTP-01	1/28/22 9:10	2941534.767	3049844.041	0.274	24-hr time-weighted composite	West Union	26456	-80.77899,39.29906	564	Doddridge	0.2	Complete	active
A1006	not institution specific	wwtp	StarCityWWTP-01	3/15/21 12:01	0	0	8.658	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A02-0341	higher ed dorm	upstream	OaklandE-02	2/9/22 9:00	0	0		48-hr time-weighted composite	Oakland Hall (WVU Morgantown)	26505	-79.9622118,39.6511596	862	Monongalia	-1	Complete	active
B01-0066	not institution specific	wwtp	CharlestonWWTP-01	10/27/21 7:00	6800	6800		24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
