Sample ID	type	category	Location	Sample Composite Start	Assay Target 1 Result (CN/L)	Assay Target 2 Result (CN/L)	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	latlong	population_served	counties_served	capacity_mgd	Status: WaTCH	status
A03-0236	k12	upstream	SuncrestES-01	2/7/22 6:00	2279.981794	2279.981794		8-hr time-weighted composite	Suncrest Elementary	26505	-79.97825,39.67137	515	Monongalia	-1	Complete	active
A02-0296	not institution specific	upstream	Evansdale-01	1/15/22 9:00	0	0		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
A02-0125	higher ed dorm	upstream	HonorsSummit-01 (MUB)	9/22/21 10:04	2338573.751	2526592.445		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
A0243	not institution specific	wwtp	StarCityWWTP-01	2/16/21 12:00	13800	4590	12.183	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A02-0149	higher ed dorm	upstream	HonorsSummit-01 (MUB)	10/6/21 9:37	7910.839841	55414.56968		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
E01-0061	not institution specific	wwtp	PrincetonWWTP-01	2/9/22 9:40	398846.122	291090.5671	3.136	24-hr time-weighted composite	Princeton	24740	-81.07993,37.38036	36000	Mercer	4.9	Complete	active
A01-0148	not institution specific	wwtp	StarCityWWTP-01	1/9/22 0:00	84674.75921	106986.0546	15.4	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
E01-0026	not institution specific	wwtp	PrincetonWWTP-01	1/12/22 11:50	620401.1178	364037.5328	4.952	24-hr time-weighted composite	Princeton	24740	-81.07993,37.38036	36000	Mercer	4.9	Complete	active
A02-0284	higher ed dorm	upstream	CollegePark-02	1/10/22 9:00	26046.30891	42333.47252		48-hr time-weighted composite	College Park (WVU Morgantown)	26505	-79.9458019,39.6362083	567	Monongalia	-1	Complete	active
A01-0014	not institution specific	wwtp	StarCityWWTP-01	8/24/21 0:00	123142.5661	159446.6895	9.811	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
H01-0111	not institution specific	wwtp	MoundsvilleWWTP-01	1/27/22 8:00	668831.9778	641575.5451	1.8	24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
K01-0040	not institution specific	wwtp	ParkersburgWWTP-01	1/12/22 6:34	210197.7807	214729.7439	6.465	24-hr flow-weighted composite	Parkersburg	26101	-81.55739,39.28171	48050	Wood	15.5	Complete	active
G01-0005	not institution specific	wwtp	KeyserWWTP-01	10/10/21 9:00	290704.2825	296401.18		24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
A1074	not institution specific	wwtp	StarCityWWTP-01	6/20/21 0:00	0	10853.75	7.122	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
G01-0093	not institution specific	wwtp	KeyserWWTP-01	2/7/22 9:00	189932.8038	221672.1064	1.171	24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
A02-0217	higher ed dorm	upstream	HonorsSummit-01 (MUB)	11/10/21 9:58	4636.06853	17003.12242		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
F01-0020	not institution specific	wwtp	WestonWWTP-01	10/6/21 10:00	81696.76632	98373.60024		24-hr time-weighted composite	Weston	26452	-80.45991,39.06224	10364	Lewis	2.5	Complete	paused
A0236	not institution specific	wwtp	StarCityWWTP-01	2/7/21 12:00	6090	48690	10.415	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
K01-0005	not institution specific	wwtp	ParkersburgWWTP-01	1/24/22 6:30	620960.952	534033.8606	6.027	24-hr flow-weighted composite	Parkersburg	26101	-81.55739,39.28171	48050	Wood	15.5	Complete	active
A03-0024	k12	upstream	NorthES-01	9/22/21 6:00	0	0		8-hr time-weighted composite	North Elementary	26505	-79.95674,39.66064	688	Monongalia	-1	Complete	active
A02-0354	higher ed dorm	upstream	HonorsSummit-01 (MUB)	2/19/22 9:00	14260.55253	4752.978338		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
H01-0108	not institution specific	wwtp	MoundsvilleWWTP-01	1/24/22 8:00	408554.8872	488854.714	1.8	24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
A01-0090	not institution specific	wwtp	StarCityWWTP-01	11/15/21 0:00	39665.05826	28640.67182	9.758	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
E01-0010	not institution specific	wwtp	PrincetonWWTP-01	11/17/21 8:00	71343.69358	71343.69358	1.853	24-hr time-weighted composite	Princeton	24740	-81.07993,37.38036	36000	Mercer	4.9	Complete	active
E01-0005	not institution specific	wwtp	PrincetonWWTP-01	11/3/21 8:00	36041.60815	43771.5739		24-hr time-weighted composite	Princeton	24740	-81.07993,37.38036	36000	Mercer	4.9	Complete	active
A02-0173	higher ed dorm	upstream	CollegePark-02	10/13/21 10:28	15503.87613	9301.172569		48-hr time-weighted composite	College Park (WVU Morgantown)	26505	-79.9458019,39.6362083	567	Monongalia	-1	Complete	active
A01-0030	not institution specific	wwtp	StarCityWWTP-01	9/8/21 0:00	156635.4382	191746.7499	8.923	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
E01-0019	not institution specific	wwtp	PrincetonWWTP-01	12/9/21 10:00	75739.60528	101016.5901	1.636	24-hr time-weighted composite	Princeton	24740	-81.07993,37.38036	36000	Mercer	4.9	Complete	active
C01-0037	not institution specific	wwtp	WheelingWWTP-01	11/10/21 7:00	63799.74186	81070.8943		24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
C01-0017	not institution specific	wwtp	WheelingWWTP-01	10/10/21 7:00	34694.91988	23124.59648		24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
A02-0250	not institution specific	upstream	Evansdale-01	12/4/21 9:00	2464.455636	4929.056196		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
E01-0068	not institution specific	wwtp	PrincetonWWTP-01	2/22/22 8:15	175382.6004	150723.1727	5.314	24-hr time-weighted composite	Princeton	24740	-81.07993,37.38036	36000	Mercer	4.9	Complete	active
B01-0081	not institution specific	wwtp	CharlestonWWTP-01	1/30/22 7:00	672138.9341	762115.4881	8.935	24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
E01-0006	not institution specific	wwtp	PrincetonWWTP-01	11/8/21 7:35	57310.26262	68469.19984		24-hr time-weighted composite	Princeton	24740	-81.07993,37.38036	36000	Mercer	4.9	Complete	active
L01-0005	not institution specific	wwtp	WestUnionWWTP-01	2/4/22 9:10	318261.1799	361386.7968	0.328	24-hr time-weighted composite	West Union	26456	-80.77899,39.29906	564	Doddridge	0.2	Complete	active
A03-0128	k12	upstream	MorgantownHS-01	12/6/21 6:00	0	0		8-hr time-weighted composite	Morgantown High	26501	-79.95736,39.62542	1851	Monongalia	-1	Complete	active
A02-0223	higher ed dorm	upstream	HonorsSummit-01 (MUB)	11/15/21 10:18	4090.983663	8182.636723		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
P01-0021	not institution specific	wwtp	StMarysWWTP-01	1/26/22 10:00	1120219.485	832988.981	0.213	24-hr time-weighted composite	Saint Marys	26170	-81.20511,39.39125	2892	Pleasants	0.525	Complete	active
A03-0096	k12	upstream	NorthES-01	11/17/21 6:00	0	0		8-hr time-weighted composite	North Elementary	26505	-79.95674,39.66064	688	Monongalia	-1	Complete	active
A1091	not institution specific	wwtp	StarCityWWTP-01	7/13/21 0:00	4322.5	4322.5	9.555	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
L01-0007	not institution specific	wwtp	WestUnionWWTP-01	2/2/22 9:00	978084.8479	1063567.779	0.467	24-hr time-weighted composite	West Union	26456	-80.77899,39.29906	564	Doddridge	0.2	Complete	active
A03-0082	k12	upstream	MountainviewES-01	11/15/21 6:00	0	3859.455991		8-hr time-weighted composite	Mountainview Elementary	26501	-79.94331,39.61036	726	Monongalia	-1	Complete	active
A02-0180	higher ed dorm	upstream	CollegePark-02	10/18/21 10:08	608401.7086	265990.7126		48-hr time-weighted composite	College Park (WVU Morgantown)	26505	-79.9458019,39.6362083	567	Monongalia	-1	Complete	active
A02-0221	not institution specific	upstream	Evansdale-01	11/15/21 9:48	63406.67069	57213.57048		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
A1093	not institution specific	wwtp	StarCityWWTP-01	7/15/21 0:00	0	4488.75	7.917	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A02-0128	not institution specific	upstream	Evansdale-01	9/25/21 9:15	18873.62272	28315.77912		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
A01-0064	not institution specific	wwtp	StarCityWWTP-01	10/16/21 0:00	54807.41292	13690.59317	11.183	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A03-0226	k12	upstream	NorthES-01	1/31/22 6:00	2620.877568	2620.877568		8-hr time-weighted composite	North Elementary	26505	-79.95674,39.66064	688	Monongalia	-1	Complete	active
A01-0085	not institution specific	wwtp	StarCityWWTP-01	11/9/21 0:00	36836.94094	39909.13942	6.761	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A02-0336	not institution specific	upstream	NorthHighSt-02 (MUB)	2/7/22 9:00	196535.3689	199234.0431		48-hr time-weighted composite	North High Street (WVU Morgantown)	26505	-79.9532029,39.6331164	-1	Monongalia	-1	Complete	active
G01-0082	not institution specific	wwtp	KeyserWWTP-01	1/29/22 9:00	736243.726	745975.1523	0.834	24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
P01-0012	not institution specific	wwtp	StMarysWWTP-01	2/11/22 11:25	61401.994	68776.28043	0.331	24-hr time-weighted composite	Saint Marys	26170	-81.20511,39.39125	2892	Pleasants	0.525	Complete	active
A01-0007	not institution specific	wwtp	StarCityWWTP-01	8/16/21 0:00	32374.68839	14833.19414	10.086	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A02-0304	higher ed dorm	upstream	HonorsSummit-01 (MUB)	1/22/22 9:00	744778.4972	430721.8498		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
B01-0098	not institution specific	wwtp	CharlestonWWTP-01	2/23/22 7:00	106345.4627	98554.93158	4.8	24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
A01-0149	not institution specific	wwtp	StarCityWWTP-01	1/10/22 0:00	101390.8719	18658.84457	12.5	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A1017	not institution specific	wwtp	StarCityWWTP-01	3/29/21 12:00	5520	11070	10.313	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
H01-0117	not institution specific	wwtp	MoundsvilleWWTP-01	2/2/22 8:00	442951.228	451407.1441	2.6	24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
A02-0254	not institution specific	upstream	Evansdale-01	12/11/21 9:00	2348.458492	4697.048636		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
A02-0270	not institution specific	upstream	NorthHighSt-02 (MUB)	12/15/21 9:00	2444.904023	9780.471828		48-hr time-weighted composite	North High Street (WVU Morgantown)	26505	-79.9532029,39.6331164	-1	Monongalia	-1	Complete	active
M04-0010	not institution specific	wwtp	FarmingtonWWTP-01	2/16/22 13:30	2787.150024	2787.150024	0.125	24-hr time-weighted composite	Farmington	26571	-80.24933,39.51181	610	Marion	0.125	Complete	active
B01-0013	not institution specific	wwtp	CharlestonWWTP-01	10/6/21 7:00	47147.08477	16250.13962		24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
E02-0100	not institution specific	wwtp	AthensWWTP-01	1/16/22 8:00	896019.6984	413046.8112	0.122	24-hr time-weighted composite	Athens	24740	-81.01598,37.42163	2391	Mercer	0.5	Complete	active
G01-0100	not institution specific	wwtp	KeyserWWTP-01	2/18/22 9:00	29891.36204	21737.05805	1.716	24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
A03-0038	k12	upstream	MountainviewES-01	10/1/21 6:00	275178.1738	62751.03867		8-hr time-weighted composite	Mountainview Elementary	26501	-79.94331,39.61036	726	Monongalia	-1	Complete	active
E01-0063	not institution specific	wwtp	PrincetonWWTP-01	2/14/22 9:15	468548.1352	546191.7901	2.368	24-hr time-weighted composite	Princeton	24740	-81.07993,37.38036	36000	Mercer	4.9	Complete	active
A03-0168	k12	upstream	MorgantownHS-01	1/12/22 6:00	52238.90416	67176.27414		8-hr time-weighted composite	Morgantown High	26501	-79.95736,39.62542	1851	Monongalia	-1	Complete	active
A03-0020	k12	upstream	MorgantownHS-01	10/1/21 6:00	0	0		8-hr time-weighted composite	Morgantown High	26501	-79.95736,39.62542	1851	Monongalia	-1	Complete	active
G01-0051	not institution specific	wwtp	KeyserWWTP-01	10/11/21 9:00	48979.29072	33295.47271		24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
D01-0018	not institution specific	wwtp	CharlesTownWWTP-01	1/26/22 7:30	1081404.741	264549.0798		24-hr flow-weighted composite	Charles Town	25414	-77.85589,39.27924	17000	Jefferson	2.25	Complete	active
I01-0046	not institution specific	wwtp	WarmSpringsWWTP-01	11/29/21 7:00	70703.08037	65648.90139	0.374	24-hr flow-weighted composite	Warm Springs	25411	-78.22662,39.62802	3255	Morgan	1.8	Complete	paused
H01-0103	not institution specific	wwtp	MoundsvilleWWTP-01	1/19/22 8:00	1650249.195	1806442.337	2.4	24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
H01-0045	not institution specific	wwtp	MoundsvilleWWTP-01	11/15/21 8:00	65865.50675	54234.6599	1.5	24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
A02-0220	higher ed dorm	upstream	HonorsSummit-01 (MUB)	11/13/21 9:00	1604.466913	3209.036738		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
A02-0342	not institution specific	upstream	Evansdale-01	2/9/22 9:00	0	2696.590866		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
C01-0020	not institution specific	wwtp	WheelingWWTP-01	10/13/21 7:00	16222.64683	12616.70493		24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
A0025	not institution specific	wwtp	StarCityWWTP-01	11/24/20 0:00	103305.6	70675.2	8.122	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
B01-0038	not institution specific	wwtp	CharlestonWWTP-01	12/30/21 7:00	0	3352.002692	10.894	24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
C01-0117	not institution specific	wwtp	WheelingWWTP-01	1/30/22 7:00	163285.2307	218830.4159	6.366	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
K01-0002	not institution specific	wwtp	ParkersburgWWTP-01	1/27/22 6:26	590104.9733	595141.5789	5.679	24-hr flow-weighted composite	Parkersburg	26101	-81.55739,39.28171	48050	Wood	15.5	Complete	active
H01-0114	not institution specific	wwtp	MoundsvilleWWTP-01	1/31/22 8:00	257535.1667	296694.0397	1.7	24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
A02-0290	higher ed dorm	upstream	OaklandE-02	1/12/22 9:00	959087.7199	18030.44312		48-hr time-weighted composite	Oakland Hall (WVU Morgantown)	26505	-79.9622118,39.6511596	862	Monongalia	-1	Complete	active
G01-0087	not institution specific	wwtp	KeyserWWTP-01	1/30/22 9:00	304430.9843	301493.1965	0.737	24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
A03-0135	k12	upstream	SuncrestES-01	12/15/21 6:00	21275.00709	15955.24298		8-hr time-weighted composite	Suncrest Elementary	26505	-79.97825,39.67137	515	Monongalia	-1	Complete	active
A03-0087	k12	upstream	MountainviewES-01	1/12/22 6:00	37038.84646	71792.51567		8-hr time-weighted composite	Mountainview Elementary	26501	-79.94331,39.61036	726	Monongalia	-1	Complete	active
A01-0123	not institution specific	wwtp	StarCityWWTP-01	12/11/21 0:00	52696.00756	63243.16084	9.6	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A02-0080	higher ed dorm	upstream	CollegePark-02	9/1/21 10:59	6874.269396	15469.76537		48-hr time-weighted composite	College Park (WVU Morgantown)	26505	-79.9458019,39.6362083	567	Monongalia	-1	Complete	active
L01-0030	not institution specific	wwtp	WestUnionWWTP-01	2/14/22 9:00	394145.3218	412267.0931	0.282	24-hr time-weighted composite	West Union	26456	-80.77899,39.29906	564	Doddridge	0.2	Complete	active
A0244	not institution specific	wwtp	StarCityWWTP-01	11/16/20 0:00	66502.8	71240.4	6.501	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A01-0002	not institution specific	wwtp	StarCityWWTP-01	8/10/21 0:00	35988.11412	40686.03611	8.166	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
D01-0003	not institution specific	wwtp	CharlesTownWWTP-01	2/20/22 7:30	164038.4316	155388.8091		24-hr flow-weighted composite	Charles Town	25414	-77.85589,39.27924	17000	Jefferson	2.25	Complete	active
A02-0359	higher ed dorm	upstream	HonorsSummit-01 (MUB)	2/16/22 9:00	38106.55497	16327.13903		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
I01-0004	not institution specific	wwtp	WarmSpringsWWTP-01	11/1/21 7:00	15512.5	11687.5		24-hr flow-weighted composite	Warm Springs	25411	-78.22662,39.62802	3255	Morgan	1.8	Complete	paused
A02-0366	higher ed dorm	upstream	HonorsSummit-01 (MUB)	2/23/22 9:00	12197.83595	15247.85047		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
A03-0122	k12	upstream	MorgantownHS-01	1/26/22 6:00	147284.3778	128453.2754		8-hr time-weighted composite	Morgantown High	26501	-79.95736,39.62542	1851	Monongalia	-1	Complete	active
A03-0093	k12	upstream	NorthES-01	11/12/21 6:00	142323.4592	127577.9101		8-hr time-weighted composite	North Elementary	26505	-79.95674,39.66064	688	Monongalia	-1	Complete	active
B01-0001	not institution specific	wwtp	CharlestonWWTP-01	9/15/21 7:00	50032.82219	63211.67022		24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
E02-0022	not institution specific	wwtp	AthensWWTP-01	12/15/21 8:00	39823.68037	26544.91659	0.107	24-hr time-weighted composite	Athens	24740	-81.01598,37.42163	2391	Mercer	0.5	Complete	active
A1086	not institution specific	wwtp	StarCityWWTP-01	7/6/21 0:00	4655	4655	6.793	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
G01-0097	not institution specific	wwtp	KeyserWWTP-01	1/31/22 9:00	431446.4271	483962.2629	0.867	24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
K01-0039	not institution specific	wwtp	ParkersburgWWTP-01	2/16/22 6:25	237045.3626	61953.83571	5.676	24-hr flow-weighted composite	Parkersburg	26101	-81.55739,39.28171	48050	Wood	15.5	Complete	active
A02-0124	not institution specific	upstream	Evansdale-01	9/22/21 9:27	26387.54725	21987.68735		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
C01-0044	not institution specific	wwtp	WheelingWWTP-01	11/23/21 7:00	151742.9388	45055.40662	5.856	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
E02-0094	not institution specific	wwtp	AthensWWTP-01	1/24/22 8:00	5280211.43	4863544.722	0.173	24-hr time-weighted composite	Athens	24740	-81.01598,37.42163	2391	Mercer	0.5	Complete	active
H01-0015	not institution specific	wwtp	MoundsvilleWWTP-01	10/12/21 8:00	0	0		24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
E01-0008	not institution specific	wwtp	PrincetonWWTP-01	11/15/21 7:50	118562.3552	100498.6127	1.763	24-hr time-weighted composite	Princeton	24740	-81.07993,37.38036	36000	Mercer	4.9	Complete	active
A02-0237	not institution specific	upstream	NorthHighSt-02 (MUB)	11/29/21 9:00	35587.38157	25416.47203		48-hr time-weighted composite	North High Street (WVU Morgantown)	26505	-79.9532029,39.6331164	-1	Monongalia	-1	Complete	active
A03-0204	k12	upstream	SuncrestES-01	11/19/21 6:00	0	0		8-hr time-weighted composite	Suncrest Elementary	26505	-79.97825,39.67137	515	Monongalia	-1	Complete	active
H01-0138	not institution specific	wwtp	MoundsvilleWWTP-01	2/23/22 8:00	16769.17786	16769.17786		24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
H01-0056	not institution specific	wwtp	MoundsvilleWWTP-01	12/28/21 8:00	0	3475.991311	3.5	24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
A02-0210	not institution specific	upstream	NorthHighSt-02 (MUB)	11/3/21 11:22	72530.00647	56394.03045		48-hr time-weighted composite	North High Street (WVU Morgantown)	26505	-79.9532029,39.6331164	-1	Monongalia	-1	Complete	active
A01-0113	not institution specific	wwtp	StarCityWWTP-01	11/30/21 0:00	144557.4537	114948.2936		24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
O01-0031	not institution specific	wwtp	GraftonWWTP-01	2/17/22 8:00	46101.21846	46101.21846	1.61	24-hr flow-weighted composite	Grafton	26354	-80.01837,39.33877	6071	Taylor	2.3	Complete	active
A03-0161	k12	upstream	NorthES-01	12/22/21 6:00	27631.09457	18418.70539		8-hr time-weighted composite	North Elementary	26505	-79.95674,39.66064	688	Monongalia	-1	Complete	active
B01-0028	not institution specific	wwtp	CharlestonWWTP-01	12/7/21 7:00	13229.02808	35286.69108	7.295	24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
M03-0003	not institution specific	wwtp	ManningtonWWTP-01	2/15/22 11:04	366262.6684	159259.5917	0.214	24-hr time-weighted composite	Mannington	26582	-80.32371,39.51814	1091	Marion	0.25	Complete	active
A03-0195	k12	upstream	SuncrestES-01	1/26/22 6:00	42209.87275	34292.28287		8-hr time-weighted composite	Suncrest Elementary	26505	-79.97825,39.67137	515	Monongalia	-1	Complete	active
P01-0022	not institution specific	wwtp	StMarysWWTP-01	1/24/22 10:00	2408856.325	1612854.931	0.241	24-hr time-weighted composite	Saint Marys	26170	-81.20511,39.39125	2892	Pleasants	0.525	Complete	active
A02-0315	higher ed dorm	upstream	CollegePark-02	1/26/22 9:00	2367853.546	2293807.297		48-hr time-weighted composite	College Park (WVU Morgantown)	26505	-79.9458019,39.6362083	567	Monongalia	-1	Complete	active
A1080	not institution specific	wwtp	StarCityWWTP-01	6/28/21 0:00	0	0	7.451	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A02-0318	higher ed dorm	upstream	CollegePark-02	1/29/22 9:00	671699.2342	635786.3331		48-hr time-weighted composite	College Park (WVU Morgantown)	26505	-79.9458019,39.6362083	567	Monongalia	-1	Complete	active
A01-0091	not institution specific	wwtp	StarCityWWTP-01	11/16/21 0:00	95145.93244	87039.98923	7.713	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A02-0122	not institution specific	upstream	NorthHighSt-02 (MUB)	9/20/21 10:03	34541.23586	29828.25756		48-hr time-weighted composite	North High Street (WVU Morgantown)	26505	-79.9532029,39.6331164	-1	Monongalia	-1	Complete	active
A01-0180	not institution specific	wwtp	StarCityWWTP-01	2/16/22 0:00	107604.0789	55397.90086	11.6	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
H01-0049	not institution specific	wwtp	MoundsvilleWWTP-01	11/23/21 8:00	77808.92462	31106.23598	1.3	24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
G02-0022	higher ed dorm	upstream	PotomacState-01	12/1/21 11:00	8182.428628	5454.775114		48-hr time-weighted composite	WVU Keyser	26726	-78.98272,39.43807	1193	Mineral	-1	Complete	inactive
B01-0021	not institution specific	wwtp	CharlestonWWTP-01	10/10/21 7:00	33972.7585	41698.56474		24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
A02-0029	higher ed dorm	upstream	HonorsSummit-01 (MUB)	8/23/21 9:46	17555.93322	22346.24624		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
G01-0044	not institution specific	wwtp	KeyserWWTP-01	12/30/21 9:00	43243.03329	52515.20723	1.07	24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
B01-0012	not institution specific	wwtp	CharlestonWWTP-01	9/29/21 7:00	80861.0341	45460.93792		24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
A0029	not institution specific	wwtp	StarCityWWTP-01	11/29/20 0:00	28170	32202	6.738	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
