sample_id	sbatch_id	variant	proportion	aliases
A01-0982	SARS_20240909	KP.2.3.7	0.02201385	KP.2.3.7
A01-0978	SARS_20240909	LB.1.3.2	0.00108216	LB.1.3.2
A01-0978	SARS_20240909	MC.11	0.03276540	MC.11
A01-0978	SARS_20240909	KU.2.2	0.00102543	KU.2.2
A01-0978	SARS_20240909	KP.2.3.7	0.00102987	KP.2.3.7
A01-0978	SARS_20240909	LW.1	0.05408989	LW.1
A01-0978	SARS_20240909	MC.13.1	0.00280567	MC.13.1
A01-0978	SARS_20240909	JN.1.16	0.00515374	JN.1.16
A01-0978	SARS_20240909	KP.3.2.2	0.00155199	KP.3.2.2
A01-0978	SARS_20240909	XDV.1	0.04203041	XDV.1
A01-0978	SARS_20240909	KP.3.2.3	0.14294540	KP.3.2.3
A01-0978	SARS_20240909	MC.10	0.05221890	MC.10
A01-0978	SARS_20240909	MC.6	0.05050760	MC.6
A01-0978	SARS_20240909	XDV.1.9.1	0.00100888	XDV.1.9.1
A01-0978	SARS_20240909	JN.1.11.1	0.12657827	JN.1.11.1
A01-0978	SARS_20240909	JN.1.9	0.00792292	JN.1.9
A01-0978	SARS_20240909	KP.2.2	0.03115300	KP.2.2
A01-0978	SARS_20240909	LB.1.3	0.08624280	LB.1.3
A01-0978	SARS_20240909	KP.2.3.6	0.05058289	KP.2.3.6
A01-0978	SARS_20240909	JN.1.53	0.00147265	JN.1.53
A01-0978	SARS_20240909	KP.3.1.1	0.04460927	KP.3.1.1
A01-0978	SARS_20240909	LB.1.4	0.01596300	LB.1.4
A01-0978	SARS_20240909	MC.16	0.04550530	MC.16
A01-0978	SARS_20240909	LB.1.2.1	0.01758790	LB.1.2.1,XDY
A01-0978	SARS_20240909	KP.2.15	0.01428160	KP.2.15
A01-0978	SARS_20240909	KP.3	0.07263161	KP.3
A01-0978	SARS_20240909	MD.1.1	0.00219569	MD.1.1
A01-0978	SARS_20240909	KP.3.3.4	0.00885537	KP.3.3.4
A01-0978	SARS_20240909	KP.1	0.03740043	KP.1
A01-0978	SARS_20240909	JN.1.2	0.01780902	JN.1.2
