result_id	sample_id	assay_id	target	target_category	target_genetic_locus	responsible_lab_name	responsible_lab_abbrev	assay_target_copies_per_ul_reaction	assay_reaction_ul	extraction_output_ul	concentration_output_ml	assay_input_ul	extraction_input_ul	concentration_input_ml	target_copies_per_literww	target_result_validated
B01-0165.a1	B01-0165	B01-0165.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.367102146	20	75	0.475	5	400	10	13078.01395125	1
G01-0043.a1	G01-0043	G01-0043.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.242693186	20	75	0.475	5	400	10	44270.94475125	1
C01-0026.a2	C01-0026	C01-0026.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.755212903	20	50	0.425	5	400	10	16048.27418875	1
R02-0013.a2	R02-0013	R02-0013.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.583562613	20	75	0.475	5	400	10	127664.418088125	1
O01-0002.a1	O01-0002	O01-0002.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.202822268	20	75	0.475	5	400	10	7225.5432975	1
A02-0247.a2	A02-0247	A02-0247.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.852972985	20	75	0.475	5	400	10	137262.162590625	1
H01-0111.a2	H01-0111	H01-0111.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	18.00913811	20	75	0.475	5	400	10	641575.54516875	1
G01-0122.a1	G01-0122	G01-0122.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.947493136	20	75	0.475	5	400	10	33754.44297	1
L01-0144.a3	L01-0144	L01-0144.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A03-0251.a1	A03-0251	A03-0251.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A0230.a1	A0230	A0230.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	5	5	200	100	0	1
D01-0025.a2	D01-0025	D01-0025.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.209082171	20	75	0.475	5	400	10	7448.552341875	1
A03-0180.a3	A03-0180	A03-0180.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.855381727	20	75	0.475	5	400	10	30472.974024375	1
A02-0121.a2	A02-0121	A02-0121.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.760840416	20	50	0.425	5	400	10	16167.85884	1
H01-0256.a2	H01-0256	H01-0256.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.132844463	20	75	0.475	5	400	10	4732.583994375	1
L01-0020.a3	L01-0020	L01-0020.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.242213339	20	75	0.475	5	400	10	8628.850201875	1
A02-0310.a3	A02-0310	A02-0310.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.062128425	20	75	0.475	5	400	10	37838.325140625	1
E02-0022.a2	E02-0022	E02-0022.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.745120466	20	75	0.475	5	400	10	26544.91660125	1
A02-0386.a1	A02-0386	A02-0386.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
N03-0020.a2	N03-0020	N03-0020.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.087707952	20	75	0.475	5	400	10	3124.59579	1
A02-0296.a1	A02-0296	A02-0296.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A0030.a1	A0030	A0030.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	3.8	5	200	100	0	1
N02-0081.a3	N02-0081	N02-0081.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A02-0456.a1	A02-0456	A02-0456.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
R01-0042.a1	R01-0042	R01-0042.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.18973802	20	75	0.475	5	400	10	6759.4169625	1
J01-0038.a1	J01-0038	J01-0038.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A03-0116.a1	A03-0116	A03-0116.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.121721983	20	75	0.475	5	400	10	39961.345644375	1
A03-0242.a3	A03-0242	A03-0242.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.495475769	20	75	0.475	5	400	10	124526.324270625	1
A01-0007.a1	A01-0007	A01-0007.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.523514748	20	50	0.425	5	400	10	32374.688395	1
A04-0062.a1	A04-0062	A04-0062.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.080461688	20	75	0.475	5	400	10	2866.447635	1
A02-0056.a3	A02-0056	A02-0056.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.425	5	400	10	0	1
C01-0023.a1	C01-0023	C01-0023.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.425	5	400	10	0	1
G01-0046.a2	G01-0046	G01-0046.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	16.54409981	20	75	0.475	5	400	10	589383.55573125	1
D01-0054.a3	D01-0054	D01-0054.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.051045895	20	75	0.475	5	400	10	37443.510009375	1
E02-0098.a3	E02-0098	E02-0098.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.486446381	20	50	0.475	5	400	10	11553.10154875	1
M03-0001.a3	M03-0001	M03-0001.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
H01-0148.a2	H01-0148	H01-0148.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
Q01-0036.a3	Q01-0036	Q01-0036.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.138075292	20	75	0.475	5	400	10	4918.9322775	1
B01-0109.a1	B01-0109	B01-0109.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.238804549	20	75	0.475	5	400	10	8507.412058125	1
A03-0091.a3	A03-0091	A03-0091.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.565086901	20	75	0.475	5	400	10	20131.220848125	1
A1005.a1	A1005	A1005.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	3.4	5	200	100	0	1
E02-0003.a3	E02-0003	E02-0003.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.59	20	50	0.425	5	400	10	12537.5	1
E02-0146.a1	E02-0146	E02-0146.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.801005602	20	75	0.475	5	400	10	135410.82457125	1
P01-0032.a1	P01-0032	P01-0032.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.904490412	20	75	0.475	5	400	10	32222.4709275	1
I01-0003.a2	I01-0003	I01-0003.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	4.82239151	20	50	0.425	5	400	10	102475.8195875	1
G01-0097.a1	G01-0097	G01-0097.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	12.1107769	20	75	0.475	5	400	10	431446.4270625	1
A01-0030.a3	A01-0030	A01-0030.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.713410974	20	50	0.425	5	400	10	36409.9831975	1
A1079.a4	A1079	A1079.a4	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.988	20	50	0.95	5	400	10	189430	1
A03-0060.a2	A03-0060	A03-0060.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.425	5	400	10	0	1
A1069.a1	A1069	A1069.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.95	5	400	10	0	1
A04-0063.a1	A04-0063	A04-0063.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	8.69247055	20	75	0.475	5	400	10	309669.26334375	1
C01-0022.a1	C01-0022	C01-0022.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.425	5	400	10	0	1
M04-0068.a1	M04-0068	M04-0068.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.774993956	20	75	0.475	5	400	10	27609.1596825	1
E01-0116.a2	E01-0116	E01-0116.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.065579899	20	75	0.475	5	400	10	2336.283901875	1
A01-0149.a3	A01-0149	A01-0149.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.898012042	20	75	0.475	5	400	10	31991.67899625	1
K01-0019.a3	K01-0019	K01-0019.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.436241478	20	75	0.475	5	400	10	15541.10265375	1
A02-0101.a3	A02-0101	A02-0101.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	12.49218369	20	50	0.425	5	400	10	265458.9034125	1
B01-0111.a2	B01-0111	B01-0111.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.440955997	20	75	0.475	5	400	10	15709.057393125	1
D01-0005.a3	D01-0005	D01-0005.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.363343716	20	75	0.475	5	400	10	12944.1198825	1
A04-0071.a3	A04-0071	A04-0071.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.778861702	20	75	0.475	5	400	10	27746.94813375	1
L01-0078.a1	L01-0078	L01-0078.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
E02-0002.a3	E02-0002	E02-0002.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.4	20	50	0.425	5	400	10	8500	1
N03-0101.a2.a1	N03-0101	N03-0101.a2.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.610255718	20	75	0.475	5	400	10	57365.35995375	1
A02-0529.a1	A02-0529	A02-0529.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	201.8235932	20	75	0.475	5	400	10	7189965.50775	1
A02-0274.a1	A02-0274	A02-0274.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
E01-0059.a1	E01-0059	E01-0059.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	6.753749845	20	75	0.475	5	400	10	240602.338228125	1
P01-0033.a1	P01-0033	P01-0033.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.633021593	20	75	0.475	5	400	10	22551.394250625	1
A01-0128.a1	A01-0128	A01-0128.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	4.206693173	20	75	0.475	5	400	10	149863.444288125	1
A03-0035.a3	A03-0035	A03-0035.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.614318908	20	50	0.425	5	400	10	13054.276795	1
I01-0002.a2	I01-0002	I01-0002.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.179067075	20	50	0.425	5	400	10	3805.17534375	1
A01-0065.a2	A01-0065	A01-0065.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.853055835	20	50	0.425	5	400	10	18127.43649375	1
B01-0047.a3	B01-0047	B01-0047.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.679166436	20	75	0.475	5	400	10	24195.3042825	1
J01-0044.a3	J01-0044	J01-0044.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
B01-0148.a2	B01-0148	B01-0148.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.722755194	20	75	0.475	5	400	10	132623.15378625	1
O01-0003.a1	O01-0003	O01-0003.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
R02-0012.a2	R02-0012	R02-0012.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.06674242	20	75	0.475	5	400	10	109252.6987125	1
G01-0123.a1	G01-0123	G01-0123.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
H01-0109.a1	H01-0109	H01-0109.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	22.25346565	20	75	0.475	5	400	10	792779.71378125	1
K01-0021.a1	K01-0021	K01-0021.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	5.730683805	20	75	0.475	5	400	10	204155.610553125	1
E01-0060.a1	E01-0060	E01-0060.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	7.58243513	20	75	0.475	5	400	10	270124.25150625	1
M04-0087.a1	M04-0087	M04-0087.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	6.659498215	20	75	0.475	5	400	10	237244.623909375	1
M03-0021.a2	M03-0021	M03-0021.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.741177261	20	75	0.475	5	400	10	26404.439923125	1
A02-0511.a3	A02-0511	A02-0511.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.123643778	20	75	0.475	5	400	10	4404.80959125	1
A01-0185.a3	A01-0185	A01-0185.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.291061521	20	75	0.475	5	400	10	10369.066685625	1
L01-0138.a1	L01-0138	L01-0138.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	26.999403	20	75	0.475	5	400	10	961853.731875	1
E02-0023.a2	E02-0023	E02-0023.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.086514734	20	75	0.475	5	400	10	3082.08739875	1
S01-0005.a1	S01-0005	S01-0005.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	4.607916832	20	75	0.475	5	400	10	164157.03714	1
N03-0107.a2.a3	N03-0107	N03-0107.a2.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.115914144	20	75	0.475	5	400	10	4129.44138	1
N03-0037.a1	N03-0037	N03-0037.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.100144387	20	75	0.475	5	400	10	74817.643786875	1
A03-0175.a3	A03-0175	A03-0175.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
O01-0098.a1	O01-0098	O01-0098.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.766516924	20	75	0.475	5	400	10	134182.1654175	1
A01-0217.a1	A01-0217	A01-0217.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.014361143	20	75	0.475	5	400	10	71761.615719375	1
C01-0197.a1	C01-0197	C01-0197.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	4.392972946	20	75	0.475	5	400	10	156499.66120125	1
A03-0243.a3	A03-0243	A03-0243.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.102941275	20	75	0.475	5	400	10	39292.282921875	1
R01-0043.a1	R01-0043	R01-0043.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
P01-0036.a2	P01-0036	P01-0036.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.055603981	20	75	0.475	5	400	10	37605.891823125	1
S01-0050.a1	S01-0050	S01-0050.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.342121571	20	75	0.475	5	400	10	12188.080966875	1
G01-0051.a3	G01-0051	G01-0051.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.197988391	20	50	0.425	5	400	10	25457.25330875	1
A0037.a1	A0037	A0037.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	4	5	200	100	0	1
H01-0218.a3	H01-0218	H01-0218.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.121768937	20	75	0.475	5	400	10	4338.018380625	1
A02-0041.a2	A02-0041	A02-0041.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.72702384	20	50	0.425	5	400	10	57949.2566	1
A02-0249.a1	A02-0249	A02-0249.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
L01-0140.a3	L01-0140	L01-0140.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
E02-0142.a2	E02-0142	E02-0142.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.733673454	20	75	0.475	5	400	10	61762.11679875	1
L01-0024.a3	L01-0024	L01-0024.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
H01-0092.a3	H01-0092	H01-0092.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A01-0009.a2	A01-0009	A01-0009.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.382650256	20	50	0.425	5	400	10	29381.31794	1
E01-0113.a1	E01-0113	E01-0113.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	4.191420555	20	75	0.475	5	400	10	149319.357271875	1
F01-0001.a2	F01-0001	F01-0001.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.653897524	20	50	0.425	5	400	10	13895.322385	1
