result_id	sample_id	assay_id	target	target_category	target_genetic_locus	responsible_lab_name	responsible_lab_abbrev	assay_target_copies_per_ul_reaction	assay_reaction_ul	extraction_output_ul	concentration_output_ml	assay_input_ul	extraction_input_ul	concentration_input_ml	target_copies_per_literww	target_result_validated
A0039.a3	A0039	A0039.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	4	5	200	100	0	1
G02-0024.a3	G02-0024	G02-0024.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.226527512	20	75	0.475	5	400	10	8070.042615	1
A03-0079.a3	A03-0079	A03-0079.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.942810714	20	50	0.425	5	400	10	20034.7276725	1
H01-0005.a1	H01-0005	H01-0005.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	5.402199745	20	50	0.425	5	400	10	114796.74458125	1
A0239.a3	A0239	A0239.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	5	5	200	100	0	1
L01-0013.a2	L01-0013	L01-0013.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	18.00549889	20	75	0.475	5	400	10	641445.89795625	1
A02-0323.a2	A02-0323	A02-0323.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.290038973	20	75	0.475	5	400	10	10332.638413125	1
N03-0013.a3	N03-0013	N03-0013.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A01-0150.a2	A01-0150	A01-0150.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.29585582	20	75	0.475	5	400	10	10539.8635875	1
A01-0233.a3	A01-0233	A01-0233.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A1076.a3	A1076	A1076.a3	Bovine Respiratory Syncitial Virus (BRSV)	Pre-concentration Spike (Biol)	BRSV	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.95	5	400	10	0	1
A03-0263.a2	A03-0263	A03-0263.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A02-0267.a3	A02-0267	A02-0267.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A02-0225.a1	A02-0225	A02-0225.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
Q01-0001.a2	Q01-0001	Q01-0001.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.367360055	20	75	0.475	5	400	10	13087.201959375	1
A0039.a2	A0039	A0039.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	4	5	200	100	0	1
A02-0094.a2	A02-0094	A02-0094.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	7.7940917	20	50	0.425	5	400	10	165624.448625	1
A1081.a3	A1081	A1081.a3	Bovine Respiratory Syncitial Virus (BRSV)	Pre-concentration Spike (Biol)	BRSV	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.95	5	400	10	0	1
N02-0017.a2	N02-0017	N02-0017.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.204390317	20	75	0.475	5	400	10	7281.405043125	1
A03-0327.a3	A03-0327	A03-0327.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.104034185	20	75	0.475	5	400	10	3706.217840625	1
D01-0096.a2	D01-0096	D01-0096.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	16.97618866	20	75	0.475	5	400	10	604776.7210125	1
A04-0099.a3	A04-0099	A04-0099.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.621138394	20	75	0.475	5	400	10	22128.05528625	1
H01-0054.a1	H01-0054	H01-0054.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.156643435	20	75	0.475	5	400	10	5580.422371875	1
L01-0164.a2	L01-0164	L01-0164.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
D01-0047.a1	D01-0047	D01-0047.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	11.57697106	20	75	0.475	5	400	10	412429.5940125	1
M04-0009.a3	M04-0009	M04-0009.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A0239.a2	A0239	A0239.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	5	5	200	100	0	1
A02-0322.a2	A02-0322	A02-0322.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	5.735821245	20	75	0.475	5	400	10	204338.631853125	1
E02-0010.a3	E02-0010	E02-0010.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.296190977	20	75	0.475	5	400	10	10551.803555625	1
A0206.a1	A0206	A0206.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	4	5	200	100	0	1
L01-0012.a2	L01-0012	L01-0012.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	69.02841185	20	75	0.475	5	400	10	2459137.17215625	1
A03-0155.a2	A03-0155	A03-0155.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
E02-0086.a1	E02-0086	E02-0086.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	11.56207848	20	50	0.475	5	400	10	274599.3639	1
N03-0012.a3	N03-0012	N03-0012.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.48684901	20	75	0.475	5	400	10	17343.99598125	1
K01-0036.a1	K01-0036	K01-0036.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.62667346	20	75	0.475	5	400	10	93575.2420125	1
A02-0415.a2	A02-0415	A02-0415.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A1076.a2	A1076	A1076.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.103	20	50	0.95	5	400	10	4892.5	1
A03-0262.a2	A03-0262	A03-0262.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
H01-0088.a2	H01-0088	H01-0088.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.722958684	20	75	0.475	5	400	10	25755.4031175	1
M03-0036.a2	M03-0036	M03-0036.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.149887964	20	75	0.475	5	400	10	5339.7587175	1
H01-0187.a3	H01-0187	H01-0187.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A01-0232.a3	A01-0232	A01-0232.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A03-0124.a3	A03-0124	A03-0124.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
B01-0005.a1	B01-0005	B01-0005.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.425	5	400	10	0	1
G02-0004.a2	G02-0004	G02-0004.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.425	5	400	10	0	1
G01-0066.a3	G01-0066	G01-0066.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.318524599	20	50	0.425	5	400	10	6768.64772875	1
L01-0084.a3	L01-0084	L01-0084.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.135725722	20	75	0.475	5	400	10	4835.22884625	1
A1047.a3	A1047	A1047.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	4.5	5	200	100	0	1
N03-0084.a2	N03-0084	N03-0084.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.118260861	20	75	0.475	5	400	10	75463.043173125	1
A02-0398.a3	A02-0398	A02-0398.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.405469805	20	75	0.475	5	400	10	14444.861803125	1
A02-0288.a3	A02-0288	A02-0288.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.450668663	20	75	0.475	5	400	10	16055.071119375	1
H01-0067.a2	H01-0067	H01-0067.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	5.131537435	20	75	0.475	5	400	10	182811.021121875	1
A04-0051.a2	A04-0051	A04-0051.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.991366506	20	75	0.475	5	400	10	70942.43177625	1
L01-0157.a1	L01-0157	L01-0157.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.058628589	20	75	0.475	5	400	10	2088.643483125	1
A02-0303.a3	A02-0303	A02-0303.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	4.445301056	20	75	0.475	5	400	10	158363.85012	1
S01-0047.a3	S01-0047	S01-0047.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.091586202	20	75	0.475	5	400	10	3262.75844625	1
E01-0104.a1	E01-0104	E01-0104.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	4.419306755	20	75	0.475	5	400	10	157437.803146875	1
M04-0034.a2	M04-0034	M04-0034.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
N03-0058.a1	N03-0058	N03-0058.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A03-0040.a3	A03-0040	A03-0040.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.425	5	400	10	0	1
A1060.a3	A1060	A1060.a3	Bovine Respiratory Syncitial Virus (BRSV)	Pre-concentration Spike (Biol)	BRSV	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.95	5	400	10	0	1
A02-0472.a3	A02-0472	A02-0472.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.11854589	20	75	0.475	5	400	10	39848.19733125	1
K01-0033.a2	K01-0033	K01-0033.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.95224905	20	75	0.475	5	400	10	105173.87240625	1
E02-0083.a2	E02-0083	E02-0083.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.920051813	20	75	0.475	5	400	10	104026.845838125	1
A0218.a1	A0218	A0218.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	4	5	200	100	0	1
A03-0309.a1	A03-0309	A03-0309.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A03-0038.a1	A03-0038	A03-0038.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	12.94956112	20	50	0.425	5	400	10	275178.1738	1
M03-0033.a1	M03-0033	M03-0033.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	7.66932678	20	75	0.475	5	400	10	273219.7665375	1
A01-0125.a3	A01-0125	A01-0125.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A01-0167.a1	A01-0167	A01-0167.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	23.01454163	20	75	0.475	5	400	10	819893.04556875	1
O01-0014.a1	O01-0014	O01-0014.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.312483877	20	75	0.475	5	400	10	11132.238118125	1
N03-0075.a2	N03-0075	N03-0075.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
L01-0075.a3	L01-0075	L01-0075.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.191358268	20	75	0.475	5	400	10	6817.1382975	1
D01-0008.a1	D01-0008	D01-0008.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
G01-0131.a2	G01-0131	G01-0131.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.067274943	20	75	0.475	5	400	10	2396.669844375	1
A1067.a2	A1067	A1067.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.95	5	400	10	0	1
D01-0070.a2	D01-0070	D01-0070.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.29391557	20	75	0.475	5	400	10	10470.74218125	1
G01-0183.a1	G01-0183	G01-0183.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.765781164	20	75	0.475	5	400	10	98530.9539675	1
D01-0093.a1	D01-0093	D01-0093.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	35.60906983	20	75	0.475	5	400	10	1268573.11269375	1
J01-0059.a2	J01-0059	J01-0059.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.201559737	20	75	0.475	5	400	10	7180.565630625	1
A02-0132.a1	A02-0132	A02-0132.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.425	5	400	10	0	1
A1040.a2	A1040	A1040.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	2	5	200	100	0	1
M03-0081.a2	M03-0081	M03-0081.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	8.747034075	20	75	0.475	5	400	10	311613.088921875	1
K01-0081.a1	K01-0081	K01-0081.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	4.017694474	20	75	0.475	5	400	10	143130.36563625	1
M04-0027.a1	M04-0027	M04-0027.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
M04-0065.a3	M04-0065	M04-0065.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.125550464	20	75	0.475	5	400	10	4472.73528	1
O01-0095.a3	O01-0095	O01-0095.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.055141456	20	75	0.475	5	400	10	1964.41437	1
A03-0178.a1	A03-0178	A03-0178.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
C01-0165.a2.a1	C01-0165	C01-0165.a2.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.963319302	20	75	0.475	5	400	10	141193.25013375	1
R02-0024.a3	R02-0024	R02-0024.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
C01-0095.a2	C01-0095	C01-0095.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A03-0100.a2	A03-0100	A03-0100.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.147890702	20	75	0.475	5	400	10	5268.60625875	1
J01-0060.a2	J01-0060	J01-0060.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A01-0188.a1	A01-0188	A01-0188.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.455455065	20	75	0.475	5	400	10	51850.586690625	1
B01-0069.a1	B01-0069	B01-0069.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.498539716	20	75	0.475	5	400	10	17760.4773825	1
N02-0001.a2	N02-0001	N02-0001.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.052972079	20	75	0.475	5	400	10	37512.130314375	1
L01-0135.a3	L01-0135	L01-0135.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
S01-0008.a3	S01-0008	S01-0008.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.063553497	20	75	0.475	5	400	10	2264.093330625	1
Q01-0017.a2	Q01-0017	Q01-0017.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.255907476	20	75	0.475	5	400	10	9116.7038325	1
P01-0021.a2	P01-0021	P01-0021.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	23.38214684	20	75	0.475	5	400	10	832988.981175	1
C01-0082.a1	C01-0082	C01-0082.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.079639234	20	75	0.475	5	400	10	2837.14771125	1
A01-0154.a2	A01-0154	A01-0154.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	35.50857544	20	75	0.475	5	400	10	1264993.00005	1
A04-0102.a1	A04-0102	A04-0102.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	7.906339645	20	75	0.475	5	400	10	281663.349853125	1
A02-0072.a1	A02-0072	A02-0072.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.250658155	20	50	0.425	5	400	10	26576.48579375	1
N03-0057.a1	N03-0057	N03-0057.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.075470418	20	75	0.475	5	400	10	2688.63364125	1
A03-0140.a2	A03-0140	A03-0140.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A01-0272.a2	A01-0272	A01-0272.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	10.63074398	20	75	0.475	5	400	10	378720.2542875	1
N02-0041.a2	N02-0041	N02-0041.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.776798249	20	75	0.475	5	400	10	63298.437620625	1
A1054.a4	A1054	A1054.a4	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	6.8495	20	50	0.95	5	400	10	325351.25	1
S01-0048.a3	S01-0048	S01-0048.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
H01-0125.a1	H01-0125	H01-0125.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	4.203025341	20	75	0.475	5	400	10	149732.777773125	1
A03-0282.a2	A03-0282	A03-0282.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
H01-0068.a2	H01-0068	H01-0068.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	5.238997935	20	75	0.475	5	400	10	186639.301434375	1
A02-0397.a3	A02-0397	A02-0397.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	5.40140009	20	75	0.475	5	400	10	192424.87820625	1
A02-0287.a3	A02-0287	A02-0287.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A03-0295.a1	A03-0295	A03-0295.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
G01-0166.a2	G01-0166	G01-0166.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.239199877	20	75	0.475	5	400	10	115396.495618125	1
A02-0115.a1	A02-0115	A02-0115.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.107024841	20	50	0.425	5	400	10	2274.27787125	1
S01-0029.a1	S01-0029	S01-0029.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.433166862	20	75	0.475	5	400	10	51056.56945875	1
A03-0024.a2	A03-0024	A03-0024.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.425	5	400	10	0	1
H01-0087.a2	H01-0087	H01-0087.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
M04-0074.a3	M04-0074	M04-0074.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A03-0349.a1	A03-0349	A03-0349.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	4.71456337	20	75	0.475	5	400	10	167956.32005625	1
P01-0053.a1	P01-0053	P01-0053.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
J01-0013.a3	J01-0013	J01-0013.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.081464566	20	75	0.475	5	400	10	2902.17516375	1
N03-0112.a2	N03-0112	N03-0112.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.289426804	20	75	0.475	5	400	10	81560.8298925	1
A03-0055.a3	A03-0055	A03-0055.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.425	5	400	10	0	1
E02-0110.a2	E02-0110	E02-0110.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.067588002	20	75	0.475	5	400	10	2407.82257125	1
D01-0048.a1	D01-0048	D01-0048.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	5.749409675	20	75	0.475	5	400	10	204822.719671875	1
A0238.a1	A0238	A0238.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	4	5	200	100	0	1
A1073.a4	A1073	A1073.a4	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	7.002	20	50	0.95	5	400	10	332595	1
L01-0064.a3	L01-0064	L01-0064.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.506299198	20	75	0.475	5	400	10	18036.90892875	1
G01-0086.a3	G01-0086	G01-0086.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.40669623	20	75	0.475	5	400	10	14488.55319375	1
A03-0328.a3	A03-0328	A03-0328.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
D01-0029.a3	D01-0029	D01-0029.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A02-0194.a3	A02-0194	A02-0194.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.174615294	20	50	0.425	5	400	10	3710.5749975	1
N02-0018.a2	N02-0018	N02-0018.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.101748802	20	75	0.475	5	400	10	3624.80107125	1
A0038.a1	A0038	A0038.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	3.6	5	200	100	0	1
G01-0010.a1	G01-0010	G01-0010.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.605213642	20	75	0.475	5	400	10	92810.73599625	1
S01-0011.a3	S01-0011	S01-0011.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.199452505	20	75	0.475	5	400	10	7105.495490625	1
R01-0014.a1	R01-0014	R01-0014.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A02-0505.a1	A02-0505	A02-0505.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.070852511	20	75	0.475	5	400	10	2524.120704375	1
A02-0268.a3	A02-0268	A02-0268.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
