concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
A1104.c1	A1104	CP0.4	A01	
A1106.c1	A1106	CP0.4	A02	
A01-0001.c1	A01-0001	CP0.4	A03	
A02-0013.c1	A02-0013	CP0.4	A04	
A02-0151.c1	A02-0151	CP0.4	A05	
A02-0152.c1	A02-0152	CP0.4	A06	
A02-0153.c1	A02-0153	CP0.4	B01	
A02-0154.c1	A02-0154	CP0.4	B02	
A02-0155.c1	A02-0155	CP0.4	B03	
A02-0156.c1	A02-0156	CP0.4	B04	
A02-0001.c1	A02-0001	CP0.4	B05	
A02-0004.c1	A02-0004	CP0.4	B06	
A02-0002.c1	A02-0002	CP0.4	C01	
A02-0003.c1	A02-0003	CP0.4	C02	
A01-0002.c1	A01-0002	CP1	A01	
A01-0003.c1	A01-0003	CP1	A02	
A01-0004.c1	A01-0004	CP1	A03	
A02-0005.c1	A02-0005	CP1	A04	
A02-0006.c1	A02-0006	CP1	A05	
A02-0008.c1	A02-0008	CP1	A06	
A02-0009.c1	A02-0009	CP1	B01	
A02-0010.c1	A02-0010	CP1	B02	
A02-0011.c1	A02-0011	CP1	B03	
A02-0012.c1	A02-0012	CP1	B04	
A02-0014.c1	A02-0014	CP1	B05	
A02-0015.c1	A02-0015	CP1	B06	
A02-0016.c1	A02-0016	CP1.1	A01	
A02-0018.c1	A02-0018	CP1.1	A03	
A02-0019.c1	A02-0019	CP1.1	A04	
A01-0005.c1	A01-0005	CP1.1	A05	
A01-0007.c1	A01-0007	CP1.1	B01	
A01-0008.c1	A01-0008	CP1.1	B02	
A02-0021.c1	A02-0021	CP1.2	A01	
A02-0024.c1	A02-0024	CP1.2	A04	
A01-0009.c1	A01-0009	CP1.2	A05	
A01-0010.c1	A01-0010	CP1.2	A06	
A02-0020.c1	A02-0020	CP1.2	B01	
A02-0026.c1	A02-0026	CP2	A02	
A02-0027.c1	A02-0027	CP2	A03	
A02-0028.c1	A02-0028	CP2	A04	
A02-0030.c1	A02-0030	CP2	A06	
A02-0034.c1	A02-0034	CP2	B03	
A01-0011.c1	A01-0011	CP3	A01	
A01-0012.c1	A01-0012	CP3	A02	
A02-0035.c1	A02-0035	CP4	A01	
A02-0036.c1	A02-0036	CP4	A02	
A02-0037.c1	A02-0037	CP4	A03	
A02-0038.c1	A02-0038	CP4	A04	
A02-0039.c1	A02-0039	CP4	A05	
A02-0040.c1	A02-0040	CP4	A06	
A02-0041.c1	A02-0041	CP4	B01	
A02-0049.c1	A02-0049	CP4	B04	
A02-0017.c1	A02-0017	CP5	A01	
A02-0022.c1	A02-0022	CP5	A02	
A02-0025.c1	A02-0025	CP5	A04	
A02-0029.c1	A02-0029	CP5	B02	
A02-0031.c1	A02-0031	CP5	B03	
A02-0042.c1	A02-0042	CP5	B04	
A02-0052.c1	A02-0052	CP5	C01	
A02-0054.c1	A02-0054	CP5	C02	
A01-0015.c1	A01-0015	CP5	C06	
A02-0057.c1	A02-0057	CP5	D05	
A02-0059.c1	A02-0059	CP5	D06	
A01-0014.c1	A01-0014	CP1.3	A01	
A02-0060.c1	A02-0060	CP1.3	A02	
A02-0061.c1	A02-0061	CP1.3	A03	
A02-0062.c1	A02-0062	CP1.3	A04	
A02-0063.c1	A02-0063	CP1.3	A05	
A02-0064.c1	A02-0064	CP1.3	A06	
A01-0006.c1	A01-0006	CP7	A01	
A01-0013.c1	A01-0013	CP7	A02	
A01-0016.c1	A01-0016	CP7	A03	
A02-0023.c1	A02-0023	CP7	A04	
A02-0032.c1	A02-0032	CP7	A05	
A02-0048.c1	A02-0048	CP7	A06	
A02-0050.c1	A02-0050	CP7	B01	
A02-0051.c1	A02-0051	CP7	B02	
A02-0053.c1	A02-0053	CP7	B03	
A02-0055.c1	A02-0055	CP7	B04	
A02-0056.c1	A02-0056	CP7	B05	
A02-0058.c1	A02-0058	CP7	B06	
A02-0065.c1	A02-0065	CP7	C01	
A02-0068.c1	A02-0068	CP7	C02	
A02-0070.c1	A02-0070	CP7	C03	
A02-0072.c1	A02-0072	CP7	C04	
A01-0017.c1	A01-0017	CP7	C05	
A01-0018.c1	A01-0018	CP7	C06	
A02-0066.c1	A02-0066	CP7	D01	
A02-0067.c1	A02-0067	CP7	D02	
A02-0069.c1	A02-0069	CP7	D03	
A02-0071.c1	A02-0071	CP7	D04	
A02-0073.c1	A02-0073	CP141	D01	
A01-0036.c1	A01-0036	CP8	A02	
A01-0046.c1	A01-0046	CP8	A03	
A02-0074.c1	A02-0074	CP8	A04	
A02-0078.c1	A02-0078	CP8	A05	
A02-0080.c1	A02-0080	CP8	A06	
A02-0075.c1	A02-0075	CP8	B01	
A02-0076.c1	A02-0076	CP8	B02	
A02-0077.c1	A02-0077	CP8	B03	
A02-0079.c1	A02-0079	CP8	B04	
A02-0081.c1	A02-0081	CP8	B05	
A01-0027.c1	A01-0027	CP9	A01	
A01-0028.c1	A01-0028	CP9	A02	
A01-0031.c1	A01-0031	CP9	A03	
A02-0082.c1	A02-0082	CP9	A04	
A02-0083.c1	A02-0083	CP9	A05	
A02-0084.c1	A02-0084	CP9	A06	
A02-0085.c1	A02-0085	CP9	B01	
A02-0086.c1	A02-0086	CP10	A01	
A02-0087.c1	A02-0087	CP10	A02	
A02-0088.c1	A02-0088	CP10	A03	
A02-0089.c1	A02-0089	CP10	A04	
A02-0090.c1	A02-0090	CP10	A05	
A01-0029.c1	A01-0029	CP11	A01	
A01-0030.c1	A01-0030	CP11	A02	
A01-0032.c1	A01-0032	CP11	A03	
A02-0091.c1	A02-0091	CP11	A04	
A02-0092.c1	A02-0092	CP11	A05	
A02-0093.c1	A02-0093	CP11	A06	
A02-0094.c1	A02-0094	CP11	B01	
A02-0095.c1	A02-0095	CP11	B02	
A02-0096.c1	A02-0096	CP11	B03	
A02-0099.c1	A02-0099	CP11	B04	
A02-0101.c1	A02-0101	CP11	B05	
A02-0103.c1	A02-0103	CP11	B06	
A02-0097.c1	A02-0097	CP11	C01	
A02-0098.c1	A02-0098	CP11	C02	
A02-0100.c1	A02-0100	CP11	C03	
A02-0102.c1	A02-0102	CP11	C04	
A02-0104.c1	A02-0104	CP11	C05	
A01-0033.c1	A01-0033	CP12	A01	
A01-0034.c1	A01-0034	CP12	A02	
A01-0035.c1	A01-0035	CP12	A03	
A02-0105.c1	A02-0105	CP12	A04	
A02-0106.c1	A02-0106	CP12	A05	
A02-0107.c1	A02-0107	CP12	A06	
A02-0108.c1	A02-0108	CP12	B01	
A02-0109.c1	A02-0109	CP12	B02	
A03-0001.c1	A03-0001	CP12	B03	
A03-0004.c1	A03-0004	CP13	A01	
A03-0005.c1	A03-0005	CP13	A02	
A03-0006.c1	A03-0006	CP13	A03	
A03-0007.c1	A03-0007	CP13	A04	
C01-0001.c1	C01-0001	CP13	B01	
C01-0002.c1	C01-0002	CP13	B02	
C01-0003.c1	C01-0003	CP13	B03	
C01-0004.c1	C01-0004	CP13	B04	
A02-0110.c1	A02-0110	CP13	C01	
A02-0111.c1	A02-0111	CP13	C02	
A02-0112.c1	A02-0112	CP13	C03	
A02-0113.c1	A02-0113	CP13	C04	
A02-0114.c1	A02-0114	CP13	D01	
A01-0037.c1	A01-0037	CP13	D02	
A01-0038.c1	A01-0038	CP13	D03	
A01-0039.c1	A01-0039	CP13	D04	
A02-0115.c1	A02-0115	CP16	A03	
A02-0116.c1	A02-0116	CP16	A04	
A02-0117.c1	A02-0117	CP16	A05	
A02-0118.c1	A02-0118	CP16	A06	
B01-0001.c1	B01-0001	CP16	B01	
B01-0002.c1	B01-0002	CP16	B02	
B01-0006.c1	B01-0006	CP16	B03	
A03-0002.c1	A03-0002	CP16	B04	
A03-0010.c1	A03-0010	CP16	B05	
A03-0011.c1	A03-0011	CP16	B06	
A03-0028.c1	A03-0028	CP16	C01	
A03-0029.c1	A03-0029	CP16	C02	
A03-0030.c1	A03-0030	CP16	C03	
A02-0119.c1	A02-0119	CP16	C04	
A02-0120.c1	A02-0120	CP16	C05	
A02-0121.c1	A02-0121	CP16	C06	
A02-0122.c1	A02-0122	CP68	C06	
A02-0123.c1	A02-0123	CP16	D02	
F01-0025.c1	F01-0025	CP16	D03	
A01-0040.c1	A01-0040	CP17	A01	
A01-0041.c1	A01-0041	CP17	A02	
A01-0042.c1	A01-0042	CP17	A03	
A01-0043.c1	A01-0043	CP17	A04	
A01-0044.c1	A01-0044	CP17	A05	
A01-0047.c1	A01-0047	CP17	A06	
A03-0024.c1	A03-0024	CP17	B01	
A02-0124.c1	A02-0124	CP17	B02	
A02-0125.c1	A02-0125	CP17	B03	
A02-0126.c1	A02-0126	CP17	B04	
A02-0127.c1	A02-0127	CP17	B05	
B01-0003.c1	B01-0003	CP17	B06	
B01-0004.c1	B01-0004	CP17	C01	
B01-0011.c1	B01-0011	CP17	C02	
A02-0128.c1	A02-0128	CP17	C03	
A03-0026.c1	A03-0026	CP17	C04	
A02-0129.c1	A02-0129	CP17	C05	
A03-0027.c1	A03-0027	CP17	C06	
A03-0021.c1	A03-0021	CP17	D01	
A03-0019.c1	A03-0019	CP17	D02	
C01-0005.c1	C01-0005	CP17	D03	
C01-0006.c1	C01-0006	CP17	D04	
C01-0007.c1	C01-0007	CP17	D05	
C01-0008.c1	C01-0008	CP17	D06	
F01-0001.c1	F01-0001	CP18	A01	
F01-0021.c1	F01-0021	CP18	A02	
A02-0130.c1	A02-0130	CP18	A03	
A02-0131.c1	A02-0131	CP18	A04	
A02-0132.c1	A02-0132	CP18	A05	
A02-0133.c1	A02-0133	CP18	A06	
B01-0005.c1	B01-0005	CP19	A01	
B01-0010.c1	B01-0010	CP19	A02	
B01-0008.c1	B01-0008	CP19	A04	
A01-0048.c1	A01-0048	CP19	A05	
A01-0049.c1	A01-0049	CP19	A06	
A01-0050.c1	A01-0050	CP19	B01	
A01-0045.c1	A01-0045	CP19	B02	
A02-0134.c1	A02-0134	CP19	B03	
A02-0135.c1	A02-0135	CP19	B04	
A02-0136.c1	A02-0136	CP19	B05	
A02-0138.c1	A02-0138	CP19	C01	
H01-0001.c1	H01-0001	CP19	C02	
H01-0002.c1	H01-0002	CP19	C03	
H01-0003.c1	H01-0003	CP19	C04	
F01-0016.c1	F01-0016	CP19	C05	
C01-0011.c1	C01-0011	CP19	C06	
C01-0012.c1	C01-0012	CP19	D01	
C01-0009.c1	C01-0009	CP19	D02	
C01-0010.c1	C01-0010	CP19	D03	
F01-0011.c1	F01-0011	CP19	D04	
F01-0006.c1	F01-0006	CP20	A01	
A02-0139.c1	A02-0139	CP20	A02	
A02-0140.c1	A02-0140	CP20	A03	
A02-0141.c1	A02-0141	CP20	A04	
A02-0142.c1	A02-0142	CP20	A05	
A01-0051.c1	A01-0051	CP20	A06	
A01-0052.c1	A01-0052	CP20	B01	
A01-0053.c1	A01-0053	CP20	B02	
A01-0054.c1	A01-0054	CP20	B03	
A01-0055.c1	A01-0055	CP20	B04	
B01-0012.c1	B01-0012	CP21	A01	
B01-0007.c1	B01-0007	CP21	A02	
B01-0014.c1	B01-0014	CP21	A03	
A03-0013.c1	A03-0013	CP21	A04	
A03-0014.c1	A03-0014	CP21	B01	
A03-0016.c1	A03-0016	CP21	B02	
A03-0017.c1	A03-0017	CP21	B03	
A03-0031.c1	A03-0031	CP21	B04	
A03-0032.c1	A03-0032	CP21	C01	
A03-0033.c1	A03-0033	CP21	C02	
A02-0157.c1	A02-0157	CP21	C03	
A02-0158.c1	A02-0158	CP21	C04	
A02-0159.c1	A02-0159	CP21	D01	
A02-0160.c1	A02-0160	CP21	D02	
A03-0034.c1	A03-0034	CP21	D03	
A03-0035.c1	A03-0035	CP21	D04	
A03-0036.c1	A03-0036	CP21	D05	
A02-0147.c1	A02-0147	CP22	A01	
A02-0148.c1	A02-0148	CP22	A02	
A02-0149.c1	A02-0149	CP22	A03	
A02-0150.c1	A02-0150	CP22	A04	
A02-0199.c1	A02-0199	CP22	A05	
A01-0056.c1	A01-0056	CP22	A06	
A01-0057.c1	A01-0057	CP22	B01	
A01-0058.c1	A01-0058	CP22	B02	
B01-0015.c1	B01-0015	CP22	B03	
B01-0025.c1	B01-0025	CP22	B04	
B01-0013.c1	B01-0013	CP22	B05	
F01-0012.c1	F01-0012	CP22	B06	
F01-0020.c1	F01-0020	CP22	C01	
H01-0007.c1	H01-0007	CP22	C05	
H01-0008.c1	H01-0008	CP22	C06	
H01-0009.c1	H01-0009	CP22	D01	
C01-0013.c1	C01-0013	CP22	D02	
C01-0014.c1	C01-0014	CP22	D03	
C01-0015.c1	C01-0015	CP22	D04	
C01-0016.c1	C01-0016	CP22	D05	
G01-0002.c1	G01-0002	CP23	A01	
G01-0003.c1	G01-0003	CP23	A02	
A02-0161.c1	A02-0161	CP23	A03	
A02-0162.c1	A02-0162	CP23	A04	
A02-0163.c1	A02-0163	CP23	B01	
A02-0164.c1	A02-0164	CP23	B02	
A02-0165.c1	A02-0165	CP23	B03	
F01-0010.c1	F01-0010	CP23	B04	
G02-0001.c1	G02-0001	CP24	A04	
G02-0002.c1	G02-0002	CP24	B01	
G01-0004.c1	G01-0004	CP24	B03	
G01-0005.c1	G01-0005	CP24	B04	
A02-0166.c1	A02-0166	CP24	C01	
A02-0168.c1	A02-0168	CP24	C02	
A02-0167.c1	A02-0167	CP24	C03	
A02-0169.c1	A02-0169	CP24	C04	
B01-0021.c1	B01-0021	CP24	D02	
B01-0022.c1	B01-0022	CP24	D03	
A02-0170.c1	A02-0170	CP25	A01	
A02-0171.c1	A02-0171	CP25	A02	
A02-0172.c1	A02-0172	CP25	A03	
A02-0173.c1	A02-0173	CP25	A04	
G01-0051.c1	G01-0051	CP25	A05	
G01-0052.c1	G01-0052	CP25	A06	
G01-0053.c1	G01-0053	CP25	B01	
H01-0010.c1	H01-0010	CP25	B02	
H01-0011.c1	H01-0011	CP25	B03	
H01-0012.c1	H01-0012	CP25	B04	
H01-0013.c1	H01-0013	CP25	B05	
H01-0014.c1	H01-0014	CP25	B06	
H01-0015.c1	H01-0015	CP25	C01	
H01-0016.c1	H01-0016	CP25	C02	
B01-0020.c1	B01-0020	CP25	C03	
B01-0017.c1	B01-0017	CP25	C04	
A03-0037.c1	A03-0037	CP25	C05	
A03-0038.c1	A03-0038	CP25	C06	
A03-0018.c1	A03-0018	CP25	D01	
A03-0020.c1	A03-0020	CP25	D02	
C01-0017.c1	C01-0017	CP25	D03	
C01-0018.c1	C01-0018	CP25	D04	
C01-0019.c1	C01-0019	CP25	D05	
C01-0020.c1	C01-0020	CP25	D06	
A03-0039.c1	A03-0039	CP26	A01	
A03-0040.c1	A03-0040	CP26	A02	
A03-0041.c1	A03-0041	CP26	A03	
A03-0042.c1	A03-0042	CP26	A04	
A03-0023.c1	A03-0023	CP26	B01	
A02-0174.c1	A02-0174	CP26	B02	
A02-0175.c1	A02-0175	CP26	B03	
A02-0176.c1	A02-0176	CP26	B04	
F01-0015.c1	F01-0015	CP26	C01	
H01-0004.c1	H01-0004	CP26	C02	
H01-0005.c1	H01-0005	CP26	C03	
H01-0006.c1	H01-0006	CP26	C04	
A01-0059.c1	A01-0059	CP26	D01	
A01-0060.c1	A01-0060	CP26	D02	
A01-0061.c1	A01-0061	CP26	D03	
G02-0007.c1	G02-0007	CP26	D04	
B01-0016.c1	B01-0016	CP26	D05	
G01-0001.c1	G01-0001	CP26	D06	
A01-0101.c1	A01-0101	CP27	A01	
A01-0062.c1	A01-0062	CP27	A02	
A01-0063.c1	A01-0063	CP27	A03	
A01-0064.c1	A01-0064	CP27	A04	
A01-0065.c1	A01-0065	CP27	B01	
A01-0066.c1	A01-0066	CP27	B02	
G01-0054.c1	G01-0054	CP27	B03	
G01-0055.c1	G01-0055	CP27	B04	
B01-0023.c1	B01-0023	CP27	C01	
B01-0018.c1	B01-0018	CP27	C02	
A02-0178.c1	A02-0178	CP27	C03	
A02-0179.c1	A02-0179	CP27	C04	
A02-0180.c1	A02-0180	CP27	D01	
A02-0177.c1	A02-0177	CP27	D02	
A01-0067.c1	A01-0067	CP28	A01	
A02-0186.c1	A02-0186	CP28	A02	
A01-0069.c1	A01-0069	CP28	A03	
A02-0181.c1	A02-0181	CP28	A04	
A02-0182.c1	A02-0182	CP28	A05	
A02-0183.c1	A02-0183	CP28	A06	
A02-0184.c1	A02-0184	CP28	B01	
A02-0185.c1	A02-0185	CP28	B02	
A01-0068.c1	A01-0068	CP28	B03	
A02-0187.c1	A02-0187	CP28	B04	
A02-0188.c1	A02-0188	CP28	B05	
A02-0189.c1	A02-0189	CP28	B06	
B01-0009.c1	B01-0009	CP28	C01	
B01-0019.c1	B01-0019	CP28	C01	
B01-0024.c1	B01-0024	CP28	C02	
G01-0056.c1	G01-0056	CP28	C03	
G01-0057.c1	G01-0057	CP28	C04	
G01-0058.c1	G01-0058	CP28	C05	
H01-0017.c1	H01-0017	CP28	C06	
H01-0018.c1	H01-0018	CP28	D01	
H01-0024.c1	H01-0024	CP28	D02	
H01-0019.c1	H01-0019	CP28	D03	
H01-0021.c1	H01-0021	CP28	D04	
H01-0022.c1	H01-0022	CP28	D05	
H01-0020.c1	H01-0020	CP28	D06	
G02-0011.c1	G02-0011	CP29	A01	
G02-0003.c1	G02-0003	CP29	A02	
G02-0004.c1	G02-0004	CP29	A03	
G02-0008.c1	G02-0008	CP29	A04	
B01-0061.c1	B01-0061	CP29	B01	
B01-0071.c1	B01-0071	CP29	B02	
C01-0025.c1	C01-0025	CP29	B03	
C01-0024.c1	C01-0024	CP29	B04	
C01-0023.c1	C01-0023	CP29	C01	
C01-0022.c1	C01-0022	CP29	C02	
A01-0070.c1	A01-0070	CP29	C03	
A01-0071.c1	A01-0071	CP29	C04	
A01-0072.c1	A01-0072	CP29	C05	
A03-0052.c1	A03-0052	CP30	A01	
A03-0050.c1	A03-0050	CP30	A02	
A03-0048.c1	A03-0048	CP30	A03	
A01-0102.c1	A01-0102	CP30	A04	
A01-0103.c1	A01-0103	CP30	A05	
A03-0103.c1	A03-0103	CP30	A05	
A03-0044.c1	A03-0044	CP30	A06	
A03-0108.c1	A03-0108	CP30	B05	
A02-0193.c1	A02-0193	CP30	B06	
A02-0192.c1	A02-0192	CP30	C01	
A02-0190.c1	A02-0190	CP30	C03	
A02-0191.c1	A02-0191	CP30	C03	
A03-0101.c1	A03-0101	CP30	C04	
G01-0059.c1	G01-0059	CP31	A01	
G01-0060.c1	G01-0060	CP31	B01	
G01-0061.c1	G01-0061	CP31	C01	
A01-0073.c1	A01-0073	CP31	D01	
A01-0074.c1	A01-0074	CP31	A02	
A01-0075.c1	A01-0075	CP31	B02	
A02-0194.c1	A02-0194	CP31	C02	
A02-0195.c1	A02-0195	CP31	D02	
A02-0196.c1	A02-0196	CP31	A03	
A02-0197.c1	A02-0197	CP31	B03	
A02-0198.c1	A02-0198	CP31	C03	
A02-0201.c1	A02-0201	CP31	D03	
A02-0203.c1	A02-0203	CP31	A04	
A02-0200.c1	A02-0200	CP31	B04	
A02-0202.c1	A02-0202	CP31	C04	
C01-0026.c1	C01-0026	CP31	D04	
C01-0027.c1	C01-0027	CP31	A05	
C01-0028.c1	C01-0028	CP31	B05	
C01-0029.c1	C01-0029	CP31	C05	
B01-0072.c1	B01-0072	CP31	D05	
B01-0073.c1	B01-0073	CP31	A06	
B01-0066.c1	B01-0066	CP31	B06	
E01-0001.c1	E01-0001	CP31	C06	
E01-0002.c1	E01-0002	CP31	D06	
A01-0076.c1	A01-0076	CP32	A01	
A01-0077.c1	A01-0077	CP32	A02	
A01-0078.c1	A01-0078	CP32	A03	
G01-0062.c1	G01-0062	CP32	A04	
G01-0063.c1	G01-0063	CP32	A05	
G01-0064.c1	G01-0064	CP32	A06	
G01-0065.c1	G01-0065	CP32	B01	
G02-0006.c1	G02-0006	CP32	B02	
G02-0012.c1	G02-0012	CP32	B03	
H01-0025.c1	H01-0025	CP32	B06	
H01-0023.c1	H01-0023	CP32	C01	
H01-0026.c1	H01-0026	CP32	C02	
H01-0027.c1	H01-0027	CP32	C03	
I01-0002.c1	I01-0002	CP32	C04	
I01-0003.c1	I01-0003	CP32	C05	
A02-0204.c1	A02-0204	CP32	C06	
A02-0205.c1	A02-0205	CP32	D01	
A02-0206.c1	A02-0206	CP32	D02	
A02-0207.c1	A02-0207	CP32	D03	
F01-0022.c1	F01-0022	CP32	D04	
B01-0056.c1	B01-0056	CP32	D05	
B01-0051.c1	B01-0051	CP32	D06	
E01-0026.c1	E01-0026	CP63	A01	
E01-0051.c1	E01-0051	CP63	A02	
E01-0052.c1	E01-0052	CP63	A03	
G01-0031.c1	G01-0031	CP63	A04	
G01-0032.c1	G01-0032	CP63	A05	
G01-0036.c1	G01-0036	CP63	A06	
G01-0042.c1	G01-0042	CP63	B01	
G01-0076.c1	G01-0076	CP63	B02	
H01-0071.c1	H01-0071	CP63	B03	
H01-0072.c1	H01-0072	CP63	B04	
H01-0074.c1	H01-0074	CP63	B05	
H01-0075.c1	H01-0075	CP63	B06	
H01-0102.c1	H01-0102	CP63	C01	
H01-0103.c1	H01-0103	CP63	C02	
E02-0086.c1	E02-0086	CP63	C03	
E02-0097.c1	E02-0097	CP63	C04	
E02-0098.c1	E02-0098	CP63	C05	
E02-0099.c1	E02-0099	CP63	C06	
E02-0100.c1	E02-0100	CP63	D01	
E02-0091.c1	E02-0091	CP63	D02	
A02-0297.c1	A02-0297	CP63	D03	
A02-0298.c1	A02-0298	CP63	D04	
A02-0299.c1	A02-0299	CP63	D05	
A02-0300.c1	A02-0300	CP63	D06	
G01-0066.c1	G01-0066	CP33	A01	
G01-0067.c1	G01-0067	CP33	A02	
G01-0068.c1	G01-0068	CP33	A03	
E01-0003.c1	E01-0003	CP33	A04	
E01-0004.c1	E01-0004	CP33	A05	
E01-0005.c1	E01-0005	CP33	A06	
F01-0024.c1	F01-0024	CP33	B01	
F01-0019.c1	F01-0019	CP33	B02	
B01-0067.c1	B01-0067	CP33	B03	
B01-0062.c1	B01-0062	CP33	B04	
A03-0047.c1	A03-0047	CP33	B05	
A03-0056.c1	A03-0056	CP33	B06	
A03-0058.c1	A03-0058	CP33	C01	
A03-0109.c1	A03-0109	CP33	C02	
A03-0060.c1	A03-0060	CP33	C03	
A03-0055.c1	A03-0055	CP33	C04	
A02-0208.c1	A02-0208	CP33	C05	
A02-0209.c1	A02-0209	CP33	C06	
A02-0210.c1	A02-0210	CP33	D01	
A02-0211.c1	A02-0211	CP33	D02	
C01-0030.c1	C01-0030	CP33	D03	
C01-0031.c1	C01-0031	CP33	D04	
C01-0032.c1	C01-0032	CP33	D05	
C01-0033.c1	C01-0033	CP33	D06	
A01-0079.c1	A01-0079	CP34	A01	
A01-0080.c1	A01-0080	CP34	A02	
A01-0081.c1	A01-0081	CP34	A03	
A02-0212.c1	A02-0212	CP34	A04	
I01-0004.c1	I01-0004	CP34	B01	
I01-0005.c1	I01-0005	CP34	B02	
E02-0001.c1	E02-0001	CP34	B03	
E02-0002.c1	E02-0002	CP34	B04	
E02-0003.c1	E02-0003	CP34	C01	
E02-0004.c1	E02-0004	CP34	C02	
B01-0057.c1	B01-0057	CP34	C03	
B01-0052.c1	B01-0052	CP34	C04	
G01-0069.c1	G01-0069	CP34	D01	
G01-0070.c1	G01-0070	CP34	D02	
A01-0082.c1	A01-0082	CP34	D03	
A01-0083.c1	A01-0083	CP34	D04	
A01-0084.c1	A01-0084	CP34	A06	
A02-0214.c1	A02-0214	CP34	C06	
A02-0215.c1	A02-0215	CP34	D06	
H01-0028.c1	H01-0028	CP35	A01	
H01-0029.c1	H01-0029	CP35	A02	
H01-0030.c1	H01-0030	CP35	A03	
H01-0032.c1	H01-0032	CP35	A04	
H01-0033.c1	H01-0033	CP35	B01	
H01-0034.c1	H01-0034	CP35	B02	
H01-0035.c1	H01-0035	CP35	B03	
F01-0023.c1	F01-0023	CP35	B04	
A01-0086.c1	A01-0086	CP35	C01	
A01-0087.c1	A01-0087	CP35	C02	
G01-0025.c1	G01-0025	CP35	C03	
G01-0029.c1	G01-0029	CP35	C04	
G01-0030.c1	G01-0030	CP35	D01	
G02-0013.c1	G02-0013	CP35	D02	
G02-0017.c1	G02-0017	CP35	D03	
G02-0021.c1	G02-0021	CP35	D04	
A03-0066.c1	A03-0066	CP35	A01	
A03-0064.c1	A03-0064	CP35	A02	
A03-0063.c1	A03-0063	CP35	A03	
A03-0071.c1	A03-0071	CP35	A04	
A03-0072.c1	A03-0072	CP35	A05	
A03-0079.c1	A03-0079	CP35	A06	
A03-0068.c1	A03-0068	CP35	B01	
A03-0074.c1	A03-0074	CP35	B02	
A03-0076.c1	A03-0076	CP35	B05	
A03-0080.c1	A03-0080	CP35	B06	
A03-0090.c1	A03-0090	CP35	C02	
A01-0085.c1	A01-0085	CP36	A01	
C01-0034.c1	C01-0034	CP36	A02	
C01-0035.c1	C01-0035	CP36	A03	
C01-0036.c1	C01-0036	CP36	A04	
C01-0037.c1	C01-0037	CP36	B01	
I01-0006.c1	I01-0006	CP36	B02	
I01-0007.c1	I01-0007	CP36	B03	
E01-0006.c1	E01-0006	CP36	B04	
A02-0219.c1	A02-0219	CP36	D02	
B01-0063.c1	B01-0063	CP36	D03	
B01-0068.c1	B01-0068	CP36	D04	
B01-0074.c1	B01-0074	CP37	A01	
A01-0088.c1	A01-0088	CP37	A02	
A01-0089.c1	A01-0089	CP37	A03	
A01-0090.c1	A01-0090	CP37	A04	
E02-0005.c1	E02-0005	CP37	B01	
E02-0006.c1	E02-0006	CP37	B02	
E02-0007.c1	E02-0007	CP37	B03	
E02-0008.c1	E02-0008	CP37	B04	
G01-0027.c1	G01-0027	CP37	C01	
F01-0028.c1	F01-0028	CP37	C02	
B01-0058.c1	B01-0058	CP37	C03	
B01-0053.c1	B01-0053	CP37	C04	
A02-0221.c1	A02-0221	CP37	D01	
A02-0222.c1	A02-0222	CP37	D02	
A02-0223.c1	A02-0223	CP37	D03	
A02-0224.c1	A02-0224	CP37	D04	
E01-0007.c1	E01-0007	CP38	A01	
A02-0216.c1	A02-0216	CP38	A02	
A02-0217.c1	A02-0217	CP38	A03	
A02-0218.c1	A02-0218	CP38	A04	
A02-0220.c1	A02-0220	CP38	B01	
A01-0091.c1	A01-0091	CP38	B02	
A01-0092.c1	A01-0092	CP38	B03	
A01-0093.c1	A01-0093	CP38	B04	
A02-0226.c1	A02-0226	CP38	C01	
A02-0227.c1	A02-0227	CP38	C02	
A02-0228.c1	A02-0228	CP38	C03	
A02-0229.c1	A02-0229	CP38	C04	
G01-0021.c1	G01-0021	CP38	D01	
G01-0022.c1	G01-0022	CP38	D02	
G01-0026.c1	G01-0026	CP38	D03	
H01-0031.c1	H01-0031	CP38	D05	
H01-0036.c1	H01-0036	CP39	A01	
H01-0037.c1	H01-0037	CP39	A02	
H01-0038.c1	H01-0038	CP39	A03	
H01-0040.c1	H01-0040	CP39	A04	
H01-0041.c1	H01-0041	CP39	B01	
H01-0042.c1	H01-0042	CP39	B02	
H01-0045.c1	H01-0045	CP39	B03	
E02-0009.c1	E02-0009	CP39	B04	
E02-0010.c1	E02-0010	CP39	C01	
E02-0011.c1	E02-0011	CP39	C02	
E01-0008.c1	E01-0008	CP39	C03	
E01-0009.c1	E01-0009	CP39	C04	
E01-0010.c1	E01-0010	CP39	D01	
B01-0064.c1	B01-0064	CP39	D02	
B01-0075.c1	B01-0075	CP39	D03	
B01-0069.c1	B01-0069	CP39	D04	
I01-0008.c1	I01-0008	CP40	A01	
I01-0048.c1	I01-0048	CP40	A02	
A02-0230.c1	A02-0230	CP40	A03	
A02-0232.c1	A02-0232	CP40	A04	
A02-0225.c1	A02-0225	CP40	B01	
A02-0231.c1	A02-0231	CP40	B02	
C01-0042.c1	C01-0042	CP40	B03	
C01-0041.c1	C01-0041	CP40	B04	
