assay_id	sample_id	collection_start_datetime	collection_end_datetime	event_type	sample_flow	sample_qc	location_id	target	target_genetic_locus	lab_id	target_copies_per_l	target_copies_per_ld	target_copies_per_ldcap	target_copies_flownorm	target_copies_fn_per_cap	target_per_capita_basis	nc_copies_per_rxn	pc_copies_per_rxn	target_result_validated	z	is.outlier	is.extreme
A01-1238.a2	A01-1238	05/03/2025 12:00 AM	05/04/2025 12:00 AM	Routine Surveillance	13.9	Pass	StarCityWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	10753.0821114779	10753.0821114779	22.2502112884412	565797.061322971	1170.74379515596	100	0.314929932355881	NA	yes	0.857651846245637	FALSE	FALSE
E01-0608.a4	E01-0608	03/27/2025 08:00 AM	03/28/2025 09:00 AM	Routine Surveillance	4.511	Pass	PrincetonWWTP-01	SARS-CoV-2	SC2	ZooWVU	249	249	0.691666666666667	4251.92014299	11.8108892860833	100	0.59578999876976	621.494064331054	yes	-0.605429990733568	FALSE	FALSE
T01-0307.a1	T01-0307	05/19/2025 07:25 AM	05/19/2025 07:30 AM	Routine Surveillance	0.25	Pass	PointPleasantWWTP-01	SARS-CoV-2	SC2	ZooWVU	18646.7793211341	18646.7793211341	338.110232477499	17646.4262275035	319.971463780663	100	0	NA	yes	-0.14672292877109	FALSE	FALSE
A01-1243.a4	A01-1243	05/09/2025 12:00 AM	05/10/2025 12:00 AM	Routine Surveillance	9.6	Pass	StarCityWWTP-01	Respiratory Syncitial Virus, Bovine	Other	ZooWVU	307356.235384941	307356.235384941	635.979629583143	11169305.9230897	23111.4590363551	100	0	NA	yes	NA	NA	NA
L01-0484.a3	L01-0484	07/24/2023 9:00	07/25/2023 9:00	Routine Surveillance	0.18	Pass	WestUnionWWTP-01	Human	RNase P	ZooWVU	816	816	144.68085106383	556.0010208	98.5817412765957	100	NA	NA	Missing controls: HEX	NA	NA	NA
P01-0042.a1	P01-0042	03/15/2022 10:40	03/16/2022 10:40	Routine Surveillance	0.239	Pass	StMarysWWTP-01	SARS-CoV-2	N1	ZooWVU	3429.9081675	3429.9081675	118.599867479253	3103.08247364435	107.298840720759	100	0	5341.848374	yes	NA	NA	NA
A03-0272.a1	A03-0272	03/30/2022 6:00	03/30/2022 14:00	Routine Surveillance	NA	Pass	SuncrestES-01	SARS-CoV-2	N1	ZooWVU	10810.359118125	32431.077354375	6297.29657366505	NA	NA	100	0	6790.800476	yes	NA	NA	NA
L01-0556.a1	L01-0556	07/28/2024 08:00 AM	07/29/2024 08:00 AM	Routine Surveillance	0.162	Pass	WestUnionWWTP-01	Influenza Virus B	NEP/NS1	ZooWVU	49257.9728364945	49257.9728364945	8733.68312703802	30206.7829187091	5355.8125742392	100	73.3431553840637	163.106288909912	NTC above threshold	NA	NA	NA
H01-0565.a2	H01-0565	04/24/2023 8:00	04/25/2023 8:00	Routine Surveillance	1.3	Pass	MoundsvilleWWTP-01	SARS-CoV-2	N2	ZooWVU	445817.4651375	445817.4651375	3715.1455428125	2193882.45791799	18282.3538159832	100	0	886.5565492	yes	-0.0382121689015201	FALSE	FALSE
A01-0215.a1	A01-0215	03/30/2022 0:00	03/31/2022 0:00	Routine Surveillance	9.3	Pass	StarCityWWTP-01	SARS-CoV-2	N1	ZooWVU	131279.5584075	131279.5584075	271.642853847666	4621606.66467941	9563.00005106648	100	0	0	yes	NA	NA	NA
O01-0581.a2	O01-0581	10/19/2025 08:00 AM	10/20/2025 08:00 AM	Routine Surveillance	1.86	Pass	GraftonWWTP-01	Influenza Virus A	M	ZooWVU	1023	1023	16.8506012189096	7202.8024398	118.642767909735	100	3.68109732866288	NA	yes	-0.333056413603791	FALSE	FALSE
E02-0114.a1	E02-0114	04/25/2022 8:00	04/26/2022 8:00	Routine Surveillance	0.121	Pass	AthensWWTP-01	SARS-CoV-2	N1	ZooWVU	21544.158508125	21544.158508125	901.052216985571	9867.97024004721	412.713100796621	100	0	635.0533008	yes	NA	NA	NA
O01-0043.a2	O01-0043	03/02/2022 9:00	03/03/2022 9:00	Routine Surveillance	1.71	Pass	GraftonWWTP-01	SARS-CoV-2	N2	ZooWVU	17226.8790075	17226.8790075	283.756860607808	111510.468109065	1836.77265868992	100	0	6367.37938	yes	-0.0454221110375713	FALSE	FALSE
A02-0324.a1	A02-0324	02/02/2022 9:00	02/04/2022 9:00	Routine Surveillance	NA	Pass	HonorsSummit-01	SARS-CoV-2	N1	ZooWVU	76769.308895625	38384.6544478125	4391.83689334239	NA	NA	100	0	9178.845214	yes	NA	NA	NA
A02-0470.a2	A02-0470	04/23/2022 9:00	04/25/2022 9:00	Routine Surveillance	NA	Pass	NorthHighSt-02	SARS-CoV-2	N2	ZooWVU	2051	1025.5	NA	NA	NA	100	0	889.7789956	yes	-0.4484224753666	FALSE	FALSE
A01-1321.a1	A01-1321	08/06/2025 12:00 AM	08/07/2025 12:00 AM	Routine Surveillance	7.9	Pass	StarCityWWTP-01			ZooWVU	1516	1516	3.13689786459196	45335.584324	93.8081119102798	100	NA	NA	Missing controls:	NA	NA	NA
O01-0190.a2	O01-0190	12/15/2022 6:00	12/16/2022 6:00	Routine Surveillance	2.16	Pass	GraftonWWTP-01	SARS-CoV-2	N2	ZooWVU	117662.9358525	117662.9358525	1938.11457507	962069.30065169	15846.96591421	100	0	665.3984068	yes	-0.0432129295013548	FALSE	FALSE
Q01-0131.a2	Q01-0131	09/19/2022 8:00	09/20/2022 8:00	Routine Surveillance	0.278	Pass	MadisonWWTP-01	SARS-CoV-2	N2	ZooWVU	1564492.8360375	1564492.8360375	34346.7142928101	1646384.61775719	36144.5580188187	100	0	1274.6076204	yes	0.734977355877003	FALSE	FALSE
N02-0273.a1	N02-0273	04/12/2023 7:00	04/13/2023 7:00	Routine Surveillance	7.012	Pass	ClarksburgWWTP-01	SARS-CoV-2	N1	ZooWVU	184024.5106875	184024.5106875	694.484529728659	4884616.85968701	18433.9076899653	100	0	745.4829408	yes	NA	NA	NA
A01-0862.a1	A01-0862	04/20/2024 12:00 AM	04/21/2024 12:00 AM	Routine Surveillance	9.1	Pass	StarCityWWTP-01	Human Norovirus GII	ORF1_2	ZooWVU	7455661.38267517	7455661.38267517	15427.2086216586	256826889.906791	531424.619075466	100	NA	NA	Missing controls: all	NA	NA	NA
O01-0291.a1	O01-0291	04/04/2023 6:00	04/05/2023 6:00	Routine Surveillance	1.81	Pass	GraftonWWTP-01	SARS-CoV-2	N1	ZooWVU	17194.616900625	17194.616900625	283.225447218333	117810.501318849	1940.5452366801	100	0	996.2402344	yes	NA	NA	NA
E01-0190.a3	E01-0190	10/12/2022 8:20	10/13/2022 8:20	Routine Surveillance	1.965	Pass	PrincetonWWTP-01	Human	RNase P	ZooWVU	37031.342296875	37031.342296875	102.864839713542	275451.368417487	765.142690048574	100	NA	NA	Missing controls: HEX	NA	NA	NA
S01-0041.a1	S01-0041	03/29/2022 6:00	03/30/2022 6:00	Routine Surveillance	0.737	Pass	FollansbeeWWTP-01	SARS-CoV-2	N1	ZooWVU	438	438	6.77179962894249	1221.95306046	18.8922860306122	100	0	1202.0139694	yes	NA	NA	NA
A01-1258.a3	A01-1258	05/28/2025 12:00 AM	05/29/2025 12:00 AM	Routine Surveillance	14.9	Pass	StarCityWWTP-01	Influenza Virus A	M	ZooWVU	8531.83292783796	8531.83292783796	17.6540161559302	481217.63668217	995.732570522616	100	88.504327138265	NA	NTC above threshold	NA	NA	NA
B01-0471.a1	B01-0471	04/12/2023 7:00	04/13/2023 7:00	Routine Surveillance	7.59	Pass	CharlestonWWTP-01	SARS-CoV-2	N1	ZooWVU	783181.739925	783181.739925	1566.36347985	22501799.6850829	45003.5993701657	100	0	813.7886048	yes	NA	NA	NA
A02-0995.a3	A02-0995	01/28/2023 9:00	01/30/2023 9:00	Routine Surveillance	NA	Pass	HonorsSummit-01	Human	RNase P	ZooWVU	990790.890525	495395.4452625	56681.4010597826	NA	NA	100	NA	NA	Missing controls: HEX	NA	NA	NA
A03-0191.a2	A03-0191	01/24/2022 6:00	01/24/2022 14:00	Routine Surveillance	NA	Pass	SuncrestES-01	SARS-CoV-2	N2	ZooWVU	12916.196971875	38748.590915625	7523.99823604369	NA	NA	100	0	7913.324738	yes	0.414360702940767	FALSE	FALSE
R02-0344.a1	R02-0344	07/20/2023 6:00	07/21/2023 6:00	Routine Surveillance	3.0701	Pass	ElkinsWWTP-01	SARS-CoV-2	N1	ZooWVU	233	233	1.7710550319246	2707.829827153	20.5824705621237	100	16.43771172	NA	NTC above threshold	NA	NA	NA
E01-0018.a1	E01-0018	12/08/2021 9:30	12/09/2021 9:30	Routine Surveillance	1.653	Pass	PrincetonWWTP-01	SARS-CoV-2	N1	ZooWVU	149371.508353125	149371.508353125	414.920856536458	934659.75957206	2596.27710992239	100	0	7374.529266	yes	NA	NA	NA
R02-0082.a3	R02-0082	08/26/2022 6:00	08/27/2022 6:00	Routine Surveillance	1.7854	Pass	ElkinsWWTP-01	Human	RNase P	ZooWVU	25059.9760425	25059.9760425	190.483247510642	169367.121694771	1287.37550695326	100	NA	NA	Missing controls: HEX	NA	NA	NA
A01-0903.a3	A01-0903	05/31/2024 12:00 AM	06/01/2024 12:00 AM	Routine Surveillance	7.3	Pass	StarCityWWTP-01	Influenza Virus B	NEP/NS1	ZooWVU	78471.056520939	78471.056520939	162.37182693457	2168429.39107397	4486.90074299365	100	167.652492523193	NA	NTC above threshold	NA	NA	NA
N02-0606.a5	N02-0606	08/24/2025 07:00 AM	08/25/2025 07:00 AM	Routine Surveillance	8.73	Pass	ClarksburgWWTP-01	Respiratory Syncitial Virus, Bovine	Other	ZooWVU	177291.194200516	177291.194200516	669.073870482738	5858876.37289876	22110.6361721592	100	0.466662898659706	NA	yes	NA	NA	NA
A03-0290.a1	A03-0290	03/30/2022 6:00	03/30/2022 14:00	Routine Surveillance	NA	Pass	NorthES-01	SARS-CoV-2	N1	ZooWVU	2480	7440	1081.39534883721	NA	NA	100	0	6790.800476	yes	NA	NA	NA
A01-0249.a2	A01-0249	05/09/2022 0:00	05/10/2022 0:00	Routine Surveillance	10.9	Pass	StarCityWWTP-01	SARS-CoV-2	N2	ZooWVU	804	804	1.66363184903162	33173.819076	68.6430621503063	100	NA	NA	Missing controls: all	-0.0404095435940457	FALSE	FALSE
R02-0516.a1	R02-0516	01/05/2025 08:00 AM	01/06/2025 08:00 AM	Routine Surveillance	4.02	Pass	ElkinsWWTP-01	SARS-CoV-2	SC2	ZooWVU	10862.5601045787	10862.5601045787	82.5673464926933	165299.359454803	1256.45606152936	100	NA	NA	Missing controls: all	-0.396078812205196	FALSE	FALSE
D01-0560.a5	D01-0560	02/03/2025 07:00 AM	02/04/2025 07:00 AM	Routine Surveillance	1.06	Pass	CharlesTownWWTP-01	SARS-CoV-2	SC2	ZooWVU	799638.175964357	799638.175964357	4703.75397626093	3208575.84853787	18873.9755796345	100	0	445.798416137696	yes	-0.0266796200787901	FALSE	FALSE
H01-0511.a2	H01-0511	03/01/2023 8:00	03/02/2023 8:00	Routine Surveillance	1.9	Pass	MoundsvilleWWTP-01	SARS-CoV-2	N2	ZooWVU	322899.908439375	322899.908439375	2690.83257032812	2322386.23057044	19353.218588087	100	0	1216.6843416	yes	-0.0261179391033569	FALSE	FALSE
A01-0261.a1	A01-0261	05/29/2022 0:00	05/30/2022 0:00	Routine Surveillance	7.5	Pass	StarCityWWTP-01	SARS-CoV-2	N1	ZooWVU	387962.4117	387962.4117	802.769433247807	11014475.9465497	22791.0858023294	100	0	215.0277614	yes	NA	NA	NA
A01-0878.a4	A01-0878	05/08/2024 12:00 AM	05/08/2024 11:59 PM	Routine Surveillance	8.5	Pass	StarCityWWTP-01	SARS-CoV-2	N2	ZooWVU	756	756	1.56431054461182	24325.04466	50.3332326187717	100	1.28447557489077	NA	yes	-0.0404184428862576	FALSE	FALSE
K01-0397.a5	K01-0397	04/01/2024 06:00 AM	04/02/2024 06:00 AM	Routine Surveillance	7.833	Pass	ParkersburgWWTP-01	SARS-CoV-2	N1	ZooWVU	72911.3772511481	72911.3772511481	151.740639440475	2161903.74323658	4499.27938238623	100	0	478.559494018554	yes	NA	NA	NA
A04-0694.a6	A04-0694	08/11/2025 08:00 AM	08/12/2025 08:00 AM	Routine Surveillance	0.524	Pass	CheatLakeWWTP-01			ZooWVU	868	868	43.4	1721.72560112	86.086280056	100	NA	NA	Missing controls:	NA	NA	NA
A01-0160.a2	A01-0160	01/24/2022 0:00	01/25/2022 0:00	Routine Surveillance	11	Pass	StarCityWWTP-01	SARS-CoV-2	N2	ZooWVU	1836357.69440625	1836357.69440625	3799.78003312003	76465034.579806	158220.978686902	100	0	7045.1622	yes	0.0364586678929208	FALSE	FALSE
N03-0016.a1	N03-0016	03/18/2022 7:30	03/19/2022 7:30	Routine Surveillance	0.695	Pass	SalemWWTP-01	SARS-CoV-2	N1	ZooWVU	52677.245079375	52677.245079375	2842.80869289665	138586.454355662	7479.03153565366	100	0	5341.848374	yes	NA	NA	NA
A02-1264.a1	A02-1264	05/06/2023 9:00	05/08/2023 9:00	Routine Surveillance	NA		OaklandE-02	SARS-CoV-2	N1	ZooWVU	443726.59755	221863.298775	25738.2017140371	NA	NA	100	0	762.5631712	yes	NA	NA	NA
A04-0060.a3	A04-0060	04/19/2022 8:00	04/20/2022 8:00	Routine Surveillance	0.909	Pass	CheatLakeWWTP-01	Human	RNase P	ZooWVU	1100	1100	55	3785.031459	189.25157295	100	NA	NA	Missing controls: HEX	NA	NA	NA
N03-0582.a3	N03-0582	03/09/2025 07:00 AM	03/10/2025 07:00 AM	Routine Surveillance	0.27713	Pass	SalemWWTP-01	Influenza Virus B	NEP/NS1	ZooWVU	4386.17158681154	4386.17158681154	236.706507653078	4601.31625635397	248.317121227953	100	0.546124758464949	NA	yes	-0.274758553254178	FALSE	FALSE
B01-0239.a3	B01-0239	08/21/2022 7:00	08/22/2022 7:00	Routine Surveillance	10.06	Pass	CharlestonWWTP-01	Human	RNase P	ZooWVU	89	89	0.178	3389.2289894	6.7784579788	100	NA	NA	Missing controls: HEX	NA	NA	NA
P01-0173.a1	P01-0173	05/18/2025 07:00 AM	05/19/2025 07:00 AM	Routine Surveillance	0.21	Pass	StMarysWWTP-01	SARS-CoV-2	SC2	ZooWVU	18740.3582409024	18740.3582409024	648.006854802989	14897.3872926258	515.124041930354	100	0	NA	yes	-0.387974843683221	FALSE	FALSE
C01-0025.a3	C01-0025	10/17/2021 7:00	10/18/2021 7:00	Routine Surveillance	NA	Pass	WheelingWWTP-01	Human	RNase P	ZooWVU	883	883	1.766	NA	NA	100	NA	NA	Missing controls: HEX	NA	NA	NA
A04-0150.a1	A04-0150	08/24/2022 8:00	08/25/2022 8:00	Routine Surveillance	0.631	Pass	CheatLakeWWTP-01	SARS-CoV-2	N1	ZooWVU	2790197.86257	2790197.86257	139509.8931285	6664649.06419015	333232.453209507	100	10.8888352	467.9084776	NTC above threshold	NA	NA	NA
N03-0493.a2	N03-0493	05/05/2024 07:00 AM	05/06/2024 07:00 AM	Routine Surveillance	0.63229	Pass	SalemWWTP-01	Human Norovirus GII	ORF1_2	ZooWVU	185070.386230946	185070.386230946	9987.60853917678	442961.692263566	23905.1102138999	100	NA	NA	Missing controls: all	NA	NA	NA
A04-0457.a3	A04-0457	07/06/2023 8:00	07/07/2023 8:00	Routine Surveillance	0.499	Pass	CheatLakeWWTP-01	Human	RNase P	ZooWVU	18689.87827125	18689.87827125	934.4939135625	35303.6772012795	1765.18386006397	100	NA	NA	Missing controls: HEX	NA	NA	NA
M03-0142.a2	M03-0142	10/09/2022 11:00	10/10/2022 11:00	Routine Surveillance	0.145	Pass	ManningtonWWTP-01	SARS-CoV-2	N2	ZooWVU	45157.45371	45157.45371	4139.08833272227	24786.2241430138	2271.88122300768	100	0	1232.4570464	yes	-0.460676657589846	FALSE	FALSE
M03-1017.a3	M03-1017	04/26/2026 08:00 AM	04/27/2026 08:00 AM	Routine Surveillance	0.156	Pass	ManningtonWWTP-01	SARS-CoV-2	SC2	ZooWVU	2492	2492	228.414298808433	1471.58570832	134.884116252979	100	NA	NA	Missing controls: all	-0.517057078544026	FALSE	FALSE
A02-0139.a3	A02-0139	10/02/2021 9:00	10/04/2021 9:00	Routine Surveillance	NA	Pass	Evansdale-01	Human	RNase P	ZooWVU	1539	769.5	NA	NA	NA	100	NA	NA	Missing controls: HEX	NA	NA	NA
M03-0046.a1	M03-0046	03/17/2022 11:00	03/18/2022 11:00	Routine Surveillance	0.256	Pass	ManningtonWWTP-01	SARS-CoV-2	N1	ZooWVU	1921	1921	176.076993583868	1861.57378816	170.630044744271	100	0	7621.408844	yes	NA	NA	NA
B01-0164.a2	B01-0164	05/04/2022 7:00	05/05/2022 7:00	Routine Surveillance	13.3	Pass	CharlestonWWTP-01	SARS-CoV-2	N2	ZooWVU	10795.045035	10795.045035	21.59009007	543486.829964993	1086.97365992999	100	0	270.6240892	yes	-0.672542510681993	FALSE	FALSE
H01-0590.a3	H01-0590	05/19/2023 8:00	05/20/2023 8:00	Routine Surveillance	1.9	Pass	MoundsvilleWWTP-01	Human	RNase P	ZooWVU	50958.144886875	50958.144886875	424.651207390625	366505.195348828	3054.20996124024	100	NA	NA	Missing controls: HEX	NA	NA	NA
B01-0203.a3	B01-0203	09/11/2022 7:00	09/12/2022 7:00	Routine Surveillance	12.332	Pass	CharlestonWWTP-01	Human	RNase P	ZooWVU	9163.294741875	9163.294741875	18.32658948375	427757.957332308	855.515914664616	100	NA	NA	Missing controls: HEX	NA	NA	NA
O01-0055.a1	O01-0055	05/25/2022 6:15	05/26/2022 6:15	Routine Surveillance	1.6	Pass	GraftonWWTP-01	SARS-CoV-2	N1	ZooWVU	14705.02266375	14705.02266375	242.217470989129	89063.2637465374	1467.02789897113	100	0	82.01497198	yes	NA	NA	NA
A01-1050.a3	A01-1050	09/22/2024 12:00 AM	09/23/2024 12:00 AM	Routine Surveillance	8	Pass	StarCityWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	6528.61445210875	6528.61445210875	13.5089688216122	197707.859465256	409.095885336153	100	0	510.009880065918	yes	-0.03125031515665	FALSE	FALSE
C01-0686.a3	C01-0686	07/08/2024 07:00 AM	07/09/2024 07:00 AM	Routine Surveillance	6.84	Pass	WheelingWWTP-01	Influenza Virus A	M	ZooWVU	2178	2178	4.356	56393.2211832	112.7864423664	100	95.5445226033527	0	NTC above threshold	NA	NA	NA
A03-0110.a3	A03-0110	11/08/2021 6:00	11/08/2021 14:00	Routine Surveillance	NA	Pass	SuncrestES-01	Human	RNase P	ZooWVU	12309.249429375	36927.748288125	7170.43656080097	NA	NA	100	NA	NA	Missing controls: HEX	NA	NA	NA
Q01-0038.a1	Q01-0038	06/10/2022 8:00	06/11/2022 8:00	Routine Surveillance	0.357	Pass	MadisonWWTP-01	SARS-CoV-2	N1	ZooWVU	846156.46745625	846156.46745625	18576.4317773052	1143488.54779006	25104.0295892439	100	0	2358.266448	yes	NA	NA	NA
N02-0207.a2	N02-0207	12/14/2022 7:00	12/15/2022 7:00	Routine Surveillance	10.03	Pass	ClarksburgWWTP-01	SARS-CoV-2	N2	ZooWVU	381793.09115625	381793.09115625	1440.83738831704	14495791.1534936	54705.2273888354	100	0	608.291092	yes	1.25496326055932	FALSE	FALSE
A01-0945.a4	A01-0945	07/20/2024 12:00 AM	07/20/2024 12:00 AM	Routine Surveillance	6.4	Pass	StarCityWWTP-01	SARS-CoV-2	SC2	ZooWVU	145115.198493004	145115.198493004	300.271475113814	3515651.35057537	7274.56412550772	100	0	139.164094924927	yes	-0.0369071845421327	FALSE	FALSE
A02-0767.a2	A02-0767	11/07/2022 9:00	11/09/2022 9:00	Routine Surveillance	NA	Pass	OaklandE-02	SARS-CoV-2	N2	ZooWVU	4434280.21575	2217140.107875	257208.829219838	NA	NA	100	0	1246.6836548	yes	2.21273909176014	FALSE	FALSE
A01-0939.a3	A01-0939	07/13/2024 12:00 AM	07/13/2024 12:00 AM	Routine Surveillance	6.3	Pass	StarCityWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	323	323	0.668349610991558	7702.930809	15.9388569959444	100	99.6248499552407	0	NTC above threshold	NA	NA	NA
A01-1160.a1	A01-1160	01/29/2025 12:00 AM	01/30/2025 12:00 AM	Routine Surveillance	10.6	Pass	StarCityWWTP-01	Respiratory Syncitial Virus, Bovine	Other	ZooWVU	144669.434130192	144669.434130192	299.349102239264	5804911.10009815	12011.4863021399	100	0	311.937580108642	yes	NA	NA	NA
H01-0181.a3	H01-0181	04/07/2022 8:00	04/08/2022 8:00	Routine Surveillance	3.3	Pass	MoundsvilleWWTP-01	Human	RNase P	ZooWVU	2069	2069	17.2416666666667	25845.643857	215.380365475	100	NA	NA	Missing controls: HEX	NA	NA	NA
A02-0264.a2	A02-0264	12/13/2021 9:00	12/15/2021 9:00	Routine Surveillance	NA	Pass	HonorsSummit-01	SARS-CoV-2	N2	ZooWVU	530	265	30.3203661327231	NA	NA	100	0	6396.055222	yes	-0.290001915825395	FALSE	FALSE
O01-0165.a3	O01-0165	09/09/2022 7:00	09/10/2022 7:00	Routine Surveillance	1.37	Pass	GraftonWWTP-01	Human	RNase P	ZooWVU	1492	1492	24.5758524131115	7737.5294564	127.45065815187	100	NA	NA	Missing controls: HEX	NA	NA	NA
A02-0103.a3	A02-0103	09/11/2021 9:00	09/13/2021 9:00	Routine Surveillance	NA	Pass	CollegePark-02	Human	RNase P	ZooWVU	18337.8577975	9168.92889875	1617.09504387125	NA	NA	100	NA	NA	Missing controls: HEX	NA	NA	NA
R01-0369.a1	R01-0369	12/17/2023 09:00 AM	12/18/2023 09:00 AM	Routine Surveillance	0.178	Pass	HuttonsvilleWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	14	14	0.666349357448834	9.43324172	0.448988182770109	100	0	0	yes	-1.18364160826456	FALSE	FALSE
A01-1261.a2	A01-1261	06/01/2025 12:00 AM	06/02/2025 12:00 AM	Routine Surveillance	12.1	Pass	StarCityWWTP-01	SARS-CoV-2	SC2	ZooWVU	15238.6136166752	15238.6136166752	31.5316454574474	697981.24448545	1444.25849297602	100	0	NA	yes	-0.0397409407723186	FALSE	FALSE
E01-0165.a2	E01-0165	08/29/2022 9:00	08/30/2022 9:00	Routine Surveillance	1.783	Pass	PrincetonWWTP-01	SARS-CoV-2	N2	ZooWVU	2301109.6714125	2301109.6714125	6391.97130947917	15531077.4697294	43141.8818603595	100	4.59009736	1550.1216124	yes	2.13943190837577	FALSE	FALSE
A01-0806.a4	A01-0806	02/18/2024 12:00 AM	02/19/2024 12:00 AM	Routine Surveillance	9.1	Pass	StarCityWWTP-01	Human	RNase P	ZooWVU	43051.0128289463	43051.0128289463	89.0808906409251	1482988.18370268	3068.59001759368	100	0	NA	yes	NA	NA	NA
Q01-0618.a1	Q01-0618	06/29/2025 08:00 AM	06/30/2025 08:00 AM	Routine Surveillance	0.392	Pass	MadisonWWTP-01	Influenza Virus A	M	ZooWVU	35189.1583576798	35189.1583576798	772.53915165049	52216.513639988	1146.35595257932	100	23.2490846088954	NA	NTC above threshold	NA	NA	NA
R01-0341.a2	R01-0341	07/24/2023 9:00	07/25/2023 9:00	Routine Surveillance	0.23	Pass	HuttonsvilleWWTP-01	SARS-CoV-2	N2	ZooWVU	1630	1630	77.5821037601142	1419.150209	67.546416420752	100	5.47893882	NA	yes	-0.28823850686553	FALSE	FALSE
A01-1249.a1	A01-1249	05/16/2025 12:00 AM	05/17/2025 12:00 AM	Routine Surveillance	8.9	Pass	StarCityWWTP-01	SARS-CoV-2	SC2	ZooWVU	29007.7026933432	29007.7026933432	60.0225597859278	977273.825886433	2022.16898254931	100	0	NA	yes	-0.0394600537050643	FALSE	FALSE
C01-0532.a1	C01-0532	11/07/2023 7:00	11/08/2023 7:00	Routine Surveillance	5.972	Pass	WheelingWWTP-01	SARS-CoV-2	N1	ZooWVU	277976.183300625	277976.183300625	555.95236660125	6284059.83709533	12568.1196741907	100	0	8978.753664	yes	NA	NA	NA
A02-0960.a2	A02-0960	01/18/2023 9:00	01/20/2023 9:00	Routine Surveillance	NA		Evansdale-01	SARS-CoV-2	N2	ZooWVU	724139.5104375	362069.75521875	NA	NA	NA	100	0	1109.1617584	yes	NA	NA	NA
A02-0663.a1	A02-0663	09/28/2022 9:00	09/30/2022 9:00	Routine Surveillance	NA	Pass	TowersBB-01	SARS-CoV-2	N1	ZooWVU	14079.114106875	7039.5570534375	778.712063433352	NA	NA	100	20.41154862	791.489258	NTC above threshold	NA	NA	NA
Q01-1005.a3	Q01-1005	12/26/2025 12:00 AM	12/27/2025 12:00 AM	Routine Surveillance	0.4	Pass	MadisonWWTP-01	Respiratory Syncitial Virus, Bovine	Other	ZooWVU	334174.599051476	334174.599051476	7336.43466633316	505995.147598179	11108.5652601137	100	0.206235560278098	NA	yes	NA	NA	NA
F01-0127.a1	F01-0127	04/13/2025 07:00 AM	04/14/2025 07:00 AM	Routine Surveillance	1.4	Pass	WestonWWTP-01	SARS-CoV-2	SC2	ZooWVU	1224	1224	11.8101119258973	6486.678576	62.5885620995754	100	0	NA	yes	-0.345226983042268	FALSE	FALSE
J01-0396.a2	J01-0396	03/10/2024 07:30 AM	03/11/2024 07:30 AM	Routine Surveillance	0.343	Pass	AlpineLakeWWTP-01	Human Norovirus GII	ORF1_2	ZooWVU	85510.8158290387	85510.8158290387	12215.8308327198	111026.869590159	15860.9813700227	100	NA	NA	Missing controls: all	NA	NA	NA
G01-0394.a3	G01-0394	04/30/2023 9:00	05/01/2023 9:00	Routine Surveillance	2.03	Pass	KeyserWWTP-01	Human	RNase P	ZooWVU	10344.55501125	10344.55501125	126.647343428624	79491.5154298258	973.206604184939	100	NA	NA	Missing controls: HEX	NA	NA	NA
J01-0531.a2	J01-0531	04/27/2025 07:00 AM	04/28/2025 07:00 AM	Routine Surveillance	0.235	Pass	AlpineLakeWWTP-01	SARS-CoV-2	SC2	ZooWVU	4153.81180588157	4153.81180588157	593.40168655451	3695.11197580401	527.873139400572	100	0	NA	yes	-0.299545398247349	FALSE	FALSE
A04-0095.a2	A04-0095	06/16/2022 8:00	06/17/2022 8:00	Routine Surveillance	0.543	Pass	CheatLakeWWTP-01	SARS-CoV-2	N2	ZooWVU	351027.111375	351027.111375	17551.35556875	721528.374954831	36076.4187477416	100	0	3455.142212	yes	-0.322572321866317	FALSE	FALSE
A01-0195.a3	A01-0195	03/08/2022 0:00	03/08/2022 0:00	Routine Surveillance	10.1	Pass	StarCityWWTP-01	Human	RNase P	ZooWVU	8489.747900625	8489.747900625	17.5669340767774	324585.483665099	671.630284028098	100	NA	NA	Missing controls: HEX	NA	NA	NA
A02-1177.a3	A02-1177	04/05/2023 9:00	04/07/2023 9:00	Routine Surveillance	NA	Pass	TowersBB-01	Human	RNase P	ZooWVU	18643.224733125	9321.6123665625	1031.15181046045	NA	NA	100	NA	NA	Missing controls: HEX	NA	NA	NA
E01-0655.a4	E01-0655	10/02/2024 09:00 AM	10/03/2024 09:00 AM	Routine Surveillance	2.186	Pass	PrincetonWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	1853	1853	5.14722222222222	15333.40129978	42.5927813882778	100	0	220.452365875244	yes	-0.246878286832522	FALSE	FALSE
C01-0398.a1	C01-0398	03/14/2023 7:00	03/15/2023 7:00	Routine Surveillance	7.885	Pass	WheelingWWTP-01	SARS-CoV-2	N1	ZooWVU	111840.836401875	111840.836401875	223.68167280375	3338220.57083191	6676.44114166382	100	0	755.0350952	yes	NA	NA	NA
