assay_id	sample_id	collection_start_datetime	collection_end_datetime	event_type	sample_flow	sample_qc	location_id	target	target_genetic_locus	lab_id	target_copies_per_l	target_copies_per_ld	target_copies_per_ldcap	target_copies_flownorm	target_copies_fn_per_cap	target_per_capita_basis	nc_copies_per_rxn	pc_copies_per_rxn	target_result_validated	z	is.outlier	is.extreme
C01-0565.a1	C01-0565	12/24/2023 07:00 AM	12/25/2023 07:00 AM	Routine Surveillance	6.46	Pass	WheelingWWTP-01	Human Norovirus GII	ORF1_2	ZooWVU	852217.952013017	852217.952013017	1704.43590402603	20839923.5509332	41679.8471018664	100	284.417839050292	43.7091064453126	NTC above threshold	NA	NA	NA
E01-0132.a2	E01-0132	06/28/2022 8:15	06/29/2022 8:15	Routine Surveillance	2.354	Pass	PrincetonWWTP-01	SARS-CoV-2	N2	ZooWVU	234930.729571875	234930.729571875	652.585359921875	2093433.69914949	5815.09360874859	100	0	2631.585884	yes	-0.236100442514282	FALSE	FALSE
Q01-0493.a2	Q01-0493	02/25/2024 08:00 AM	02/26/2024 08:00 AM	Routine Surveillance	0.551	Pass	MadisonWWTP-01	SARS-CoV-2	N2	ZooWVU	80664.1964614391	80664.1964614391	1770.89344591524	168246.22781583	3693.6603252652	100	7.3693835735321	6.16342008113862	yes	-0.498473983799209	FALSE	FALSE
A02-1385.a5	A02-1385	08/30/2025 12:00 PM	09/01/2025 08:00 PM	Mass-Gathering Event	NA	Pass	StadiumNE-01	Influenza Virus B	NEP/NS1	ZooWVU	1859	3718	NA	NA	NA	100	2.32732623815536	NA	yes	-0.294314429708281	FALSE	FALSE
T01-0309.a3	T01-0309	03/08/2026 12:30 PM	03/09/2026 12:30 PM	Routine Surveillance	0.26	Pass	PointPleasantWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	4328.96889746189	4328.96889746189	78.4944496366617	4260.59976007672	77.2547553957701	100	NA	NA	Missing controls: all	-0.0551928629411196	FALSE	FALSE
O01-0132.a3	O01-0132	08/04/2022 6:00	08/05/2022 6:00	Routine Surveillance	2.05	Pass	GraftonWWTP-01	Human	RNase P	ZooWVU	2818	2818	46.4173941690002	21867.935029	360.203179525614	100	NA	NA	Missing controls: HEX	NA	NA	NA
C01-0088.a3	C01-0088	02/28/2022 7:00	03/01/2022 7:00	Routine Surveillance	18.918	Pass	WheelingWWTP-01	Human	RNase P	ZooWVU	1124	1124	2.248	80492.32229112	160.98464458224	100	NA	NA	Missing controls: HEX	NA	NA	NA
E02-0242.a3	E02-0242	01/17/2023 8:00	01/18/2023 8:00	Routine Surveillance	0.279	Pass	AthensWWTP-01	Human	RNase P	ZooWVU	19052.432364375	19052.432364375	796.83949662798	20121.8337710036	841.565611501616	100	NA	NA	Missing controls: HEX	NA	NA	NA
L01-0515.a4	L01-0515	08/16/2023 9:00	08/17/2023 9:00	Routine Surveillance	0.258	Pass	WestUnionWWTP-01	SARS-CoV-2	N2	ZooWVU	40991.431475625	40991.431475625	7267.98430418883	40033.6986525136	7098.17351994921	100	0	NA	yes	-0.234621037095617	FALSE	FALSE
G01-0342.a3	G01-0342	05/21/2023 8:00	05/22/2023 8:00	Routine Surveillance	0.81	Pass	KeyserWWTP-01	Human	RNase P	ZooWVU	38545.29931125	38545.29931125	471.906210960455	118186.906787297	1446.95037692577	100	NA	NA	Missing controls: HEX	NA	NA	NA
P01-0153.a1	P01-0153	10/13/2024 08:00 AM	10/14/2024 08:00 AM	Routine Surveillance	0.179	Pass	StMarysWWTP-01	Human Norovirus GII	ORF1_2	ZooWVU	252228.360772133	252228.360772133	8721.58923831718	170907.008887929	5909.64761023267	100	NA	NA	Missing controls: all	NA	NA	NA
G01-0084.a1	G01-0084	02/19/2022 9:00	02/20/2022 8:00	Routine Surveillance	1.361	Pass	KeyserWWTP-01	SARS-CoV-2	N1	ZooWVU	2723	2723	33.3374142997062	14028.74081623	171.752458572845	100	0	8078.463746	yes	NA	NA	NA
M04-0077.a2	M04-0077	06/14/2022 13:30	06/15/2022 1:30	Routine Surveillance	0.381	Pass	FarmingtonWWTP-01	SARS-CoV-2	N2	ZooWVU	91538.996990625	91538.996990625	15006.3929492828	132021.313781945	21642.8383249091	100	0	3870.593262	yes	0.362760248099065	FALSE	FALSE
J01-0512.a2	J01-0512	12/15/2024 07:30 AM	12/16/2024 07:30 AM	Routine Surveillance	0.307	Pass	AlpineLakeWWTP-01	Human Norovirus GII	ORF1_2	ZooWVU	46083.7469995021	46083.7469995021	6583.39242850031	53554.8841559213	7650.69773656019	100	NA	NA	Missing controls: all	NA	NA	NA
A02-0899.a1	A02-0899	01/09/2023 9:00	01/09/2023 9:00	Routine Surveillance	NA	Pass	MtValley-01	SARS-CoV-2	N1	ZooWVU	1408059.1532625	704029.57663125	NA	NA	NA	100	0	479.4888688	yes	NA	NA	NA
M04-0258.a5	M04-0258	07/07/2024 08:00 AM	07/08/2024 08:00 AM	Routine Surveillance	0.065	Pass	FarmingtonWWTP-01	Influenza Virus A	M	ZooWVU	1859	1859	304.754098360656	457.41001735	74.9852487459016	100	0	NA	yes	-0.269130080103937	FALSE	FALSE
A04-0170.a1	A04-0170	10/10/2022 8:00	10/11/2022 8:00	Routine Surveillance	0.567	Pass	CheatLakeWWTP-01	SARS-CoV-2	N1	ZooWVU	447655.9353	447655.9353	22382.796765	960816.231042933	48040.8115521466	100	0	14.97536064	yes	NA	NA	NA
Q01-0582.a3	Q01-0582	10/13/2024 08:00 AM	10/14/2024 08:00 AM	Routine Surveillance	0.229	Pass	MadisonWWTP-01	Influenza Virus A	M	ZooWVU	1129	1129	24.7859495060373	978.68368681	21.4859206763996	100	97.10719426473	0	NTC above threshold	NA	NA	NA
A0101.a3	A0101	11/02/2020 0:00	11/02/2020 23:59	Routine Surveillance	7.406	Pass	StarCityWWTP-01	Human	RNase P	ZooWVU	2071	2071	4.28530044694587	58059.95991866	120.137311535052	100	NA	NA	Missing controls: HEX	NA	NA	NA
K01-0365.a3	K01-0365	12/11/2023 06:30 AM	12/12/2023 06:30 AM	Routine Surveillance	4.969	Pass	ParkersburgWWTP-01	Influenza Virus A	M	ZooWVU	8015.61947911979	8015.61947911979	16.6818303415604	150771.416072168	313.780262377041	100	0.388976236184438	0	yes	-0.218425626063688	FALSE	FALSE
A04-0520.a1	A04-0520	11/05/2023 0:00	11/06/2023 0:00	Routine Surveillance	0.639	Pass	CheatLakeWWTP-01	SARS-CoV-2	N1	ZooWVU	369372.97925625	369372.97925625	18468.6489628125	893467.800250691	44673.3900125345	100	0	7290.205688	yes	NA	NA	NA
Q01-0016.a1	Q01-0016	05/19/2022 8:00	05/20/2022 8:00	Routine Surveillance	0.339	Pass	MadisonWWTP-01	SARS-CoV-2	N1	ZooWVU	127267.13553375	127267.13553375	2794.00956166301	163316.059469556	3585.42391810221	100	0	215.0277614	yes	NA	NA	NA
A04-0477.a3	A04-0477	08/11/2023 8:00	08/12/2023 8:00	Routine Surveillance	0.605	Pass	CheatLakeWWTP-01	Human	RNase P	ZooWVU	2221	2221	111.05	5086.47434405	254.3237172025	100	NA	NA	Missing controls: HEX	NA	NA	NA
N03-0131.a2	N03-0131	08/01/2022 7:30	08/02/2022 7:30	Routine Surveillance	0.61048	Pass	SalemWWTP-01	SARS-CoV-2	N2	ZooWVU	1212329.0349375	1212329.0349375	65425.2042599838	2801591.89378411	151192.223086029	100	0	535.3977968	yes	5.40349370831702	TRUE	FALSE
N02-0004.a2	N02-0004	04/10/2022 7:00	04/11/2022 7:00	Routine Surveillance	10.36	Pass	ClarksburgWWTP-01	SARS-CoV-2	N2	ZooWVU	398	398	1.50200015095479	15608.3053448	58.9037110151709	100	0	2005.76973	yes	-0.592216502283093	FALSE	FALSE
M04-0039.a1	M04-0039	04/05/2022 14:00	04/06/2022 14:00	Routine Surveillance	0.263	Pass	FarmingtonWWTP-01	SARS-CoV-2	N1	ZooWVU	9160.708438125	9160.708438125	1501.75548165984	9120.0608174646	1495.09193728928	100	0	1857.9950332	yes	NA	NA	NA
N03-0230.a1	N03-0230	01/02/2023 7:30	01/03/2023 7:30	Routine Surveillance	0.61004	Pass	SalemWWTP-01	SARS-CoV-2	N1	ZooWVU	65705.295039375	65705.295039375	3545.88748188748	151730.052205186	8188.34604453244	100	0	529.8869704	yes	NA	NA	NA
L01-0126.a1	L01-0126	06/09/2022 9:00	06/10/2022 9:00	Routine Surveillance	0.186	Pass	WestUnionWWTP-01	SARS-CoV-2	N1	ZooWVU	1121254.55641875	1121254.55641875	198803.999365027	789459.927136837	139975.164385964	100	0	2937.48455	yes	NA	NA	NA
C01-1181.a3	C01-1181	02/17/2026 08:00 AM	02/18/2026 08:00 AM	Routine Surveillance	9.3	Pass	WheelingWWTP-01	Respiratory Syncitial Virus, Bovine	Unk	ZooWVU	46292.6910817623	46292.6910817623	92.5853821635247	1629702.38645467	3259.40477290934	100	0.304441656917333	442.897453308106	yes	NA	NA	NA
A02-0450.a2	A02-0450	04/11/2022 9:00	04/13/2022 9:00	Routine Surveillance	NA		HonorsSummit-01	SARS-CoV-2	N2	ZooWVU	116111.5175475	58055.75877375	6642.53532880435	NA	NA	100	0	2212.55989	yes	NA	NA	NA
C01-0511.a1	C01-0511	10/09/2023 7:00	10/10/2023 7:00	Routine Surveillance	5.653	Pass	WheelingWWTP-01	SARS-CoV-2	N1	ZooWVU	261844.91871375	261844.91871375	523.6898374275	5603199.18279867	11206.3983655973	100	5.13766766	80447.46584	yes	NA	NA	NA
M03-0033.a3	M03-0033	05/20/2022 11:00	05/21/2022 11:00	Routine Surveillance	0.241	Pass	ManningtonWWTP-01	Human	RNase P	ZooWVU	2712	2712	248.579285059578	2474.11369272	226.774857261228	100	NA	NA	Missing controls: HEX	NA	NA	NA
M04-1003.a2	M04-1003	03/22/2026 08:00 AM	03/23/2026 08:00 AM	Routine Surveillance	0.206	Pass	FarmingtonWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	986	986	161.639344262295	768.87733756	126.04546517377	100	NA	NA	Missing controls: all	-0.143097823807004	FALSE	FALSE
R02-0555.a4	R02-0555	08/17/2025 08:00 AM	08/18/2025 08:00 AM	Routine Surveillance	1.67	Pass	ElkinsWWTP-01	Influenza Virus A	M	ZooWVU	1698	1698	12.9066585588325	10734.1357206	81.5911806065673	100	0	NA	yes	-0.409512649380043	FALSE	FALSE
K01-0311.a3	K01-0311	08/16/2023 6:30	08/17/2023 6:30	Routine Surveillance	5.531	Pass	ParkersburgWWTP-01	Human	RNase P	ZooWVU	60205.704189375	60205.704189375	125.298031611602	1260533.01234082	2623.37775721295	100	NA	NA	Missing controls: HEX	NA	NA	NA
N02-0253.a1	N02-0253	03/21/2023 7:00	03/22/2023 7:00	Routine Surveillance	6.89	Pass	ClarksburgWWTP-01	SARS-CoV-2	N1	ZooWVU	120353.9317875	120353.9317875	454.200059579968	3139008.05103199	11846.2074535134	100	0	1004.927292	yes	NA	NA	NA
R01-0283.a3	R01-0283	03/28/2023 9:00	03/29/2023 9:00	Routine Surveillance	0.259	Pass	HuttonsvilleWWTP-01	Human	RNase P	ZooWVU	79480.37535	79480.37535	3782.97836030462	77924.2441822937	3708.9121457541	100	NA	NA	Missing controls: HEX	NA	NA	NA
L01-0561.a4	L01-0561	07/21/2024 08:00 AM	07/22/2024 08:00 AM	Routine Surveillance	0.174	Pass	WestUnionWWTP-01	Influenza Virus B	NEP/NS1	ZooWVU	529040.436744692	529040.436744692	93801.4958767184	348458.482980444	61783.4189681638	100	341.209087371826	474.830894470214	NTC above threshold	NA	NA	NA
A01-1278.a3	A01-1278	06/21/2025 12:00 AM	06/22/2025 12:00 AM	Routine Surveillance	8.5	Pass	StarCityWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	1197	1197	2.47682502896871	38514.654045	79.6942849797219	100	0	NA	yes	-0.415687521313333	FALSE	FALSE
A02-0067.a2	A02-0067	09/01/2021 9:27	09/01/2021 9:27	Routine Surveillance	NA	Pass	OaklandE-02	SARS-CoV-2	N2	ZooWVU	609277.8301625	304638.91508125	35340.941424739	NA	NA	100	0	66721.61254	yes	0.0653624100759527	FALSE	FALSE
B01-0451.a1	B01-0451	05/18/2023 7:00	05/19/2023 7:00	Routine Surveillance	7.1	Pass	CharlestonWWTP-01	SARS-CoV-2	N1	ZooWVU	164876.77307625	164876.77307625	329.7535461525	4431295.91755103	8862.59183510206	100	0	1090.0282288	yes	NA	NA	NA
N02-0199.a3	N02-0199	09/15/2022 7:00	09/16/2022 7:00	Routine Surveillance	7.739	Pass	ClarksburgWWTP-01	Human	RNase P	ZooWVU	558	558	2.10581930711752	16346.77069842	61.69058305691	100	NA	NA	Missing controls: HEX	NA	NA	NA
A01-1049.a1	A01-1049	09/18/2024 12:00 AM	09/19/2024 12:00 AM	Routine Surveillance	7.7	Pass	StarCityWWTP-01	Human Norovirus GI	ORF1_2	ZooWVU	2779	2779	5.75028968713789	81001.338803	167.607471451333	100	NA	NA	Missing controls: all	NA	NA	NA
L01-0335.a1	L01-0335	02/09/2023 9:00	02/10/2023 9:00	Routine Surveillance	0.356	Pass	WestUnionWWTP-01	SARS-CoV-2	N1	ZooWVU	135762.5046675	135762.5046675	24071.3660757979	182954.360434451	32438.716389087	100	0	580.9763336	yes	NA	NA	NA
A02-0478.a2	A02-0478	04/27/2022 9:00	04/29/2022 9:00	Routine Surveillance	NA	Pass	NorthHighSt-02	SARS-CoV-2	N2	ZooWVU	160792.4258925	80396.21294625	NA	NA	NA	100	0	607.42445	yes	-0.0996238029664408	FALSE	FALSE
A02-0064.a2	A02-0064	08/30/2021 10:35	08/30/2021 10:35	Routine Surveillance	NA	Pass	NorthHighSt-02	SARS-CoV-2	N2	ZooWVU	25432.51663	12716.258315	NA	NA	NA	100	0	55722.32056	yes	-0.397046837826534	FALSE	FALSE
A01-0658.a4	A01-0658	08/30/2023 0:00	08/31/2023 0:00	Routine Surveillance	8.6	Pass	StarCityWWTP-01	SARS-CoV-2	N2	ZooWVU	111	111	0.229680516470783	3613.552386	7.47714034514153	100	0	NA	yes	-0.0404392726207752	FALSE	FALSE
A01-1061.a2	A01-1061	10/04/2024 12:00 AM	10/05/2024 12:00 AM	Routine Surveillance	7	Pass	StarCityWWTP-01	SARS-CoV-2	SC2	ZooWVU	143424.161374569	143424.161374569	296.772391521621	3800434.78296234	7863.836250129	100	0	248.303565979004	yes	-0.0366207752765355	FALSE	FALSE
N02-0007.a2	N02-0007	03/16/2022 7:00	03/17/2022 7:00	Routine Surveillance	12.13	Pass	ClarksburgWWTP-01	SARS-CoV-2	N2	ZooWVU	12588.00504375	12588.00504375	47.5054911455581	578003.720894386	2181.31074380854	100	0	5104.895782	yes	-0.520473939277312	FALSE	FALSE
E01-0198.a3	E01-0198	10/26/2022 8:00	10/27/2022 8:00	Routine Surveillance	1.95	Pass	PrincetonWWTP-01	Human	RNase P	ZooWVU	43584.312883125	43584.312883125	121.067535786458	321719.762970275	893.666008250764	100	NA	NA	Missing controls: HEX	NA	NA	NA
R01-0393.a1	R01-0393	09/12/2023 9:00	09/13/2023 9:00	Routine Surveillance	0.194	Pass	HuttonsvilleWWTP-01	SARS-CoV-2	N1	ZooWVU	3109349.14108125	3109349.14108125	147993.771588827	2283411.29843523	108682.117964552	100	0	80.4452324	yes	NA	NA	NA
A02-0951.a3	A02-0951	01/16/2023 9:00	01/18/2023 9:00	Routine Surveillance	NA	Pass	HonorsSummit-01	Human	RNase P	ZooWVU	204198.63939	102099.319695	11681.8443586957	NA	NA	100	NA	NA	Missing controls: HEX	NA	NA	NA
A01-1402.a5	A01-1402	11/08/2025 12:00 AM	11/09/2025 12:00 AM	Routine Surveillance	7.5	Pass	StarCityWWTP-01	Respiratory Syncitial Virus, Bovine	Other	ZooWVU	97454.2634189129	97454.2634189129	201.651761750772	2766782.5746644	5725.00946586741	100	0.369893993650163	NA	yes	NA	NA	NA
O01-0198.a2	O01-0198	12/19/2022 6:00	12/20/2022 6:00	Routine Surveillance	1.56	Pass	GraftonWWTP-01	SARS-CoV-2	N2	ZooWVU	446646.78628125	446646.78628125	7357.05462495882	2637556.28956077	43445.17031067	100	0	665.3984068	yes	-0.0388611377399265	FALSE	FALSE
N03-0196.a3	N03-0196	09/15/2022 7:30	09/16/2022 7:30	Routine Surveillance	0.4778	Pass	SalemWWTP-01	Human	RNase P	ZooWVU	21270.957721875	21270.957721875	1147.92000657717	38472.1196622283	2076.20721328809	100	NA	NA	Missing controls: HEX	NA	NA	NA
M03-0246.a1	M03-0246	05/12/2023 11:00	05/15/2023 11:00	Routine Surveillance	0.187	Pass	ManningtonWWTP-01	SARS-CoV-2	N1	ZooWVU	41568.941011875	41568.941011875	3810.16874535976	29425.4756942074	2697.11051275962	100	0	119.50166704	yes	NA	NA	NA
A02-0699.a1	A02-0699	10/15/2022 9:00	10/17/2022 9:00	Routine Surveillance	NA	Pass	Seneca-01	SARS-CoV-2	N1	ZooWVU	17868.057045	8934.0285225	1884.81614398734	NA	NA	100	4.653185	9.33845758	yes	NA	NA	NA
A01-1250.a3	A01-1250	05/17/2025 12:00 AM	05/18/2025 12:00 AM	Routine Surveillance	8.4	Pass	StarCityWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	1690	1690	3.49693759311372	53737.68036	111.193677288528	100	0	NA	yes	-0.378925288337757	FALSE	FALSE
B01-0003.a3	B01-0003	09/21/2021 7:00	09/22/2021 7:00	Routine Surveillance	NA	Pass	CharlestonWWTP-01	Human	RNase P	ZooWVU	106	106	0.212	NA	NA	100	NA	NA	Missing controls: HEX	NA	NA	NA
O01-0255.a1	O01-0255	02/21/2023 7:00	02/22/2023 7:00	Routine Surveillance	2.42	Pass	GraftonWWTP-01	SARS-CoV-2	N1	ZooWVU	92487.178453125	92487.178453125	1523.42576928224	847246.57425555	13955.6345619428	100	0	8.41906964	yes	NA	NA	NA
M04-0074.a2	M04-0074	05/04/2022 11:00	05/05/2022 11:00	Routine Surveillance	0.146	Pass	FarmingtonWWTP-01	SARS-CoV-2	N2	ZooWVU	5098.134755625	5098.134755625	835.759796004098	2817.5854216524	461.899249451214	100	0	315.3596162	yes	-0.138067167896673	FALSE	FALSE
A04-0585.a1	A04-0585	04/13/2026 12:00 AM	04/14/2026 12:00 AM	Routine Surveillance	0.617	Pass	CheatLakeWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	4418.82653161885	4418.82653161885	220.941326580943	10320.6022770311	516.030113851557	100	NA	NA	Missing controls: all	-0.207760972342749	FALSE	FALSE
A03-0298.a1	A03-0298	04/06/2022 6:00	04/06/2022 14:00	Routine Surveillance	NA	Pass	NorthES-01	SARS-CoV-2	N1	ZooWVU	2666	7998	1162.5	NA	NA	100	0	0	yes	NA	NA	NA
G01-0087.a1	G01-0087	01/30/2022 9:00	01/31/2022 8:00	Routine Surveillance	0.737	Pass	KeyserWWTP-01	SARS-CoV-2	N1	ZooWVU	304430.984184375	304430.984184375	3727.1178279184	849315.919687093	10398.0891244747	100	0	9178.845214	yes	NA	NA	NA
G01-0542.a2	G01-0542	11/12/2023 8:00	11/13/2023 8:00	Routine Surveillance	0.66	Pass	KeyserWWTP-01	SARS-CoV-2	N2	ZooWVU	1210183.60374375	1210183.60374375	14816.1557755111	3023487.13619543	37016.2479945572	100	0	10439.707032	yes	0.474099621568693	FALSE	FALSE
E01-0010.a1	E01-0010	11/17/2021 8:00	11/18/2021 8:00	Routine Surveillance	1.853	Pass	PrincetonWWTP-01	SARS-CoV-2	N1	ZooWVU	71343.6936075	71343.6936075	198.1769266875	500430.688148374	1390.0852448566	100	0	21859.52606	yes	NA	NA	NA
A04-0672.a2	A04-0672	10/05/2025 12:00 AM	10/06/2025 12:00 AM	Routine Surveillance	0.573	Pass	CheatLakeWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	2132	2132	106.6	4624.39313076	231.219656538	100	0.480363100767136	NA	yes	-0.352650367938148	FALSE	FALSE
A03-0155.a2	A03-0155	12/22/2021 6:00	12/22/2021 11:59	Routine Surveillance	NA	Pass	SuncrestES-01	SARS-CoV-2	N2	ZooWVU	1634	4902	951.844660194175	NA	NA	100	0	7626.008606	yes	-0.315025658982468	FALSE	FALSE
A04-0068.a3	A04-0068	05/02/2022 9:00	05/03/2022 9:00	Routine Surveillance	0.681	Pass	CheatLakeWWTP-01	Human	RNase P	ZooWVU	7990.041868125	7990.041868125	399.50209340625	20597.242968241	1029.86214841205	100	NA	NA	Missing controls: HEX	NA	NA	NA
J01-0312.a3	J01-0312	07/22/2023 7:30	07/23/2023 7:30	Routine Surveillance	0.099	Pass	AlpineLakeWWTP-01	Human	RNase P	ZooWVU	1804	1804	257.714285714286	676.05908436	96.5798691942857	100	NA	NA	Missing controls: HEX	NA	NA	NA
E02-0109.a2	E02-0109	04/18/2022 8:00	04/19/2022 8:00	Routine Surveillance	0.193	Pass	AthensWWTP-01	SARS-CoV-2	N2	ZooWVU	1341	1341	56.0853199498118	979.71331833	40.9750446813049	100	0	1631.4260482	yes	-0.30491220194378	FALSE	FALSE
R02-0305.a1	R02-0305	06/07/2023 6:00	06/08/2023 6:00	Routine Surveillance	1.4441	Pass	ElkinsWWTP-01	SARS-CoV-2	N1	ZooWVU	440382.81260625	440382.81260625	3347.39140016912	2407357.30480261	18298.5505077729	100	5.94997406	747.9973604	yes	NA	NA	NA
A04-0474.a3	A04-0474	08/04/2023 8:00	08/05/2023 8:00	Routine Surveillance	0.519	Pass	CheatLakeWWTP-01	Human	RNase P	ZooWVU	46978.189035	46978.189035	2348.90945175	92294.6557020343	4614.73278510172	100	NA	NA	Missing controls: HEX	NA	NA	NA
A01-0168.a2	A01-0168	02/02/2022 0:00	02/03/2022 0:00	Routine Surveillance	19.1	Pass	StarCityWWTP-01	SARS-CoV-2	N2	ZooWVU	114371.37858375	114371.37858375	236.656552275596	8269202.89991002	17110.5837193967	100	0	10457.42569	yes	-0.0321264948903089	FALSE	FALSE
Q01-0382.a2	Q01-0382	06/07/2023 8:00	06/08/2023 8:00	Routine Surveillance	0.291	Pass	MadisonWWTP-01	SARS-CoV-2	N2	ZooWVU	1004602.6039875	1004602.6039875	22054.9419097146	1106624.32825965	24294.7163174457	100	0	769.593582	yes	0.284567531793365	FALSE	FALSE
D01-0568.a5	D01-0568	12/22/2024 08:00 AM	12/23/2024 08:00 AM	Routine Surveillance	5.7	Pass	WheelingWWTP-01	Influenza Virus B	NEP/NS1	ZooWVU	8211.33733727037	8211.33733727037	16.4226746745407	177174.687278297	354.349374556593	100	6.70913219451904	NA	yes	0.602719443556724	FALSE	FALSE
E02-0094.a3	E02-0094	01/24/2022 8:00	01/25/2022 8:00	Routine Surveillance	0.173	Pass	AthensWWTP-01	Human	RNase P	ZooWVU	1824	1824	76.2860727728984	1194.49369632	49.9579128531995	100	NA	NA	Missing controls: HEX	NA	NA	NA
Q01-1030.a2	Q01-1030	06/08/2026 12:00 AM	06/12/2026 12:00 AM	Routine Surveillance	0.25	Pass	MadisonWWTP-01	Influenza Virus A	M	ZooWVU	250	250	5.48847420417124	236.588125	5.19403128430296	100	NA	NA	Missing controls: all	-0.570110164521507	FALSE	FALSE
D01-0421.a1	D01-0421	04/01/2024 07:00 AM	04/02/2024 07:00 AM	Routine Surveillance	1.5	Pass	CharlesTownWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	1146	1146	6.74117647058824	6507.11979	38.2771752352941	100	1.23088506360849	1.21377140283585	yes	-0.441366539304319	FALSE	FALSE
Q01-0609.a5	Q01-0609	04/20/2025 08:00 AM	04/21/2025 08:00 AM	Routine Surveillance	0.322	Pass	MadisonWWTP-01	Influenza Virus B	NEP/NS1	ZooWVU	515	515	11.3062568605928	627.7345403	13.7812193260154	100	0	NA	yes	-0.295035438635282	FALSE	FALSE
A01-0756.a4	A01-0756	12/18/2023 12:00 AM	12/19/2023 12:00 AM	Routine Surveillance	8.6	Pass	StarCityWWTP-01	Human Norovirus GI	ORF1_2	ZooWVU	1867	1867	3.86318490316173	60779.300042	125.764153372786	100	314.258766174316	0	NTC above threshold	NA	NA	NA
L01-0489.a1	L01-0489	07/28/2023 9:00	07/29/2023 9:00	Routine Surveillance	0.13	Pass	WestUnionWWTP-01	SARS-CoV-2	N1	ZooWVU	1824	1824	323.404255319149	897.5964192	159.148301276596	100	0	NA	yes	NA	NA	NA
A01-1058.a3	A01-1058	09/30/2024 12:00 AM	10/01/2024 12:00 AM	Routine Surveillance	10.5	Pass	StarCityWWTP-01	Respiratory Syncitial Virus, Bovine	Other	ZooWVU	1998287.93048859	1998287.93048859	4134.84508046802	79425560.7069834	164346.881118572	100	0	574.677734375	yes	NA	NA	NA
E02-0133.a2	E02-0133	05/22/2022 8:00	05/23/2022 8:00	Routine Surveillance	0.206	Pass	AthensWWTP-01	SARS-CoV-2	N2	ZooWVU	7220.149280625	7220.149280625	301.971948164994	5630.23240940436	235.476052254469	100	0	53.74772548	yes	-0.301680472480561	FALSE	FALSE
A01-0904.a4	A01-0904	06/01/2024 12:00 AM	06/02/2024 12:00 AM	Routine Surveillance	7.4	Pass	StarCityWWTP-01	Influenza Virus B	NEP/NS1	ZooWVU	55759.4845443965	55759.4845443965	115.377182056771	1561936.57688011	3231.94954659847	100	167.652492523193	NA	NTC above threshold	NA	NA	NA
H01-0598.a3	H01-0598	05/27/2023 8:00	05/28/2023 8:00	Routine Surveillance	1.3	Pass	MoundsvilleWWTP-01	Human	RNase P	ZooWVU	19399.89107625	19399.89107625	161.66575896875	95467.5041826318	795.562534855265	100	NA	NA	Missing controls: HEX	NA	NA	NA
N02-0073.a1	N02-0073	04/04/2022 7:00	04/05/2022 7:00	Routine Surveillance	6.98	Pass	ClarksburgWWTP-01	SARS-CoV-2	N1	ZooWVU	15031.2971475	15031.2971475	56.7261572477168	397159.365295123	1498.82770509142	100	0	0	yes	NA	NA	NA
A01-0635.a1	A01-0635	08/04/2023 0:00	08/05/2023 0:00	Routine Surveillance	5.9	Pass	StarCityWWTP-01	SARS-CoV-2	N1	ZooWVU	197859.73458375	197859.73458375	409.410144396106	4418983.28555497	9143.73300272093	100	0	NA	yes	NA	NA	NA
O01-0091.a1	O01-0091	06/17/2022 7:00	06/18/2022 7:00	Routine Surveillance	1.35	Pass	GraftonWWTP-01	SARS-CoV-2	N1	ZooWVU	27153.71892375	27153.71892375	447.269295400263	138763.744854056	2285.6818457265	100	0	3031.006432	yes	NA	NA	NA
Q01-0030.a1	Q01-0030	06/02/2022 8:00	06/03/2022 8:00	Routine Surveillance	0.423	Pass	MadisonWWTP-01	SARS-CoV-2	N1	ZooWVU	63781.450918125	63781.450918125	1400.25139227497	102128.672516751	2242.12233845777	100	46.66682184	2565.627288	NTC above threshold	NA	NA	NA
A03-0118.a3	A03-0118	11/19/2021 6:00	11/19/2021 14:00	Routine Surveillance	NA	Pass	MorgantownHS-01	Human	RNase P	ZooWVU	840	2520	136.14262560778	NA	NA	100	NA	NA	Missing controls: HEX	NA	NA	NA
E01-0659.a5	E01-0659	10/10/2024 09:00 AM	10/11/2024 09:00 AM	Routine Surveillance	1.528	Pass	PrincetonWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	2315	2315	6.43055555555556	13390.2065012	37.1950180588889	100	0	179.525184631348	yes	-0.269227007834005	FALSE	FALSE
R01-0029.a2	R01-0029	04/28/2022 9:00	04/29/2022 8:30	Routine Surveillance	0.181	Pass	HuttonsvilleWWTP-01	SARS-CoV-2	N2	ZooWVU	959	959	45.6449309852451	657.06768239	31.2740448543551	100	0	668.336296	yes	-0.288613860297783	FALSE	FALSE
