run_id	sample_id	assay_id	extract_id	plate_id	plate_cell	assay_input_ml	assay_type	accepted_droplets	target	target_category	target_genetic_locus	target_macromolecule	target_fluorophore	target_calculated_copies_per_reaction	target_copies_per_reaction	target_result	notes
M03-0052.a2	M03-0052	2	M03-0052.e1	AP72	A03	0.005	Direct Quantification	15163	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	0	0	
M03-0052.a3	M03-0052	3	M03-0052.e1	AP72	A03	0.005	Direct Quantification	15163	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
M03-0053.a1	M03-0053	1	M03-0053.e1	AP87	E03	0.005	Direct Quantification	18573	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	181.8621445	323941.9448	
M03-0053.a2	M03-0053	2	M03-0053.e1	AP87	E03	0.005	Direct Quantification	18573	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	166.5468407	296661.5599	
M03-0053.a3	M03-0053	3	M03-0053.e1	AP87	E03	0.005	Direct Quantification	18573	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
M03-0054.a1	M03-0054	1	M03-0054.e1	AP87	F03	0.005	Direct Quantification	17623	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	96.32796288	171584.1839	
M03-0054.a2	M03-0054	2	M03-0054.e1	AP87	F03	0.005	Direct Quantification	17623	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	100.3502083	178748.8085	
M03-0054.a3	M03-0054	3	M03-0054.e1	AP87	F03	0.005	Direct Quantification	17623	Human	Internal Control	RNase P	RNA	HEX	0	2.670458853	4756.754832	
M03-0055.a1	M03-0055	1	M03-0055.e1	AP72	A04	0.005	Direct Quantification	15035	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	1.565027833	2787.705828	
M03-0055.a2	M03-0055	2	M03-0055.e1	AP72	A04	0.005	Direct Quantification	15035	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	4.695395827	8363.673817	
M03-0055.a3	M03-0055	3	M03-0055.e1	AP72	A04	0.005	Direct Quantification	15035	Human	Internal Control	RNase P	RNA	HEX	0	1.565027833	2787.705828	
M03-0056.a1	M03-0056	1	M03-0056.e1	AP68	D01	0.005	Direct Quantification	15205	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	0	0	
M03-0056.a2	M03-0056	2	M03-0056.e1	AP68	D01	0.005	Direct Quantification	15205	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	0	0	
M03-0056.a3	M03-0056	3	M03-0056.e1	AP68	D01	0.005	Direct Quantification	15205	Human	Internal Control	RNase P	RNA	HEX	0	3.095160723	5513.255037	
M03-0057.a1	M03-0057	1	M03-0057.e1	AP87	G03	0.005	Direct Quantification	19310	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	248.6667442	442937.6382	
M03-0057.a2	M03-0057	2	M03-0057.e1	AP87	G03	0.005	Direct Quantification	19310	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	246.2039566	438550.7977	
M03-0057.a3	M03-0057	3	M03-0057.e1	AP87	G03	0.005	Direct Quantification	19310	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
M03-0058.a1	M03-0058	1	M03-0058.e1	AP82	H04	0.005	Direct Quantification	16960	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	11.10139728	19774.3639	
M03-0058.a2	M03-0058	2	M03-0058.e1	AP82	H04	0.005	Direct Quantification	16960	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	15.26577234	27192.15699	
M03-0058.a3	M03-0058	3	M03-0058.e1	AP82	H04	0.005	Direct Quantification	16960	Human	Internal Control	RNase P	RNA	HEX	0	2.774858177	4942.716127	
M03-0059.a1	M03-0059	1	M03-0059.e1	AP85	E03	0.005	Direct Quantification	19271	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	286.2210274	509831.205	
M03-0059.a2	M03-0059	2	M03-0059.e1	AP85	E03	0.005	Direct Quantification	19271	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	261.5156174	465824.6934	
M03-0059.a3	M03-0059	3	M03-0059.e1	AP85	E03	0.005	Direct Quantification	19271	Human	Internal Control	RNase P	RNA	HEX	0	8.548378348	15226.79893	
M03-0060.a1	M03-0060	1	M03-0060.e1	AP82	A05	0.005	Direct Quantification	16141	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	235.8748055	420151.9972	
M03-0060.a2	M03-0060	2	M03-0060.e1	AP82	A05	0.005	Direct Quantification	16141	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	252.0770645	449012.2712	
M03-0060.a3	M03-0060	3	M03-0060.e1	AP82	A05	0.005	Direct Quantification	16141	Human	Internal Control	RNase P	RNA	HEX	0	2.915664613	5193.527592	
M03-0061.a1	M03-0061	1	M03-0061.e1	AP68	D03	0.005	Direct Quantification	16664	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	0	0	
M03-0061.a2	M03-0061	2	M03-0061.e1	AP68	D03	0.005	Direct Quantification	16664	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	2.82415092	5030.518826	
M03-0061.a3	M03-0061	3	M03-0061.e1	AP68	D03	0.005	Direct Quantification	16664	Human	Internal Control	RNase P	RNA	HEX	0	1.412032992	2515.183766	
M03-0062.a1	M03-0062	1	M03-0062.e1	AP72	A05	0.005	Direct Quantification	14891	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	4.740806222	8444.561083	
M03-0062.a2	M03-0062	2	M03-0062.e1	AP72	A05	0.005	Direct Quantification	14891	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	3.160431385	5629.518405	
M03-0062.a3	M03-0062	3	M03-0062.e1	AP72	A05	0.005	Direct Quantification	14891	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
M03-0063.a1	M03-0063	1	M03-0063.e1	AP72	A06	0.005	Direct Quantification	13849	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	20.39680481	36331.80857	
M03-0063.a2	M03-0063	2	M03-0063.e1	AP72	A06	0.005	Direct Quantification	13849	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	20.39680481	36331.80857	
M03-0063.a3	M03-0063	3	M03-0063.e1	AP72	A06	0.005	Direct Quantification	13849	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
M03-0064.a1	M03-0064	1	M03-0064.e1	AP82	B05	0.005	Direct Quantification	16681	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	94.69726563	168679.5044	
M03-0064.a2	M03-0064	2	M03-0064.e1	AP82	B05	0.005	Direct Quantification	16681	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	97.52991676	173725.1642	
M03-0064.a3	M03-0064	3	M03-0064.e1	AP82	B05	0.005	Direct Quantification	16681	Human	Internal Control	RNase P	RNA	HEX	0	2.821272314	5025.391309	
M03-0065.a1	M03-0065	1	M03-0065.e1	AP87	H03	0.005	Direct Quantification	17088	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	176.9137001	315127.5283	
M03-0065.a2	M03-0065	2	M03-0065.e1	AP87	H03	0.005	Direct Quantification	17088	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	208.8443565	372004.0101	
M03-0065.a3	M03-0065	3	M03-0065.e1	AP87	H03	0.005	Direct Quantification	17088	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
M03-0066.a1	M03-0066	1	M03-0066.e1	AP76	C06	0.005	Direct Quantification	15918	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	13.30723643	23703.5149	
M03-0066.a2	M03-0066	2	M03-0066.e1	AP76	C06	0.005	Direct Quantification	15918	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	11.82828307	21069.12922	
M03-0067.a1	M03-0067	1	M03-0067.e1	AP76	C07	0.005	Direct Quantification	14631	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	46.68375969	83155.44695	
M03-0067.a2	M03-0067	2	M03-0067.e1	AP76	C07	0.005	Direct Quantification	14631	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	53.13017368	94638.12187	
M03-0068.a1	M03-0068	1	M03-0068.e1	AP82	C05	0.005	Direct Quantification	16464	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	206.70187	368187.7059	
M03-0068.a2	M03-0068	2	M03-0068.e1	AP82	C05	0.005	Direct Quantification	16464	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	267.3335648	476187.9122	
M03-0068.a3	M03-0068	3	M03-0068.e1	AP82	C05	0.005	Direct Quantification	16464	Human	Internal Control	RNase P	RNA	HEX	0	7.146800756	12730.23885	
M03-0069.a1	M03-0069	1	M03-0069.e1	AP76	C08	0.005	Direct Quantification	13787	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	8.534735441	15202.4975	
M03-0069.a2	M03-0069	2	M03-0069.e1	AP76	C08	0.005	Direct Quantification	13787	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	13.65706325	24326.64391	
M03-0070.a1	M03-0070	1	M03-0070.e1	AP82	D05	0.005	Direct Quantification	15793	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	1.489910483	2653.903048	
M03-0070.a2	M03-0070	2	M03-0070.e1	AP82	D05	0.005	Direct Quantification	15793	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	0	0	
M03-0070.a3	M03-0070	3	M03-0070.e1	AP82	D05	0.005	Direct Quantification	15793	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
M03-0071.a1	M03-0071	1	M03-0071.e1	AP82	E05	0.005	Direct Quantification	16551	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	176.9458771	315184.8435	
M03-0071.a2	M03-0071	2	M03-0071.e1	AP82	E05	0.005	Direct Quantification	16551	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	188.4075928	335601.0246	
M03-0071.a3	M03-0071	3	M03-0071.e1	AP82	E05	0.005	Direct Quantification	16551	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
M03-0072.a1	M03-0072	1	M03-0072.e1	AP76	D01	0.005	Direct Quantification	14695	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	1.601239294	2852.207492	
M03-0072.a2	M03-0072	2	M03-0072.e1	AP76	D01	0.005	Direct Quantification	14695	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	4.804044962	8557.205088	
M03-0073.a1	M03-0073	1	M03-0073.e1	AP82	F05	0.005	Direct Quantification	14915	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	56.86106205	101283.7668	
M03-0073.a2	M03-0073	2	M03-0073.e1	AP82	F05	0.005	Direct Quantification	14915	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	53.69850159	95650.45595	
M03-0073.a3	M03-0073	3	M03-0073.e1	AP82	F05	0.005	Direct Quantification	14915	Human	Internal Control	RNase P	RNA	HEX	0	1.57761991	2810.135465	
M03-0074.a1	M03-0074	1	M03-0074.e1	AP76	D02	0.005	Direct Quantification	15324	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	6.142647862	10941.5915	
M03-0074.a2	M03-0074	2	M03-0074.e1	AP76	D02	0.005	Direct Quantification	15324	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	3.071123362	5470.438488	
M03-0075.a1	M03-0075	1	M03-0075.e1	AP85	F03	0.005	Direct Quantification	19975	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	165.4926491	294783.7812	
M03-0075.a2	M03-0075	2	M03-0075.e1	AP85	F03	0.005	Direct Quantification	19975	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	140.5944252	250433.8199	
M03-0075.a3	M03-0075	3	M03-0075.e1	AP85	F03	0.005	Direct Quantification	19975	Human	Internal Control	RNase P	RNA	HEX	0	2.35600397	4196.632071	
M03-0077.a1	M03-0077	1	M03-0077.e1	AP87	A04	0.005	Direct Quantification	16699	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	175.3717995	312381.0178	
M03-0077.a2	M03-0077	2	M03-0077.e1	AP87	A04	0.005	Direct Quantification	16699	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	154.0878296	274468.9465	
M03-0077.a3	M03-0077	3	M03-0077.e1	AP87	A04	0.005	Direct Quantification	16699	Human	Internal Control	RNase P	RNA	HEX	0	4.227473438	7530.187061	
M03-0078.a1	M03-0078	1	M03-0078.e1	AP91	G04	0.005	Direct Quantification	21145	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	61.2817955	109158.1982	
M03-0078.a2	M03-0078	2	M03-0078.e1	AP91	G04	0.005	Direct Quantification	21145	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	74.67360973	133012.3673	
M03-0078.a3	M03-0078	3	M03-0078.e1	AP91	G04	0.005	Direct Quantification	21145	Human	Internal Control	RNase P	RNA	HEX	0	3.338531256	5946.758799	
M03-0079.a1	M03-0079	1	M03-0079.e1	AP91	H04	0.005	Direct Quantification	18729	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	55.34263134	98579.06207	
M03-0079.a2	M03-0079	2	M03-0079.e1	AP91	H04	0.005	Direct Quantification	18729	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	41.49476528	73912.55066	
M03-0079.a3	M03-0079	3	M03-0079.e1	AP91	H04	0.005	Direct Quantification	18729	Human	Internal Control	RNase P	RNA	HEX	0	22.62443542	40299.7756	
M03-0080.a1	M03-0080	1	M03-0080.e1	AP93	H03	0.005	Direct Quantification	19087	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	74.08122063	131957.1742	
M03-0080.a2	M03-0080	2	M03-0080.e1	AP93	H03	0.005	Direct Quantification	19087	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	66.66259766	118742.7521	
M03-0080.a3	M03-0080	3	M03-0080.e1	AP93	H03	0.005	Direct Quantification	19087	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
M03-0081.a1	M03-0081	1	M03-0081.e1	AP91	A05	0.005	Direct Quantification	18630	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	171.1237526	304814.1843	
M03-0081.a2	M03-0081	2	M03-0081.e1	AP91	A05	0.005	Direct Quantification	18630	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	174.9406815	311613.0888	
M03-0081.a3	M03-0081	3	M03-0081.e1	AP91	A05	0.005	Direct Quantification	18630	Human	Internal Control	RNase P	RNA	HEX	0	1.263018996	2249.752586	
M03-0082.a1	M03-0082	1	M03-0082.e1	AP89	G01	0.005	Direct Quantification	19154	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	121.930275	217188.3023	
M03-0082.a2	M03-0082	2	M03-0082.e1	AP89	G01	0.005	Direct Quantification	19154	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	139.2240429	247992.8264	
M03-0082.a3	M03-0082	3	M03-0082.e1	AP89	G01	0.005	Direct Quantification	19154	Human	Internal Control	RNase P	RNA	HEX	0	1.228465363	2188.203929	
M03-0083.a1	M03-0083	1	M03-0083.e1	AP89	H01	0.005	Direct Quantification	19880	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	39.0903306	69629.65138	
M03-0083.a2	M03-0083	2	M03-0083.e1	AP89	H01	0.005	Direct Quantification	19880	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	48.57656479	86527.00603	
M03-0083.a3	M03-0083	3	M03-0083.e1	AP89	H01	0.005	Direct Quantification	19880	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
M03-0084.a1	M03-0084	1	M03-0084.e1	AP95	A04	0.005	Direct Quantification	16760	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	130.9265518	233212.9204	
M03-0084.a2	M03-0084	2	M03-0084.e1	AP95	A04	0.005	Direct Quantification	16760	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	61.85295105	110175.5691	
M03-0084.a3	M03-0084	3	M03-0084.e1	AP95	A04	0.005	Direct Quantification	16760	Human	Internal Control	RNase P	RNA	HEX	0	1.40394479	2500.776658	
M03-0085.a1	M03-0085	1	M03-0085.e1	AP95	B04	0.005	Direct Quantification	18754	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	66.58975601	118613.0029	
M03-0085.a2	M03-0085	2	M03-0085.e1	AP95	B04	0.005	Direct Quantification	18754	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	25.10607719	44720.2	
M03-0085.a3	M03-0085	3	M03-0085.e1	AP95	B04	0.005	Direct Quantification	18754	Human	Internal Control	RNase P	RNA	HEX	0	5.01907289	8940.223586	
M03-0086.a1	M03-0086	1	M03-0086.e1	AP89	A02	0.005	Direct Quantification	21660	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	39.13959026	69717.39516	
M03-0086.a2	M03-0086	2	M03-0086.e1	AP89	A02	0.005	Direct Quantification	21660	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	52.20060349	92982.32496	
M03-0086.a3	M03-0086	3	M03-0086.e1	AP89	A02	0.005	Direct Quantification	21660	Human	Internal Control	RNase P	RNA	HEX	0	2.172714472	3870.147653	
M03-0087.a1	M03-0087	1	M03-0087.e1	AP89	B02	0.005	Direct Quantification	20847	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	72.3460722	128866.4411	
M03-0087.a2	M03-0087	2	M03-0087.e1	AP89	B02	0.005	Direct Quantification	20847	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	56.5013504	100643.0304	
M03-0087.a3	M03-0087	3	M03-0087.e1	AP89	B02	0.005	Direct Quantification	20847	Human	Internal Control	RNase P	RNA	HEX	0	1.128698438	2010.494093	
M03-0088.a1	M03-0088	1	M03-0088.e1	AP91	B05	0.005	Direct Quantification	19328	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	36.54960394	65103.98202	
M03-0088.a2	M03-0088	2	M03-0088.e1	AP91	B05	0.005	Direct Quantification	19328	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	31.67304277	56417.60744	
M03-0088.a3	M03-0088	3	M03-0088.e1	AP91	B05	0.005	Direct Quantification	19328	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
M03-0089.a1	M03-0089	1	M03-0089.e1	AP93	A04	0.005	Direct Quantification	20625	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	250.0224113	445352.4202	
M03-0089.a2	M03-0089	2	M03-0089.e1	AP93	A04	0.005	Direct Quantification	20625	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	209.7017479	373531.2384	
M03-0089.a3	M03-0089	3	M03-0089.e1	AP93	A04	0.005	Direct Quantification	20625	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
M03-0090.a1	M03-0090	1	M03-0090.e1	AP95	C04	0.005	Direct Quantification	18269	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	42.54051685	75775.29564	
M03-0090.a2	M03-0090	2	M03-0090.e1	AP95	C04	0.005	Direct Quantification	18269	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	24.48363304	43611.47135	
M03-0090.a3	M03-0090	3	M03-0090.e1	AP95	C04	0.005	Direct Quantification	18269	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
M03-0092.a1	M03-0092	1	M03-0092.e1	AP91	C05	0.005	Direct Quantification	20627	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	120.0803757	213893.1692	
M03-0092.a2	M03-0092	2	M03-0092.e1	AP91	C05	0.005	Direct Quantification	20627	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	105.1799965	187351.8687	
M03-0092.a3	M03-0092	3	M03-0092.e1	AP91	C05	0.005	Direct Quantification	20627	Human	Internal Control	RNase P	RNA	HEX	0	3.422376812	6096.108695	
M03-0093.a1	M03-0093	1	M03-0093.e1	AP95	D04	0.005	Direct Quantification	18763	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	101.7965126	181325.0381	
M03-0093.a2	M03-0093	2	M03-0093.e1	AP95	D04	0.005	Direct Quantification	18763	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	57.75631905	102878.4433	
M03-0093.a3	M03-0093	3	M03-0093.e1	AP95	D04	0.005	Direct Quantification	18763	Human	Internal Control	RNase P	RNA	HEX	0	1.254065931	2233.804939	
M03-0094.a1	M03-0094	1	M03-0094.e1	AP93	B04	0.005	Direct Quantification	19606	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	28.82035017	51336.24874	
M03-0094.a2	M03-0094	2	M03-0094.e1	AP93	B04	0.005	Direct Quantification	19606	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	28.82035017	51336.24874	
M03-0094.a3	M03-0094	3	M03-0094.e1	AP93	B04	0.005	Direct Quantification	19606	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
M03-0095.a1	M03-0095	1	M03-0095.e1	AP95	E04	0.005	Direct Quantification	19449	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	222.4416542	396224.1966	
M03-0095.a2	M03-0095	2	M03-0095.e1	AP95	E04	0.005	Direct Quantification	19449	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	86.05300903	153281.9223	
M03-0095.a3	M03-0095	3	M03-0095.e1	AP95	E04	0.005	Direct Quantification	19449	Human	Internal Control	RNase P	RNA	HEX	0	1.209831685	2155.012689	
