sample_id	sample_status	location_id	sample_event	sample_qc	sample_collection_start_datetime	sample_collection_end_datetime	sample_recovered_datetime	sample_collection_by	sample_flow	sample_received_by	sample_received_date	sample_ph_lab	sample_comment
M03-0265	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	05/30/2023 11:00	05/31/2023 11:00	05/31/2023 11:00		0.443	LW	06/22/2023		
M03-0266	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	05/23/2023 11:00	05/24/2023 11:00	05/24/2023 11:00		0.158	LW	06/01/2023		
M03-0267	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	05/29/2023 11:00	05/30/2023 11:00	05/30/2023 11:00		0.131	LW	06/01/2023		
M03-0268	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	06/19/2023 11:00	06/20/2023 11:00	06/20/2023 11:00		0.215	LW	06/22/2023		
M03-0269	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	07/14/2023 8:00	07/17/2023 8:00	07/17/2023 8:00		0.242	SB	07/19/2023		
M03-0270	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	07/13/2023 8:00	07/14/2023 8:00	07/14/2023 8:00		0.174	SB	07/19/2023		
M03-0271	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	05/19/2023 11:00	05/20/2023 11:00	05/20/2023 11:00		0.153	LW	06/01/2023		
M03-0272	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	05/20/2023 11:00	05/21/2023 11:00	05/21/2023 11:00		0.171	LW	06/01/2023		
M03-0273	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	07/17/2023 8:00	07/18/2023 8:00	07/18/2023 8:00		0.34	SB	07/19/2023		
M03-0274	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	07/12/2023 8:00	07/13/2023 8:00	07/13/2023 8:00		0.144	SB	07/19/2023		
M03-0275	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	06/08/2023 11:00	06/09/2023 11:00	06/09/2023 11:00		0.115	LW	06/14/2023		
M03-0276	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	07/24/2023 11:00	07/25/2023 11:00	07/25/2023 11:00		0.536	AJ	07/26/2023		
M03-0277		ManningtonWWTP-01	Routine Surveillance	Pass	01/14/2024 08:00 AM	01/15/2024 08:00 AM	01/15/2024 08:00 AM		0.218	GC	02/06/2024		
M03-0278		ManningtonWWTP-01	Routine Surveillance	Pass	01/21/2024 12:00 AM	01/22/2024 12:00 AM	01/22/2024 12:00 AM		0.491	GC	01/23/2024		
M03-0279	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	07/20/2023 11:00	07/21/2023 11:00	07/21/2023 11:00		0.552	AJ	07/26/2023		
M03-0280		ManningtonWWTP-01	Routine Surveillance	Pass			04/29/2024 08:00 AM		0.170	GC	04/30/2024		
M03-0281		ManningtonWWTP-01	Routine Surveillance	Pass	05/05/2024 08:00 AM	05/06/2024 08:00 AM	05/06/2024 08:00 AM		.362	SK	05/07/2024		
M03-0282		ManningtonWWTP-01	Routine Surveillance	Pass	04/07/2024 08:00 AM	04/08/2024 08:00 AM	04/08/2024 08:00 AM		0.332	GC	04/09/2024		
M03-0283		ManningtonWWTP-01	Routine Surveillance	Pass	03/17/2024 08:00 AM	03/18/2024 08:00 AM	03/18/2024 08:00 AM		0.384	GC	03/19/2024		
M03-0284	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	07/19/2023 11:00	07/20/2023 11:00	07/20/2023 11:00		0.498	AJ	07/26/2023		
M03-0285		ManningtonWWTP-01	Routine Surveillance	Pass	03/03/2024 08:00 AM	03/04/2024 08:00 AM	03/04/2024 08:00 AM		0.287	GC	03/05/2024		
M03-0286		ManningtonWWTP-01	Routine Surveillance	Pass	04/21/2024 08:00 AM	04/22/2024 08:00 AM	04/22/2024 08:00 AM		.200	SK	04/23/2024		
M03-0287		ManningtonWWTP-01	Routine Surveillance	Pass	03/24/2024 08:00 AM	03/25/2024 08:00 AM	03/25/2024 08:00 AM		0.186	GC	03/26/2024		
M03-0288		ManningtonWWTP-01	Routine Surveillance	Pass	02/11/2024 08:00 AM	02/12/2024 08:00 AM	02/12/2024 08:00 AM		0.182	AJ	02/12/2024		
M03-0289		ManningtonWWTP-01	Routine Surveillance	Pass	01/28/2024 09:00 AM	01/29/2024 07:00 AM	01/29/2024 09:00 AM		0.769	AJ	01/30/2024		
M03-0290		ManningtonWWTP-01	Routine Surveillance	Pass	12/17/2023 08:00 AM	12/18/2023 08:00 AM	12/18/2023 08:00 AM		0.169	AJ	12/19/2023		
M03-0291	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	07/18/2023 11:00	07/19/2023 11:00	07/19/2023 11:00		0.533	AJ	07/26/2023		
M03-0293		ManningtonWWTP-01	Routine Surveillance	Pass	02/18/2024 08:00 AM	02/19/2024 08:00 AM	02/19/2024 08:00 AM		0.204	AJ	02/21/2024		
M03-0294		ManningtonWWTP-01	Routine Surveillance	Pass	03/10/2024 08:00 AM	03/11/2024 08:00 AM	03/11/2024 08:00 AM		0.946	AJ	03/12/2024		
M03-0295		ManningtonWWTP-01	Routine Surveillance	Pass	05/12/2024 08:00 AM	05/13/2024 08:00 AM	05/13/2024 08:00 AM		0.302	AJ	05/15/2024		
M03-0296	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	07/23/2023 11:00	07/24/2023 11:00	07/24/2023 11:00		0.723	AJ	07/26/2023		
M03-0297		ManningtonWWTP-01	Routine Surveillance	Pass	03/31/2024 08:00 AM	04/01/2024 08:00 AM	04/01/2024 08:00 AM		0.186	GC	04/02/2024		
M03-0298		ManningtonWWTP-01	Routine Surveillance	Pass	02/25/2024 08:00 AM	02/26/2024 08:00 AM	02/26/2024 08:00 AM		0.303	AJ	02/27/2024		
M03-0299		ManningtonWWTP-01	Routine Surveillance	Pass	04/14/2024 08:00 AM	04/15/2024 08:00 AM	04/15/2024 08:00 AM		0.707	GC	04/16/2024		
M03-0304		ManningtonWWTP-01	Routine Surveillance	Pass	12/10/2023 08:00 AM	12/11/2023 08:00 AM	12/11/2023 08:00 AM		0.339	AJ	12/12/2023		
M03-0308		ManningtonWWTP-01	Routine Surveillance	Pass	11/19/2023 08:00 AM	11/20/2023 08:00 AM	11/20/2023 08:00 AM		0.163	AJ	11/21/2023		
M03-0309		ManningtonWWTP-01	Routine Surveillance	Pass	01/07/2024 08:00 AM	01/08/2024 08:00 AM	01/08/2024 08:00 AM		0.382	AJ	01/09/2024		
M03-0311		FarmingtonWWTP-01	Routine Surveillance	Pass	11/26/2023 08:00 AM	11/27/2023 08:00 AM	11/27/2023 08:00 AM		0.149	AJ	11/29/2023		
M03-0319		ManningtonWWTP-01	Routine Surveillance	Pass	12/03/2023 08:00 AM	12/04/2023 08:00 AM	12/04/2023 08:00 AM		0.255	GC	12/05/2023		
M03-0321		ManningtonWWTP-01	Routine Surveillance	Pass	01/14/2024 08:00 AM	01/15/2024 08:00 AM	01/15/2024 08:00 AM		0.125	GC	01/18/2024		
M03-0326	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	11/12/2023 8:00	11/13/2023 8:00	11/13/2023 8:00		0.135	AJ	11/13/2023		
M03-0328	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	08/24/2023 11:00	08/25/2023 11:00	08/25/2023 11:00		0.219	GC	09/05/2023		
M03-0330	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	10/15/2023 8:00	10/16/2023 8:00	10/16/2023 9:00		0.195	AJ	10/17/2023		
M03-0331	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	09/24/2023 8:00	09/25/2023 8:00	09/25/2023 8:00		0.176	GC	09/26/2023		
M03-0332	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	10/08/2023 7:30	10/09/2023 7:30	10/09/2023 7:30		0.147	AJ	10/11/2023		
M03-0334	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	08/30/2023 11:00	08/31/2023 11:00	08/31/2023 11:00		0.191	GC	09/05/2023		
M03-0335	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	08/31/2023 11:00	09/01/2023 11:00	09/01/2023 11:00			GC	09/05/2023		
M03-0336	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	09/14/2023 11:00	09/15/2023 11:00	09/15/2023 11:00		0.174	AJ	09/15/2023		
M03-0338	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	11/05/2023 8:00	11/06/2023 8:00	11/06/2023 8:00		0.144	GC	11/07/2023		
M03-0339	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	08/27/2023 11:00	08/28/2023 11:00	08/28/2023 11:00		0.483	GC	09/05/2023		
M03-0340	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	10/01/2023 8:00	10/02/2023 8:00	10/02/2023 8:00		0.14	GC	10/03/2023		
M03-0343	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	09/06/2023 11:00	09/07/2023 11:00	09/07/2023 11:00		0.151	GC	09/12/2023		
M03-0344	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	10/22/2023 8:00	10/23/2023 8:00	10/23/2023 8:00		0.19	AJ	10/24/2023		
M03-0346	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	10/29/2023 8:00	10/30/2023 8:00	10/30/2023 8:00		0.18	AJ	10/31/2023		
M03-0347	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	09/16/2023 8:00	09/17/2023 8:00	09/17/2023 8:00		0.176	GC	09/19/2023		
M03-0348	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	08/28/2023 11:00	08/29/2023 11:00	08/29/2023 11:00		0.181	GC	09/05/2023		
M03-0349	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	08/23/2023 11:00	08/24/2023 11:00	08/24/2023 11:00		0.2	GC	09/05/2023		
M03-0350	Complete	ManningtonWWTP-01	Routine Surveillance	Pass	08/22/2023 11:00	08/23/2023 11:00	08/23/2023 11:00		0.171	GC	09/05/2023		
M03-0376		ManningtonWWTP-01	Routine Surveillance	Pass	05/20/2024 08:00 AM	05/19/2024 08:00 AM	05/20/2024 08:00 AM		0.166	SK	05/23/2024		
M03-0377		ManningtonWWTP-01	Routine Surveillance	Pass	06/16/2024 08:00 AM	06/17/2024 08:00 AM	06/17/2024 08:00 AM		0.147	aj	06/18/2024		
M03-0378		ManningtonWWTP-01	Routine Surveillance	Pass	07/21/2024 08:00 AM	07/22/2024 08:00 AM	07/22/2024 08:00 AM		0.123	SK	07/23/2024		
M03-0379		ManningtonWWTP-01	Routine Surveillance	Pass	07/07/2024 08:00 AM	07/08/2024 08:00 AM	07/08/2024 08:00 AM		0.148	AJ	07/10/2024		
M03-0380		ManningtonWWTP-01	Routine Surveillance	Pass	05/26/2024 08:00 AM	05/27/2024 08:00 AM	05/27/2024 08:00 AM		0.529	GC	05/28/2024		
M03-0382		ManningtonWWTP-01	Routine Surveillance	Pass	09/09/2024 08:00 AM	09/10/2024 08:00 AM	09/10/2024 08:00 AM		0.132	AJ	09/11/2024		
M03-0383		ManningtonWWTP-01	Routine Surveillance	Pass	06/23/2024 08:00 AM	06/24/2024 08:00 AM	06/24/2024 08:00 AM		0.224	SK	06/25/2024		
M03-0388		ManningtonWWTP-01	Routine Surveillance	Pass	09/02/2024 08:00 AM	09/03/2024 08:00 AM	09/03/2024 08:00 AM		0.145	AJ	09/04/2024		
M03-0389		ManningtonWWTP-01	Routine Surveillance	Pass	07/28/2024 08:00 AM	07/29/2024 08:00 AM	07/29/2024 08:00 AM		0.135	AJ	07/31/2024		
M03-0390		ManningtonWWTP-01	Routine Surveillance	Pass	07/14/2024 08:00 AM	07/15/2024 08:00 AM	07/15/2024 08:00 AM		0.129	AJ	07/16/2024		
M03-0391		ManningtonWWTP-01	Routine Surveillance	Pass	06/02/2024 08:00 AM	06/03/2024 08:00 AM	06/03/2024 08:00 AM		0.167	AJ	06/03/2024		
M03-0392		ManningtonWWTP-01	Routine Surveillance	Pass	08/18/2024 08:00 AM	08/19/2024 08:00 AM	08/19/2024 08:00 AM		0.133	AJ	08/20/2024		
M03-0394		ManningtonWWTP-01	Routine Surveillance	Fail: Missing Required Data	09/16/2024 08:00 AM	09/17/2024 08:00 AM	09/17/2024 08:00 AM			AJ	09/19/2024		
M03-0395		ManningtonWWTP-01	Routine Surveillance	Pass	06/30/2024 08:00 AM	07/01/2024 08:00 AM	07/01/2024 08:00 AM		0.164	SK	07/02/2024		
M03-0397		ManningtonWWTP-01	Routine Surveillance	Pass	08/11/2024 08:00 AM	08/12/2024 08:00 AM	08/12/2024 08:00 AM		0.150	AJ	08/13/2024		
M03-0398		ManningtonWWTP-01	Routine Surveillance	Pass	09/23/2024 08:00 AM	09/24/2024 08:00 AM	09/24/2024 08:00 AM		0.192	AJ	09/25/2024		
M03-0399		ManningtonWWTP-01	Routine Surveillance	Pass	06/09/2024 08:00 AM	06/10/2024 08:00 AM	06/10/2024 08:00 AM		0.149	SK	06/11/2024		
M03-0400		ManningtonWWTP-01	Routine Surveillance	Pass	08/25/2024 08:00 AM	08/26/2024 08:00 AM	08/26/2024 08:00 AM		0.128	AJ	08/27/2024		
M03-0476		ManningtonWWTP-01	Routine Surveillance	Pass	10/28/2024 08:00 AM	10/29/2024 08:00 AM	10/29/2024 08:00 AM		0.115	AJ	10/30/2024		
M03-0477		ManningtonWWTP-01	Routine Surveillance	Pass	10/13/2024 09:00 AM	10/14/2024 09:00 AM	10/14/2024 09:00 AM		0.133	AJ	10/16/2024		
M03-0478		ManningtonWWTP-01	Routine Surveillance	Pass	10/08/2024 09:00 AM	10/09/2024 09:00 AM	10/09/2024 09:00 AM		0.157	AJ	10/10/2024		
M03-0479		ManningtonWWTP-01	Routine Surveillance	Pass	09/30/2024 08:00 AM	10/01/2024 08:00 AM	10/01/2024 08:00 AM		0.215	AJ	10/02/2024		
M03-0480		ManningtonWWTP-01	Routine Surveillance	Pass	10/21/2024 08:00 AM	10/22/2024 08:00 AM	10/22/2024 08:00 AM		0.139	AJ	10/22/2024		
M03-0489		ManningtonWWTP-01	Routine Surveillance	Pass	12/30/2024 08:00 AM	12/31/2024 08:00 AM	12/31/2024 08:00 AM		0.169	AJ	01/16/2025		
M03-0490		ManningtonWWTP-01	Routine Surveillance	Pass	01/19/2025 08:00 AM	01/20/2025 08:00 AM	01/20/2025 08:00 AM		0.260	AJ	01/23/2025		
M03-0491		ManningtonWWTP-01	Routine Surveillance	Pass	01/26/2025 08:00 AM	01/27/2025 08:00 AM	01/27/2025 08:00 AM		0.178	AJ	01/29/2025		
M03-0492		ManningtonWWTP-01	Routine Surveillance	Pass	12/16/2024 08:00 AM	12/17/2024 08:00 AM	12/17/2024 08:00 AM		0.417	AJ	12/18/2024		
M03-0494		ManningtonWWTP-01	Routine Surveillance	Pass	11/11/2024 08:00 AM	11/12/2024 08:00 AM	11/12/2024 08:00 AM		0.285	AJ	11/14/2024		
M03-0495		ManningtonWWTP-01	Routine Surveillance	Pass	12/09/2024 08:00 AM	12/10/2024 08:00 AM	12/10/2024 08:00 AM		0.313	AJ	12/11/2024		
M03-0496		ManningtonWWTP-01	Routine Surveillance	Pass	11/18/2024 08:00 AM	11/19/2024 08:00 AM	11/19/2024 08:00 AM		0.130	AJ	11/20/2024		
M03-0497		ManningtonWWTP-01	Routine Surveillance	Pass	11/25/2024 08:00 AM	11/26/2024 08:00 AM	11/26/2024 08:00 AM		0.141	AJ	12/02/2024		
M03-0498		ManningtonWWTP-01	Routine Surveillance	Pass	12/02/2024 08:00 AM	12/03/2024 08:00 AM	12/03/2024 08:00 AM		0.140	AJ	12/05/2024		
M03-0500		ManningtonWWTP-01	Routine Surveillance	Pass	03/09/2025 08:00 AM	03/10/2025 08:00 AM	03/10/2025 08:00 AM		0.180	AJ	03/13/2025		
M03-0501		ManningtonWWTP-01	Routine Surveillance	Pass	02/23/2025 08:00 AM	02/24/2025 08:00 AM	02/24/2025 08:00 AM		0.245	AJ	02/27/2025		
M03-0502		ManningtonWWTP-01	Routine Surveillance	Pass	03/23/2025 08:00 AM	03/24/2025 08:00 AM	03/24/2025 08:00 AM		0.189	AJ	03/27/2025		
M03-0503		ManningtonWWTP-01	Routine Surveillance	Pass	02/09/2025 08:00 AM	02/10/2025 08:00 AM	02/10/2025 08:00 AM		0.521	AJ	02/13/2025		
M03-0504		ManningtonWWTP-01	Routine Surveillance	Pass	03/02/2025 08:00 AM	03/03/2025 08:00 AM	03/03/2025 08:00 AM		0.202	AJ	03/06/2025		
M03-0506		ManningtonWWTP-01	Routine Surveillance	Pass	03/16/2025 09:00 AM	03/17/2025 09:00 AM	03/17/2025 09:00 AM		0.320	AJ	03/20/2025		
M03-0507		ManningtonWWTP-01	Routine Surveillance	Pass	02/02/2025 08:00 AM	02/03/2025 08:00 AM	02/03/2025 08:00 AM		0.380	AJ	02/06/2025		
M03-0508		ManningtonWWTP-01	Routine Surveillance	Pass	05/11/2025 08:00 AM	05/12/2025 08:00 AM	05/12/2025 08:00 AM		0.195	EM	05/21/2025		
M03-0509		ManningtonWWTP-01	Routine Surveillance	Pass	05/04/2025 08:00 AM	05/05/2025 08:00 AM	05/05/2025 08:00 AM		0.259	AJ	05/08/2025		
M03-0510		ManningtonWWTP-01	Routine Surveillance	Pass	05/25/2025 08:00 AM	05/26/2025 08:00 AM	05/26/2025 08:00 AM		0.151	BB	05/29/2025		
M03-0511		ManningtonWWTP-01	Routine Surveillance	Pass	04/20/2025 08:00 AM	04/21/2025 08:00 AM	04/21/2025 08:00 AM		0.204	AJ	04/24/2025		
M03-0512		ManningtonWWTP-01	Routine Surveillance	Pass	04/13/2025 08:00 AM	04/14/2025 08:00 AM	04/14/2025 08:00 AM		0.229	AJ	04/17/2025		
M03-0513		ManningtonWWTP-01	Routine Surveillance	Pass	04/27/2025 08:30 AM	04/28/2025 08:30 AM	04/28/2025 08:30 AM		0.179	AJ	05/01/2025		
M03-0515		ManningtonWWTP-01	Routine Surveillance	Pass	05/18/2025 08:00 AM	05/19/2025 08:00 AM	05/19/2025 08:00 AM		0.175	EM	05/21/2025		
M03-0516		ManningtonWWTP-01	Routine Surveillance	Pass	04/06/2025 08:00 AM	04/07/2025 08:00 AM	04/07/2025 08:00 AM		0.886	AJ	04/11/2025		
M03-0517		ManningtonWWTP-01	Routine Surveillance	Pass	03/30/2025 08:00 AM	03/31/2025 08:00 AM	03/31/2025 08:00 AM		0.331	AJ	04/03/2025		
M04-0001	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	03/23/2022 14:15	03/24/2022 14:15	03/24/2022 14:15		0.108	AJ	03/30/2022	7.43	
M04-0002	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	02/28/2022 10:00	03/01/2022 10:00	03/01/2022 10:00		0.112	AJ	03/02/2022	7.18	
M04-0003	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	02/21/2022 10:15	02/22/2022 10:15	02/22/2022 10:15		0.119	AJ	02/23/2022	7.16	
M04-0004	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	02/17/2022 13:40	02/18/2022 1:40	02/18/2022 13:40		0.13	AJ	02/23/2022	7.57	
M04-0006	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	03/21/2022 10:00	03/22/2022 10:00	03/22/2022 10:15		0.105	JL	03/23/2022	7.1	
M04-0007	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	03/03/2022 2:00	03/04/2022 14:00	03/04/2022 14:00		0.105	AJ	03/09/2022	7.36	
M04-0008	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	03/01/2022 14:00	03/02/2022 14:00	03/02/2022 14:00		0.105	AJ	03/09/2022	7.45	
M04-0009	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	02/22/2022 10:00	02/23/2022 10:00	02/23/2022 10:00		0.113	AJ	03/02/2022	7.4	
M04-0010	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	02/16/2022 13:30	02/17/2022 13:30	02/17/2022 13:30		0.125	AJ	02/23/2022	7.39	
M04-0011	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	03/20/2022 10:00	03/21/2022 10:00	03/21/2022 14:00		0.106	JL	03/23/2022	7.32	
M04-0012	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	03/06/2022 12:45	03/07/2022 12:45	03/07/2022 12:45		0.104	AJ	03/09/2022	7.23	
M04-0013	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	03/02/2022 12:30	03/03/2022 12:30	03/03/2022 12:30		0.102	AJ	03/09/2022	7.3	
M04-0014	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	02/23/2022 13:15	02/24/2022 13:15	02/24/2022 13:15		0.122	AJ	03/02/2022	7.42	
M04-0015	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	02/18/2022 11:30	02/19/2022 11:30	02/19/2022 11:30		0.225	AJ	02/23/2022	7.42	
M04-0016	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	03/17/2022 10:00	03/18/2022 10:00	03/18/2022 13:45		0.108	JL	03/23/2022	7.56	
M04-0017	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	03/15/2022 10:00	03/16/2022 10:00	03/16/2022 13:10		0.108	JL	03/23/2022	7.55	
M04-0018	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	03/10/2022 13:00	03/11/2022 10:20	03/11/2022 10:20		0.103	JL	03/17/2022	7.43	
M04-0019	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	03/08/2022 12:30	03/09/2022 12:30	03/09/2022 12:30		0.112	JL	03/17/2022	7.4	
M04-0020	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	02/24/2022 14:00	02/25/2022 14:00	02/25/2022 14:00		0.126	AJ	03/02/2022	7.37	
M04-0021	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	03/16/2022 10:00	03/17/2022 10:00	03/17/2022 12:15		0.106	JL	03/23/2022	7.49	
M04-0022	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	03/14/2022 14:30	03/15/2022 2:30	03/15/2022 14:30		0.109	JL	03/17/2022	7.41	
M04-0023	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	03/13/2022 14:30	03/14/2022 14:40	03/14/2022 14:40		0.106	JL	03/17/2022	7.3	
M04-0024	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	03/09/2022 12:30	03/10/2022 13:00	03/10/2022 13:00		0.104	JL	03/17/2022	7.33	
M04-0025	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	03/07/2022 14:00	03/08/2022 14:00	03/08/2022 14:00		0.11	AJ	03/09/2022	7.25	
M04-0026	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	04/28/2022 10:00	04/29/2022 10:00	04/29/2022 10:00		0.095	AJ	05/04/2022	7.17	
M04-0027	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	04/14/2022 12:00	04/15/2022 12:00	04/15/2022 13:00		0.113	AJ	04/20/2022	7.58	
M04-0028	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	04/03/2022 12:30	04/04/2022 0:30	04/04/2022 12:30		0.081	AJ	04/06/2022	7.39	
M04-0029	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	03/27/2022 10:30	03/28/2022 10:30	03/28/2022 10:30		0.104	AJ	03/30/2022		
M04-0030	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	03/22/2022 10:30	03/23/2022 10:30	03/24/2022 10:30		0.11	AJ	03/30/2022	7.42	
M04-0031	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	04/27/2022 12:00	04/28/2022 12:00	04/28/2022 12:00		0.091	AJ	05/04/2022	7.2	
M04-0032	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	04/15/2022 12:00	04/16/2022 12:00	04/16/2022 12:00		0.098	AJ	04/20/2022	7.36	
M04-0033	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	04/06/2022 15:00	04/07/2022 15:00	04/07/2022 15:00		0.423	JL	04/13/2022	7.68	
M04-0034	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	03/28/2022 10:00	03/29/2022 10:00	03/29/2022 10:00		0.098	AJ	03/30/2022	7.26	
M04-0035	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	03/24/2022 11:15	03/25/2022 11:15	03/25/2022 11:15		0.108	AJ	03/30/2022	7.55	
M04-0036	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	04/26/2022 12:00	04/27/2022 12:00	04/27/2022 12:15		0.136	AJ	05/04/2022		
M04-0037	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	04/12/2022 12:00	04/13/2022 12:00	04/14/2022 12:00		0.132	AJ	04/20/2022	7.29	
M04-0038	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	04/11/2022 13:30	04/12/2022 13:30	04/13/2022 13:30		0.141	AJ	04/20/2022	7.45	
M04-0039	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	04/05/2022 14:00	04/06/2022 14:00	04/06/2022 14:00		0.263	JL	04/13/2022	7.54	
M04-0041	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	04/25/2022 12:00	04/26/2022 10:30	04/26/2022 10:30		0.128	AJ	04/27/2022	7.18	
M04-0042	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	04/19/2022 11:00	04/20/2022 11:00	04/20/2022 11:00		0.105	AJ	04/27/2022	7.46	
M04-0043	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	04/10/2022 11:00	04/11/2022 11:00	04/12/2022 11:00		0.126	JL	04/13/2022	7.63	
M04-0044	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	04/04/2022 10:45	04/05/2022 10:45	04/05/2022 10:45		0.077	AJ	04/06/2022	7.23	
M04-0045	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	03/30/2022 13:30	03/31/2022 13:30	03/31/2022 13:30		0.086	AJ	04/06/2022	7.13	
M04-0046	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	04/22/2022 12:00	04/23/2022 12:00	04/23/2022 12:30		0.101	AJ	04/27/2022	7.79	
M04-0047	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	04/20/2022 9:00	04/21/2022 9:00	04/21/2022 9:00		0.098	AJ	04/27/2022	7.81	
M04-0048	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	04/13/2022 12:00	04/14/2022 12:00	04/14/2022 12:00		0.095	AJ	04/20/2022	7.5	
M04-0049	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	04/07/2022 11:00	04/08/2022 11:00	04/08/2022 11:00		0.344	JL	04/13/2022	7.72	
M04-0050	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	03/31/2022 13:00	04/01/2022 13:00	04/01/2022 13:00		0.116	AJ	04/06/2022	7.28	
M04-0052	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	05/25/2022 11:00	05/26/2022 11:00	05/26/2022 11:30		0.068	AJ	06/01/2022	7.24	
M04-0053	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	05/10/2022 14:00	05/11/2022 13:40	05/11/2022 13:40		0.138	AJ	05/18/2022	7.55	
M04-0054	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	06/01/2022 11:00	06/02/2022 11:00	06/02/2022 10:30		0.085	AJ	06/08/2022	7.1	
M04-0055	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	05/09/2022 12:00	05/10/2022 12:00	05/10/2022 2:50		0.12	AJ	05/18/2022	7.47	
M04-0056	Complete	FarmingtonWWTP-01	Routine Surveillance	Pass	05/05/2022 11:00	05/06/2022 11:00	05/06/2022 11:00		0.137	AJ	05/18/2022	7.39	
