Sample ID	Assay Target 1 Result (CN/L)	Assay Target 2 Result (CN/L)	Collection Method	Department	Location	Sample Composite Start	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	population_served
A02-0235	0	2884.994885		WVU Morgantown	NorthHighSt-02 (MUB)	11/27/21 9:00					
A03-0020	0	0		K-12	MorgantownHS-01	10/1/21 6:00					
A1084	0	0		WWTP	StarCityWWTP-01	7/4/21 0:00	6.306				
A02-0247	152541.292	137262.1626		WVU Morgantown	NorthHighSt-02 (MUB)	12/4/21 9:00					
A1027	9336	4656		WWTP	StarCityWWTP-01	4/12/21 12:00	11.895				
A02-0115	2274.277871	4548.762832		WVU Morgantown	Evansdale-01	9/18/21 9:00					
A03-0132	5759.879658	20163.04448		K-12	MorgantownHS-01	1/5/22 6:00					
A01-0127	3720.364315	7441.059351		WWTP	StarCityWWTP-01	12/15/21 0:00	7.4				
A02-0022	12057.26095	7233.827002		WVU Morgantown	HonorsSummit-01 (MUB)	8/18/21 9:42					
H01-0035	6375	6375		WWTP	MoundsvilleWWTP-01	11/4/21 8:00					
A02-0290	959087.7199	18030.44312		WVU Morgantown	OaklandE-02	1/12/22 9:00					
G01-0039	8318.301737	12478.07264		WWTP	KeyserWWTP-01	12/26/21 9:00	0.71				
A0028	9676.8	9676.8		WWTP	StarCityWWTP-01	11/26/20 0:00	7.039				
A02-0292	661905.3626	117589.0665		WVU Morgantown	OaklandE-02	1/15/22 9:00					
H01-0003	80311.32519	22624.80929		WWTP	MoundsvilleWWTP-01	9/29/21 8:00					
B01-0062	28051.36904	21815.00942		WWTP	CharlestonWWTP-01	11/3/21 7:00					
B01-0017	14641.28822	17570.57637		WWTP	CharlestonWWTP-01	10/13/21 7:00	6.593				
A02-0039	314042.0222	327349.4351		WVU Morgantown	HonorsSummit-01 (MUB)	8/23/21 9:55					
A03-0102	0	0		K-12	MorgantownHS-01	10/20/21 6:00					
A1091	4322.5	4322.5		WWTP	StarCityWWTP-01	7/13/21 0:00	9.555				
A1074	0	10853.75		WWTP	StarCityWWTP-01	6/20/21 0:00	7.122				
G01-0018	59855.63792	65560.63101		WWTP	KeyserWWTP-01	11/28/21 9:00	0.581				
A0223	77592	66504		WWTP	StarCityWWTP-01	1/19/21 0:00	8.058				
A03-0179				K-12	SuncrestES-01						
A01-0026	52609.56883	84196.8298		WWTP	StarCityWWTP-01	8/31/21 0:00	10.024				
A01-0080	66937.5	65025		WWTP	StarCityWWTP-01	11/3/21 0:00	7.552				
F01-0006	82729.31278	32143.00722		WWTP	WestonWWTP-01	9/30/21 10:00					
A02-0047				WVU Morgantown							
A02-0268	0	0		WVU Morgantown	Evansdale-01	12/18/21 9:00					
A02-0042	1513566.399	1281789.131		WVU Morgantown	NorthHighSt-02 (MUB)	8/25/21 9:48					
H01-0088	36061.99466	25755.40312		WWTP	MoundsvilleWWTP-01	12/10/21 8:00	3.7				
A02-0306	307080.5991	357337.2567		WVU Morgantown	Evansdale-01	1/22/22 9:00					
A01-0074	38179.60396	5723.225027		WWTP	StarCityWWTP-01	10/27/21 0:00	8.634				
A02-0026	8700.138554	8700.138554		WVU Morgantown	Evansdale-01	8/23/21 9:13					
G01-0044	43243.03329	52515.20723		WWTP	KeyserWWTP-01	12/30/21 9:00	1.07				
H01-0013	50486.52291	4585.473295		WWTP	MoundsvilleWWTP-01	10/10/21 8:00					
B01-0059	0	8389.343787		WWTP	CharlestonWWTP-01	11/24/21 7:00	7.056				
B01-0031	0	0		WWTP	CharlestonWWTP-01	12/9/21 7:00	6.747				
A02-0112	126517.1802	41241.37327		WVU Morgantown	HonorsSummit-01 (MUB)	9/15/21 10:21					
C01-0049	12841.7946	7704.604408		WWTP	WheelingWWTP-01	11/30/21 7:00	6.245				
K01-0024	222663.0449	256164.7654		WWTP	ParkersburgWWTP-01	1/11/22 6:33	6.937				
A02-0180	608401.7086	265990.7126		WVU Morgantown	CollegePark-02	10/18/21 10:08					
G01-0036	969868.5551	429417.1894		WWTP	KeyserWWTP-01	1/14/22 9:00	0.956				
G01-0066	13539.12823	13539.12823		WWTP	KeyserWWTP-01	11/1/21 12:00					
A01-0019				WWTP	StarCityWWTP-01						
A1026	10680	10680		WWTP	StarCityWWTP-01	4/11/21 12:00	8.109				
A0207	3600	21576		WWTP	StarCityWWTP-01	1/3/21 0:00	12.379				
A02-0018	7922.674306	10564.1241		WVU Morgantown	NorthHighSt-02 (MUB)	8/16/21 10:05					
A02-0179	0	0		WVU Morgantown	NorthHighSt-02 (MUB)	10/18/21 9:49					
A01-0115	121890.8514	121890.8514		WWTP	StarCityWWTP-01	12/2/21 0:00					
A03-0034	7828.973234	17226.23251		K-12	CheatLakeES-01	9/29/21 6:00					
A02-0303	998340.3289	1140921.257		WVU Morgantown	CollegePark-02	1/22/22 9:00					
A01-0143	49742.36213	57400.28165		WWTP	StarCityWWTP-01	1/3/22 0:00	12				
H01-0016	53528.00131	43787.10747		WWTP	MoundsvilleWWTP-01	10/13/21 8:00					
A01-0004	67173.01846	68545.77637		WWTP	StarCityWWTP-01	8/12/21 0:00	8.144				
C01-0065	43062.86998	59637.3041		WWTP	WheelingWWTP-01	12/22/21 7:00	6.62				
A0224	44784	44784		WWTP	StarCityWWTP-01	1/20/21 0:00	8.431				
A03-0189	0	0		K-12	NorthES-01	1/21/22 6:00					
A03-0031	0	0		K-12	MountainviewES-01	9/27/21 6:00					
C01-0103	198800.2038	165133.8762		WWTP	WheelingWWTP-01	1/10/22 7:00	12.749				
A02-0199	1565.212961	18789.50663		WVU Morgantown	CollegePark-02	10/6/21 10:00					
K01-0040	210197.7807	214729.7439		WWTP	ParkersburgWWTP-01	1/12/22 6:34	6.465				
A0042	84394.8	84394.8		WWTP	StarCityWWTP-01	12/16/20 12:00	8.322				
G01-0048	11747.3937	11747.3937		WWTP	KeyserWWTP-01	12/31/21 9:00	1.02				
A1044	4800	4800		WWTP	StarCityWWTP-01	5/5/21 0:00	12.711				
A02-0211	0	3220.404461		WVU Morgantown	CollegePark-02	11/3/21 11:30					
A02-0154 b	37512	31284		WVU Morgantown	NorthHighSt-02 (MUB)	8/10/21 9:00	12.597				
C01-0061	285178.6047	287852.9871		WWTP	WheelingWWTP-01	12/16/21 7:00	6.929				
A02-0203	0	7231.355235		WVU Morgantown	NorthHighSt-02 (MUB)	10/30/21 9:00					
A02-0003	74636.199	79308.37154		WVU Morgantown	CollegePark-02	8/11/21 9:00					
A03-0007	5673.436932	17024.17456		K-12	UniversityHS-01	9/15/21 6:00					
A03-0023	0	0		K-12	SuncrestES-01	10/11/21 6:00					
B01-0006	62484.40951	34972.02635		WWTP	CharlestonWWTP-01	9/19/21 7:00					
A02-0085	6466.799527	5173.305869		WVU Morgantown	CollegePark-02	9/4/21 9:00					
B01-0045	21211.48087	16968.32556		WWTP	CharlestonWWTP-01	1/6/22 7:00	10.745				
A1042	0	0		WWTP	StarCityWWTP-01	5/3/21 0:00	10.8				
A03-0168	52238.90416	67176.27414		K-12	MorgantownHS-01	1/12/22 6:00					
A0212	24480	27960		WWTP	StarCityWWTP-01	1/4/21 0:00	11.872				
B01-0040	21791.58948	74137.68366		WWTP	CharlestonWWTP-01	12/15/21 7:00	6.945				
A02-0280	108529.5483	100768.1166		WVU Morgantown	Evansdale-01	1/10/22 9:00					
A1058	0	0		WWTP	StarCityWWTP-01	5/27/21 0:00	7.148				
A1065	0	0		WWTP	StarCityWWTP-01	6/7/21 0:00	6.647				
A02-0220	1604.466913	3209.036738		WVU Morgantown	HonorsSummit-01 (MUB)	11/13/21 9:00					
A01-0027	76130.29808	87863.26289		WWTP	StarCityWWTP-01	9/4/21 0:00	9.983				
F01-0024	15691.19722	11767.47456		WWTP	WestonWWTP-01	11/2/21 10:00					
E01-0007	32947.63178	26354.63089		WWTP	PrincetonWWTP-01	11/9/21 7:50					
B01-0004	35564.56402	24329.69421		WWTP	CharlestonWWTP-01	9/22/21 7:00					
E02-0019	12697.32803	4232.01534		WWTP	AthensWWTP-01	12/8/21 8:00	0.102				
K01-0015	38750.11124	7042.810125		WWTP	ParkersburgWWTP-01	12/14/21 6:20	4.913				
A02-0170	25092.00677	18816.64351		WVU Morgantown	OaklandE-02	10/13/21 9:34					
A1093	0	4488.75		WWTP	StarCityWWTP-01	7/15/21 0:00	7.917				
A03-0138	0	0		K-12	MountainviewES-01	12/10/21 6:00					
C01-0036	69405.93064	83310.26614		WWTP	WheelingWWTP-01	11/9/21 7:00					
A02-0089	159326.4133	72456.13337		WVU Morgantown	NorthHighSt-02 (MUB)	9/6/21 8:48					
A01-0094	97570.77098	41054.75172		WWTP	StarCityWWTP-01	11/20/21 0:00	6.561				
A01-0103				WWTP	StarCityWWTP-01						
A02-0248	0	0		WVU Morgantown	HonorsSummit-01 (MUB)	12/6/21 9:00					
A02-0005	0	3062.97486		WVU Morgantown	Evansdale-01	8/12/21 9:00					
H01-0083	44741.68047	37281.41695		WWTP	MoundsvilleWWTP-01	12/5/21 8:00	1.4				
A02-0202	6709.908582	17897.09158		WVU Morgantown	HonorsSummit-01 (MUB)	10/30/21 9:00					
A0242	41256	68784		WWTP	StarCityWWTP-01	2/15/21 12:00	9.8				
A03-0136	0	0		K-12	MorgantownHS-01	12/20/21 6:00					
A02-0038	2772.34517	11090.98673		WVU Morgantown	OaklandE-02	8/25/21 9:25					
C01-0009	34967.8719	49288.10775		WWTP	WheelingWWTP-01	9/26/21 7:00	5.676				
A03-0011	67750.71919	97449.48983		K-12	MorgantownHS-01	9/20/21 6:00					
G01-0017	95299.17508	67481.19235		WWTP	KeyserWWTP-01	12/18/21 9:00	0.559				
G01-0028				WWTP	KeyserWWTP-01	11/13/21 8:00					
K01-0007				WWTP	ParkersburgWWTP-01	1/19/22 6:24	9.083				
A0238	14880	39696		WWTP	StarCityWWTP-01	2/9/21 12:00	9.493				
A03-0003											
A02-0111	0	0		WVU Morgantown	OaklandE-02	9/15/21 10:06					
E02-0013	93283.82447	61093.52969		WWTP	AthensWWTP-01	11/19/21 8:00	0.13				
A1020	6330	12660		WWTP	StarCityWWTP-01	4/1/21 12:00	10.482				
H01-0096	5540.21976	11081.17316		WWTP	MoundsvilleWWTP-01	12/18/21 8:00					
A02-0167	1547.491029	38708.73824		WVU Morgantown	HonorsSummit-01 (MUB)	10/11/21 9:58					
A02-0075	8283.631504	8283.631504		WVU Morgantown	OaklandE-02	9/3/21 9:51					
E01-0021	137583.7071	2922.615171		WWTP	PrincetonWWTP-01	12/13/21 7:30	2.313				
B01-0007	69895.92701	52408.88029		WWTP	CharlestonWWTP-01	9/30/21 7:00					
A01-0045	1074383.087	1102549.243		WWTP	StarCityWWTP-01	9/28/21 0:00	9.301				
A02-0223	4090.983663	8182.636723		WVU Morgantown	HonorsSummit-01 (MUB)	11/15/21 10:18					
C01-0032	9437.167272	11325.02884		WWTP	WheelingWWTP-01	11/2/21 7:00					
A02-0110	5201.830938	2600.78026		WVU Morgantown	Evansdale-01	9/15/21 9:30					
G01-0015				WWTP	KeyserWWTP-01	11/23/21 8:00	0.569				
H01-0068	183805.2213	186639.3015		WWTP	MoundsvilleWWTP-01	1/9/22 8:00	1.6				
A02-0182				WVU Morgantown	OaklandE-02	10/20/21 9:37					
A03-0005	16740.32472	35167.63732		K-12	BrookhavenES-01	9/15/21 6:00					
A01-0090	39665.05826	28640.67182		WWTP	StarCityWWTP-01	11/15/21 0:00	9.758				
A02-0091	9018.759057	15033.07253		WVU Morgantown	Evansdale-01	9/8/21 9:09					
A03-0025											
A0220	43776	52536		WWTP	StarCityWWTP-01	1/14/21 0:00	7.173				
A0102	12933.6	21562.8		WWTP	StarCityWWTP-01	11/3/20 0:00	6.967				
H01-0034	30812.5	43137.5		WWTP	MoundsvilleWWTP-01	11/7/21 8:00					
A03-0026	0	0		K-12	MorgantownHS-01	9/22/21 6:00					
H01-0030	31237.5	40800		WWTP	MoundsvilleWWTP-01	11/3/21 8:00					
A03-0161	27631.09457	18418.70539		K-12	NorthES-01	12/22/21 6:00					
A02-0304	744778.4972	430721.8498		WVU Morgantown	HonorsSummit-01 (MUB)	1/22/22 9:00					
A03-0162				K-12	MountainviewES-01	1/26/22 6:00					
A03-0008											
A02-0208	110814.3353	140229.9452		WVU Morgantown	OaklandE-02	11/3/21 10:28					
H01-0014	17578.40015	5272.222478		WWTP	MoundsvilleWWTP-01	10/11/21 8:00					
G01-0013	112765.9066	101750.9946		WWTP	KeyserWWTP-01	12/14/21 9:00	0.558				
G01-0060	66354.7197	50623.20918		WWTP	KeyserWWTP-01	10/24/21 9:00					
A02-0146				WVU Morgantown							
A02-0132	0	7143.197432		WVU Morgantown	NorthHighSt-02 (MUB)	9/27/21 10:14					
K01-0022	68764.18971	104464.1675		WWTP	ParkersburgWWTP-01	12/14/21 6:20	4.913				
A02-0164	2545.658993	7637.70543		WVU Morgantown	OaklandE-02	10/9/21 9:00					
A0228	1872270	1312800		WWTP	StarCityWWTP-01	1/26/21 0:00	10.032				
C01-0107	130034.2347	132241.6864		WWTP	WheelingWWTP-01	1/16/22 7:00	7.19				
B01-0072	1575.448187	1575.448187		WWTP	CharlestonWWTP-01	10/25/21 7:00					
A03-0060	1621.008217	0		K-12	MorgantownHS-01	10/29/21 6:00					
A1040	4692	4692		WWTP	StarCityWWTP-01	4/29/21 11:59	7.844				
A01-0072				WWTP	StarCityWWTP-01	10/25/21 0:00	7.97				
A03-0058	0	1684.465921		K-12	MorgantownHS-01	10/27/21 6:00					
A03-0047	0	0		K-12	SuncrestES-01	10/27/21 6:00					
A02-0286	230670.1899	257891.5268		WVU Morgantown	HonorsSummit-01 (MUB)	1/10/22 9:00					
A0047	53163	79761		WWTP	StarCityWWTP-01	12/23/20 12:00	9.563				
A01-0118	45379.52051	30247.55225		WWTP	StarCityWWTP-01	12/5/21 0:00	9.511				
A02-0289	173361.2788	27689.66261		WVU Morgantown	HonorsSummit-01 (MUB)	1/12/22 9:00					
A01-0035	135187.6664	115830.3195		WWTP	StarCityWWTP-01	9/13/21 0:00	8.156				
B01-0015	28268.84151	34554.01585		WWTP	CharlestonWWTP-01	10/4/21 7:00					
E02-0004	2125	0		WWTP	AthensWWTP-01	11/5/21 8:00					
A0035	112130.4	75832.8		WWTP	StarCityWWTP-01	12/7/20 12:00	7.578				
C01-0011	73315.46485	93348.72961		WWTP	WheelingWWTP-01	9/29/21 7:00					
A02-0187				WVU Morgantown	OaklandE-02	10/23/21 10:00					
C01-0044	151742.9388	45055.40662		WWTP	WheelingWWTP-01	11/23/21 7:00	5.856				
E01-0051	1168929.684	527546.3676		WWTP	PrincetonWWTP-01	1/13/22 12:00	3.716				
A01-0065	36268.02534	18127.43649		WWTP	StarCityWWTP-01	10/17/21 0:00	7.808				
A03-0196				K-12	MorgantownHS-01						
H01-0018	10412.5	12112.5		WWTP	MoundsvilleWWTP-01	10/15/21 8:00					
A01-0157	612411.0961	539154.1797		WWTP	StarCityWWTP-01	1/21/22 0:00	10.5				
A01-0137	40241.73416	45610.2211		WWTP	StarCityWWTP-01	12/27/21 0:00	10.3				
C01-0047	120859.1773	61935.53187		WWTP	WheelingWWTP-01	11/28/21 7:00	5.567				
C01-0072	3686.981569	3686.981569		WWTP	WheelingWWTP-01	1/2/22 7:00	22.516				
H01-0009	19902.89755	29861.05487		WWTP	MoundsvilleWWTP-01	10/6/21 8:00					
A1016	10800	16170		WWTP	StarCityWWTP-01	3/28/21 12:00	10.979				
A01-0066	29247.75258	31198.81615		WWTP	StarCityWWTP-01	10/18/21 0:00	7.491				
A02-0025	0	27999.64622		WVU Morgantown	Evansdale-01	8/21/21 9:16					
A1039	20820	20820		WWTP	StarCityWWTP-01	4/28/21 12:00	8.446				
B01-0033	0	0		WWTP	CharlestonWWTP-01	12/13/21 7:00	7.429				
A02-0101	117824.0675	107556.4206		WVU Morgantown	NorthHighSt-02 (MUB)	9/11/21 9:00					
A02-0059	9733.988978	14602.32638		WVU Morgantown	CollegePark-02	8/27/21 10:59					
E01-0024	83608.20159	0		WWTP	PrincetonWWTP-01	1/5/22 12:30	5.486				
A02-0201	2096.523885	4193.223827		WVU Morgantown	OaklandE-02	10/30/21 9:00					
A02-0188				WVU Morgantown	HonorsSummit-01 (MUB)	10/23/21 9:00					
A0024	23962.8	7980		WWTP	StarCityWWTP-01	11/23/20 0:00	7.092				
B01-0075	11240.91877	11240.91877		WWTP	CharlestonWWTP-01	11/16/21 7:00	6.752				
A03-0092	0	0		K-12	SuncrestES-01	11/12/21 6:00					
A02-0168	32602.15431	37495.5824		WVU Morgantown	NorthHighSt-02 (MUB)	10/11/21 10:10					
A0034	106176	99096		WWTP	StarCityWWTP-01	12/6/20 0:00	8.141				
A02-0275	38276.92933	29440.68834		WVU Morgantown	CollegePark-02	12/18/21 9:00					
A1104	20692.07087	23876.9865									
H01-0085	24988.91596	10707.71003		WWTP	MoundsvilleWWTP-01	12/6/21 8:00	2.4				
H01-0010	19990.86283	19990.86283		WWTP	MoundsvilleWWTP-01	10/7/21 8:00					
A02-0084	203622.7846	217771.4217		WVU Morgantown	NorthHighSt-02 (MUB)	9/4/21 9:00					
A1089	0	0		WWTP	StarCityWWTP-01	7/11/21 0:00	8.458				
A01-0096	329708.7675	293614.2719		WWTP	StarCityWWTP-01	11/22/21 0:00	6.154				
C01-0062	211242.9938	74434.83442		WWTP	WheelingWWTP-01	12/19/21 7:00	6.976				
A1101	27336.25	31896.25		WWTP	StarCityWWTP-01	7/26/21 0:00	8.172				
A03-0205	0	0		K-12	NorthES-01	11/19/21 6:00					
A0031	82456.8	82456.8		WWTP	StarCityWWTP-01	12/1/20 0:00	11.562				
A1037	4212	0		WWTP	StarCityWWTP-01	4/26/21 12:00	10.049				
A02-0160	6427.279748	22502.59772		WVU Morgantown	Evansdale-01	10/4/21 10:00					
A02-0106	87588.77575	54707.01218		WVU Morgantown	OaklandE-02	9/13/21 9:32					
A01-0011	51799.74765	23210.10455		WWTP	StarCityWWTP-01	8/21/21 0:00	10.554				
L01-0024				WWTP	WestUnionWWTP-01	1/15/22 9:00	0.285				
E02-0008	21632.98145	24724.93887		WWTP	AthensWWTP-01	11/12/21 8:00					
B01-0049	36221.38672	7241.773624		WWTP	CharlestonWWTP-01	1/11/22 7:00	14.392				
A03-0141	0	6974.251941		K-12	NorthES-01	12/15/21 6:00					
A03-0086	0	0		K-12	MountainviewES-01	1/5/22 6:00					
A03-0037	14320.20038	12273.95572		K-12	NorthES-01	10/1/21 6:00					
A03-0180	0	0		K-12	MorgantownHS-01	1/19/22 6:00					
A02-0028	14006.2701	14006.2701		WVU Morgantown	HonorsSummit-01 (MUB)	8/21/21 9:00					
H01-0055	2809.570371	8429.275677		WWTP	MoundsvilleWWTP-01	12/27/21 8:00	3.4				
B01-0044	9516.749997	28556.73384		WWTP	CharlestonWWTP-01	1/9/22 7:00	22.43				
A01-0022				WWTP	StarCityWWTP-01						
A02-0279	108467.3578	90369.96335		WVU Morgantown	HonorsSummit-01 (MUB)	1/8/22 9:00					
H01-0020				WWTP	MoundsvilleWWTP-01	10/20/21 8:00					
A02-0249	0	4947.091956		WVU Morgantown	HonorsSummit-01 (MUB)	12/4/21 9:00					
A02-0148	238300.6561	88000.53179		WVU Morgantown	OaklandE-02	10/6/21 9:28					
G02-0004				WVU Keyser	PotomacState-01	10/18/21 11:30					
G01-0056				WWTP	KeyserWWTP-01	10/19/21 9:00					
A03-0080	0	7465.583533		K-12	MountainviewES-01	11/10/21 6:00					
A03-0116	5384.693909	5384.693909		K-12	MorgantownHS-01	11/12/21 6:00					
A02-0151 c	13752	9168		WVU Morgantown	NorthHighSt-02 (MUB)	8/9/21 9:00	11.943				
A02-0206	8359.107487	6269.068271		WVU Morgantown	NorthHighSt-02 (MUB)	11/1/21 11:11					
E01-0052	1678481.176	1286958.153		WWTP	PrincetonWWTP-01	1/18/22 7:30	2.642				
A03-0027	0	0		K-12	UniversityHS-01	9/24/21 6:00					
E02-0021	3850.591527	0		WWTP	AthensWWTP-01	12/14/21 8:00	0.098				
H01-0040	28770.02668	49332.14799		WWTP	MoundsvilleWWTP-01	11/14/21 8:00	1.7				
E01-0002	44152.90624	6302.785762		WWTP	PrincetonWWTP-01	10/27/21 8:00					
A01-0055	109951.5587	144125.6988		WWTP	StarCityWWTP-01	10/4/21 0:00	8.904				
B01-0037	3188.782646	0		WWTP	CharlestonWWTP-01	1/2/22 7:00	21.187				
A01-0128	149863.4443	79027.81606		WWTP	StarCityWWTP-01	12/17/21 0:00	9.7				
L01-0021				WWTP	WestUnionWWTP-01	1/18/22 9:00	0.31				
I01-0008	23475.04813	26410.35575		WWTP	WarmSpringsWWTP-01	11/17/21 8:00	0.512				
A02-0205	74938.28177	58716.3645		WVU Morgantown	OaklandE-02	11/1/21 10:38					
G02-0009				WVU Keyser	PotomacState-01	10/30/21 10:00					
A01-0131	11398.8754	26602.19997		WWTP	StarCityWWTP-01	12/21/21 0:00	7				
A02-0207	0	1657.879855		WVU Morgantown	CollegePark-02	11/1/21 11:31					
B01-0009	27891.70161	47080.56808		WWTP	CharlestonWWTP-01	9/27/21 7:00					
E01-0009	62667.90211	60054.8695		WWTP	PrincetonWWTP-01	11/16/21 8:00	1.749				
A01-0088	26339.55836	11284.98279		WWTP	StarCityWWTP-01	11/13/21 0:00	9.153				
A02-0159	2088.389946	12532.7725		WVU Morgantown	OaklandE-02	10/4/21 10:00					
A1041	10290	5130		WWTP	StarCityWWTP-01	5/2/21 0:00	11.991				
B01-0069	17760.47738	20721.28829		WWTP	CharlestonWWTP-01	11/17/21 7:00	6.624				
A1028	13152	26304		WWTP	StarCityWWTP-01	4/13/21 12:00	10.693				
A1043	0	0		WWTP	StarCityWWTP-01	5/4/21 0:00	11.798				
A1094	0	0		WWTP	StarCityWWTP-01	7/18/21 0:00	8.102				
C01-0058	208484.6601	74523.52524		WWTP	WheelingWWTP-01	12/13/21 7:00	8.278				
A03-0151	2571.983803	0		K-12	SuncrestES-01	12/17/21 6:00					
A03-0135	21275.00709	15955.24298		K-12	SuncrestES-01	12/15/21 6:00					
G01-0032	1000398.445	255182.4564		WWTP	KeyserWWTP-01	1/16/22 9:00	0.871				
A02-0295	399279.0949	418387.5918		WVU Morgantown	NorthHighSt-02 (MUB)	1/15/22 9:00					
G02-0013				WVU Keyser	PotomacState-01	11/9/21 11:00					
A1006	0	0		WWTP	StarCityWWTP-01	3/15/21 12:01	8.658				
G01-0057				WWTP	KeyserWWTP-01	10/20/21 9:00					
B01-0060	17496.04102	8747.107442		WWTP	CharlestonWWTP-01	11/29/21 7:00	7.226				
H01-0023	11809.56237	13497.09742		WWTP	MoundsvilleWWTP-01	10/25/21 8:00					
A0243	13800	4590		WWTP	StarCityWWTP-01	2/16/21 12:00	12.183				
A01-0068				WWTP	StarCityWWTP-01	10/20/21 0:00	7.189				
A02-0072	26576.48578	11808.64915		WVU Morgantown	CollegePark-02	8/30/21 10:58					
A02-0061	242320.0095	298342.3793		WVU Morgantown	OaklandE-02	8/30/21 9:46					
H01-0033	30175	35062.5		WWTP	MoundsvilleWWTP-01	11/8/21 8:00					
A02-0074	38798.36529	47120.14169		WVU Morgantown	Evansdale-01	9/1/21 9:08					
A03-0183	2369.167898	2369.167898		K-12	SuncrestES-01	1/19/22 6:00					
A02-0152	0	0		WVU Morgantown	Evansdale-01	8/10/21 9:00					
A1086	4655	4655		WWTP	StarCityWWTP-01	7/6/21 0:00	6.793				
A1087	0	4868.75		WWTP	StarCityWWTP-01	7/7/21 0:00	7.73				
B01-0021	33972.7585	41698.56474		WWTP	CharlestonWWTP-01	10/10/21 7:00					
D01-0002	425932.6816	70104.16254		WWTP	CharlesTownWWTP-01	12/19/21 7:00					
A0040	81396	81396		WWTP	StarCityWWTP-01	12/14/20 12:00	9.162				
A03-0194				K-12	MountainviewES-01						
E02-0100	896019.6984	413046.8112		WWTP	AthensWWTP-01	1/16/22 8:00	0.122				
A01-0060	46146.76058	52746.10966		WWTP	StarCityWWTP-01	10/10/21 0:00	7.441				
A01-0040	389229.4288	195995.8744		WWTP	StarCityWWTP-01	9/19/21 0:00	7.236				
C01-0042	86881.79478	47762.69764		WWTP	WheelingWWTP-01	11/21/21 7:00	6.188				
A02-0013	13486.7835	11238.48063		WVU Morgantown	CollegePark-02	8/10/21 9:00					
A01-0142	45695.96462	51411.46436		WWTP	StarCityWWTP-01	1/2/22 0:00	13.1				
B01-0036	0	4258.676413		WWTP	CharlestonWWTP-01	12/29/21 7:00	15.773				
A02-0293	624142.6778	207016.5476		WVU Morgantown	HonorsSummit-01 (MUB)	1/15/22 9:00					
G01-0051	48979.29072	33295.47271		WWTP	KeyserWWTP-01	10/11/21 9:00					
A02-0081				WVU Morgantown	CollegePark-02	9/3/21 10:46					
A02-0267	0	0		WVU Morgantown	NorthHighSt-02 (MUB)	12/18/21 9:00					
A03-0131	0	2453.203923		K-12	SuncrestES-01	12/6/21 6:00					
A03-0038	275178.1738	62751.03867		K-12	MountainviewES-01	10/1/21 6:00					
A01-0095	152652.7119	69056.88554		WWTP	StarCityWWTP-01	11/21/21 0:00	6.506				
C01-0038	101086.9771	29926.28798		WWTP	WheelingWWTP-01	11/14/21 7:00	7.109				
A03-0028	55314.1284	75098.87129		K-12	MorgantownHS-01	9/17/21 6:00					
K01-0016	25321.05211	25321.05211		WWTP	ParkersburgWWTP-01	12/27/21 6:30	5.826				
A02-0011	37748.32153	43651.64828		WVU Morgantown	OaklandE-02	8/14/21 9:00					
A0229	61140	50940		WWTP	StarCityWWTP-01	1/27/21 0:00	9.352				
A01-0119	93111.42862	73696.14914		WWTP	StarCityWWTP-01	12/6/21 0:00	7.7				
A02-0136	4436.632749	22190.97897		WVU Morgantown	HonorsSummit-01 (MUB)	9/29/21 10:02					
H01-0049	77808.92462	31106.23598		WWTP	MoundsvilleWWTP-01	11/23/21 8:00	1.3				
A0217	129270	142680		WWTP	StarCityWWTP-01	1/11/21 0:00	7.54				
A03-0107	92165.81225	69728.44116		K-12	NorthES-01	10/15/21 6:00					
A02-0054	406899.3926	199924.6812		WVU Morgantown	HonorsSummit-01 (MUB)	8/25/21 9:38					
A02-0190				WVU Morgantown	Evansdale-01	10/25/21 9:00					
A01-0058	128564.1456	84081.19917		WWTP	StarCityWWTP-01	10/7/21 0:00	7.245				
A02-0052	6139.847338	0		WVU Morgantown	OaklandE-02	8/23/21 9:25					
A02-0015	105253.3469	76826.7622		WVU Morgantown	CollegePark-02	8/14/21 9:00					
A02-0138	0	4231.591951		WVU Morgantown	CollegePark-02	9/29/21 10:58					
B01-0053	7831.466533	27420.87394		WWTP	CharlestonWWTP-01	11/14/21 7:00					
A02-0236	3700.654507	0		WVU Morgantown	CollegePark-02	11/27/21 9:00					
A02-0094	167303.0466	165624.4487		WVU Morgantown	NorthHighSt-02 (MUB)	9/8/21 9:40					
A1083	4275	8573.75		WWTP	StarCityWWTP-01	7/1/21 0:00	8.588				
A03-0204	0	0		K-12	SuncrestES-01	11/19/21 6:00					
A02-0043				WVU Morgantown							
A01-0154	1112654.35	1264993		WWTP	StarCityWWTP-01	1/17/22 0:00	8.8				
A03-0121	6208.69006	34159.18507		K-12	MorgantownHS-01	1/10/22 6:00					
A02-0155	4055.69844	6759.86311		WVU Morgantown	OaklandE-02	8/10/21 9:00					
C01-0102	20975.10863	3495.122753		WWTP	WheelingWWTP-01	1/9/22 7:00	22.516				
A03-0093	142323.4592	127577.9101		K-12	NorthES-01	11/12/21 6:00					
G01-0007	209653.9825	232450.6992		WWTP	KeyserWWTP-01	12/19/21 9:00	0.627				
A02-0277	350220.8591	36904.49797		WVU Morgantown	CollegePark-02	1/5/22 9:00					
G01-0046				WWTP	KeyserWWTP-01	1/23/22 9:00	0.983				
